"A.TWEX.PB.","B.ABI.PB.","H.HB.PB.","F.RCD.PB.","I.CPR.PB.","DGE.PB.","K.BBCA.PB.","K.CHRE.PB.","DK.CAB.PB.","DK.RBR.PB.","CN.KCM.PB.","CN.YWU.PB.","CN.JYB.PB.","CN.TTB.PB.","IN.MLC.PB.","IN.UBB.PB.","MX.BEC.PB.","BR.AVS.PB.","CL.CVZ.PB.","U.STZ.PB.","U.BF.B.PB.","U.TAP.PB.","U.SAM.PB."
11.05,85.66,113.01,187.91,10.47,44.32,0,4.22,139.57,76.07,915.49,106.23,120.41,51.45,7.64,19.6,3.23,4.55,13.23,195.88,51.88,58.19,339.23
11.11,85.23,112.25,187.28,10.41,44.11,0,4.23,139.47,75.71,924.86,107.28,122.28,51.24,7.76,19.63,3.27,4.57,13.29,194.18,51.33,57.22,335.8
11.07,83.7,110.85,185.38,10.28,43.55,0,4.31,135.94,73.53,949.76,108.89,121.61,50.66,7.62,19.41,3.22,4.56,13.51,188.85,50.83,55.45,320.26
11.02,85.34,111.65,186.53,10.15,44.07,0,4.28,134.68,72.25,942.84,107.4,120.17,50.92,7.69,19.32,3.18,4.6,13.75,187.34,51.03,54.74,317.48
10.97,83.73,108.42,181.98,10.08,43.68,0,4.4,135.34,72.03,926.94,105.43,119.11,50.62,7.88,19.15,3.03,4.63,13.82,176.47,49.96,54.97,314.3
10.65,84.21,109.69,183.36,10.07,44.15,0,4.39,135.29,71.9,929.01,105.66,118.41,49.27,7.96,19.03,3.03,4.6,13.84,177.31,50.32,55.89,315.23
10.55,85.6,109.67,180.25,10.08,43.31,0,4.26,133.65,71.58,911.63,103.3,115.84,47.79,8.13,19.12,3.08,4.58,13.65,184.43,51.76,57.98,305.66
10.64,85.74,110.48,183.07,10.16,43.82,0,4.3,134.77,72.59,907.77,103.15,116.5,47.01,8.12,19.02,3.1,4.6,13.58,187,54.03,57.42,309.94
10.83,85.63,110.94,181.51,10.08,44.26,0,4.31,137.27,73.85,897.92,101.32,116.34,46.96,7.95,18.76,3.1,4.66,13.68,184.36,55.87,57.72,319.91
10.86,87.03,111.98,184.51,10.11,44.75,0,4.34,138.36,74.01,889.52,106.46,116,46.91,7.86,18.68,3.08,4.65,13.58,188.43,56.48,56.95,320.33
11.04,87.26,113.11,183.82,10.02,44.69,0,4.39,137.57,73.79,907.22,104.6,118.06,48.22,8.04,19.09,3.16,4.66,13.83,191.98,57.22,54.74,317.94
11.19,87.59,112.74,183.53,10.15,44.59,0,4.41,137.89,73.98,948.69,113.47,122.15,50.83,8.02,19.24,3.17,4.68,13.88,194.96,57.16,54.63,333.56
11.12,88.68,113.71,183.42,10.18,45.05,0,4.37,140.83,74.69,944.18,112.08,120.68,49.8,8.24,19.42,3.16,4.66,14.01,189.32,57.56,54.86,337.86
11.12,88.05,113.61,183.3,10.13,44.97,0,4.49,140.31,74.39,947.77,111.22,118.69,49.38,8.07,19.22,3.18,4.71,13.91,189.35,57.3,55.11,341.84
10.99,86.93,111.19,181.98,10.08,44.9,0,4.47,136.22,73.51,950.88,109.32,118.52,49.15,7.85,19.25,3.17,4.66,13.83,187.63,56.24,53.99,339.01
10.89,86.39,111.58,184.57,10.13,44.66,0,4.41,136.47,73.82,949.44,108,118.65,47.39,7.7,19.11,3.15,4.7,13.79,187.28,54.86,53.66,337.55
10.9,89.2,112.11,187.86,10.28,44.54,0,4.41,138.05,74.13,954.86,108.4,119.27,47.92,7.62,19.18,3.15,4.76,13.79,181.99,54.2,54.11,338.38
11.17,89.79,112.44,187.11,10.08,44.46,0,4.58,136.53,73.85,970.7,110.29,120.22,49.14,7.43,19.26,3.11,4.81,13.82,184.3,54.99,54.64,337.98
11.08,91.03,113.8,188.84,10.33,44.58,0,4.65,136.62,74.52,1015.47,117.65,124,50.66,7.75,19.17,3.13,4.86,13.8,185.77,55.43,54.97,342.86
10.89,91.92,114.49,187.74,10.34,44.4,0,4.69,135.7,74.24,1016.8,117.66,125.09,49.68,7.88,19.25,3.05,4.87,13.66,183.84,55.14,55.4,346.46
10.86,91.54,115.02,188.55,10.6,45.07,0,4.67,136.81,74.3,1028.07,119.84,126.66,50.11,7.96,19.34,3.11,4.83,13.71,181.22,55.27,55.43,349.35
10.97,90.2,114.93,187.91,10.3,44.96,0,4.63,137.31,74.02,1023.7,119.67,126.15,49.76,7.99,19.03,3.18,4.8,13.73,183.85,55.7,55.41,361.37
10.85,89.18,113.59,187.11,9.96,44.51,0,4.62,136.38,73.7,1020.5,118.54,125.9,49.78,8.09,19.03,3.15,4.78,13.69,184.98,54.91,54.96,358.29
10.84,88.16,111.7,186.13,9.89,44.25,0,4.72,133.56,73.22,1037.71,122.15,125.73,52.13,8.2,18.85,3.17,4.76,13.58,188.29,55.26,55.36,365.5
10.84,89.74,113.18,186.82,9.93,44.44,0,4.76,134.92,74.24,1024.83,122.85,126.61,52,8.33,19.11,3.15,4.72,13.83,197.06,55.5,55.97,377.88
10.96,90.2,113.27,187.68,10.06,44.29,0,4.79,135.82,75.63,1074.66,131.23,135.31,52.89,8.37,19.34,3.07,4.7,13.76,196.1,56.13,56.29,380.4
11.19,92.16,114.42,186.13,10.19,45.07,0,4.79,138.05,76.24,1067.53,133.3,139.12,52.53,8.48,19.28,3.07,4.79,13.69,198.74,56.6,56.1,379.73
11.27,95.88,115.9,190.16,10.4,45.74,0,4.74,142.57,78.09,1028.89,129.04,137.04,51.38,8.26,19.8,3.05,4.98,13.74,199.77,57.31,56.82,383.25
11.25,95.39,115.49,188.55,10.2,45.53,0,4.7,141.73,77.41,1021.73,128.19,132.49,49.88,8.21,19.47,3,5.02,13.88,197.82,57.52,57.05,384.88
11.19,95.1,114.93,186.24,10.15,45.01,0,4.78,140.28,76.51,1041.31,135.19,134.74,50.32,8.27,19.68,3,5.02,14.04,197.49,57.14,56.84,386.58
11.05,94.87,116.01,186.3,10.18,45.32,0,4.82,142.32,76.99,1025.68,132.29,134.32,49.54,8.26,19.68,3.03,5,14.1,200.07,56.42,56.43,388.35
11.06,94.41,115.95,187.34,10.14,45.33,0,4.67,142.04,76.89,1016.58,131.23,134.72,49.82,8.13,19.26,3.03,5.02,14.08,198,56.01,55.53,381.96
11.49,93.11,114.17,182.44,10.1,45.15,0,4.76,141.27,76,1023.3,131.67,134.4,49.51,7.98,19.32,3.07,5.02,14.09,200.82,56.35,55.87,384.82
11.93,92.01,114.17,181.28,10.07,45.11,0,4.73,141.17,75.8,1022.24,128.63,133.32,48.7,8.08,19.49,3.07,4.93,14.3,197.67,56.36,54.77,382.99
11.55,90.99,114.33,181.34,10,44.53,0,4.58,139.07,74.43,1027.02,130.79,136.52,48.89,8.35,19.79,3.09,4.81,14.24,199.58,56.03,54.38,397.02
11.45,90.43,114.42,181.4,10.01,44.67,0,4.7,139.63,74.46,1016.41,130.27,134.17,48.93,8.38,19.41,3.08,4.82,14.35,198.71,55.83,53.69,386.92
11.56,90.76,115.09,181.11,9.99,44.92,0,4.69,138.76,74.29,1008.16,128.7,132.41,48.16,8.51,19.53,3.1,4.78,14.31,197.83,55.89,54.47,390.68
11.71,91.22,115.32,181.05,9.89,45.16,0,4.66,137.92,74.33,1003.44,128.73,131.54,49.01,8.5,19.86,3.07,4.75,14.33,199.32,55.75,54.27,390.54
11.87,91.33,114.97,180.99,9.97,44.65,0,4.75,138.05,74.24,986.82,126.02,129.25,49.19,8.58,19.92,3.02,4.82,14.2,202.56,55.71,54.37,389.6
11.96,96.37,115.32,181.23,9.84,44.49,0,4.78,138.73,75.18,995.13,127.2,131.2,49.04,8.31,19.59,3.03,4.77,14.25,201.52,55.66,54.58,387.62
11.71,97.45,115.32,181.69,9.87,44.39,0,4.8,138.88,75.23,996.74,128.54,131.25,48.5,8.56,19.66,3.02,4.75,14.16,201.23,55.16,54.22,394.03
12.11,98.82,116.47,184.74,9.82,44.75,0,4.91,139.53,76.22,993.56,125.03,127.57,49.48,8.4,20.12,2.97,4.76,14.07,202.28,55.88,56.27,386.02
12.25,99.52,117.11,182.61,9.91,44.05,0,4.94,139.91,75.82,985.64,124.46,126.09,49.2,8.27,19.62,2.87,4.75,13.98,204.1,55.39,56.63,385.64
12.5,103.71,118.03,181.46,9.84,42.56,0,4.96,141.52,76.51,1002.97,126.73,126.64,48.54,8.33,19.94,2.85,5.15,14.1,203.05,54.64,56.66,386.38
12.55,104.2,118.84,183.07,9.83,43.64,0,4.87,143.71,77.54,1005.08,126.27,125.29,48.01,8.44,19.98,2.86,5.23,14.08,203.95,55.21,56.57,398.63
12.9,105.18,111.31,182.49,9.74,44.82,0,4.86,140.31,78.19,1016.94,128.89,125.6,48.32,8.36,20.3,2.89,5.41,14.16,198.99,55.19,56.5,391.12
12.95,104.8,111.88,181.74,9.8,45.3,0,4.87,140.71,77.6,1019.55,127.99,124.65,48.02,8.13,19.96,2.95,5.37,14.09,200.95,55.09,56.89,386.88
12.81,105.02,111.91,183.36,9.7,45.23,0,4.73,142.07,77.94,1012.96,125.72,121.34,47.19,8.45,20.15,3.01,5.31,14.2,196.82,54.77,53.95,392.33
12.75,106.82,113.18,187.05,9.68,46.3,0,4.69,142.63,78.46,998.91,123.96,118.35,46.35,8.24,20,3.08,5.39,14.09,193.62,55.02,52.52,383.13
12.66,103.63,111.21,179.96,9.59,45.22,0,4.67,141.45,77.91,994.07,123.02,114.17,45.33,8.34,20.26,3.04,5.41,14.01,192.74,54.89,52.22,383.79
12.52,101.08,107.69,177.02,9.38,44.42,0,4.71,135.2,76.78,981.54,121.79,109.36,44.15,8.33,20.08,3.04,5.33,13.79,186.74,53.25,50.57,373.27
11.89,100.06,107.41,175.69,9.17,44.05,0,4.67,135.08,76.38,985.57,126.3,111.79,43.8,8.45,19.96,3.02,5.4,13.72,187.21,54.19,51.21,388.98
12.11,100.1,108.75,177.77,9.16,44.38,0,4.68,135.54,76.72,984.23,123.8,109.96,43.98,8.54,19.8,3.1,5.45,13.95,188.16,54.4,52.12,394.21
11.85,100.93,110.22,180.42,9.22,44.15,0,4.77,150.68,78.16,1011.83,125.52,110.17,46.1,8.52,19.55,3.09,5.33,13.99,193.34,55.77,52.71,406.88
12.11,100.59,109.28,179.84,9.02,44.43,0,4.73,151.14,77.6,1001.96,122.91,108.65,46.45,8.68,19.65,3.11,5.3,13.81,194.02,55.38,52.65,402.72
12.01,99.41,109.02,180.48,9.28,44.97,0,4.66,150.62,77.35,1060.91,127.93,110.65,47.59,8.51,19.53,3.14,5.15,12.83,192.97,54.94,52.14,402.32
11.95,98.85,108.33,179.67,9.13,44.65,0,4.54,150.15,78.53,1060.2,127.38,108.84,48,8.29,19.41,3.1,5.12,12.59,196.48,55.88,51.68,409.6
12.43,97.08,106.9,178.23,8.98,44.75,0,4.62,147.61,77.91,1086.64,131.07,110.38,48.17,8.37,19.55,3.06,5.02,12.2,193.24,54.87,50.32,397.46
12.66,97.32,106.49,180.82,8.93,44.86,0,4.66,153.06,77.47,1088.27,131.21,108.86,47.95,8.41,19.42,3.04,4.96,12.29,194.4,57.01,50.85,408.09
12.16,98.75,108.45,183.36,9.04,45.33,0,5.03,155.15,81.87,1098.32,131.54,109.78,52.76,8.38,19.1,3.21,4.99,12.2,198.85,57.52,51.88,421.56
12.73,99.83,109.14,182.32,9.2,45.26,0,5.25,151.82,81.68,1099.71,133.21,112.22,53.78,8.33,18.89,3.24,5.05,11.91,201.84,58.47,52.5,422.5
13.3,98.77,109.09,182.44,9.14,45.22,0,5.37,154.76,82.95,1114.41,134.97,111.86,53.85,8.23,18.83,3.12,5,11.84,202.51,58.12,52.17,431.72
13.14,99.91,110.98,191.14,9.51,45.77,0,5.53,156.39,84.04,1110.25,133.16,110.38,53.71,8.25,18.28,3.07,4.97,12.05,202.84,58.22,51.79,439.6
13.17,99.35,109.78,188.14,9.55,44.93,0,5.55,155.3,83.42,1149.83,135.92,112.42,54.75,8.05,18.34,3.01,4.88,12.14,201.67,58.34,51.66,437.3
13.31,98.66,108.98,187.34,9.42,44.89,0,5.58,155.38,83.2,1177.01,135.49,111.89,54.88,8.23,18.6,3.04,4.84,11.84,198.31,57.45,50.08,428.91
12.8,98.13,108.61,189.41,9.47,45.13,0,5.59,153.9,82.67,1148.73,132.71,109.26,54.26,8.42,19.21,2.99,4.78,11.66,202.48,58.66,50.58,435
12.95,98.21,109.42,191.09,9.74,45.24,0,5.6,153.03,82.71,1155.03,137.87,110.97,54.23,8.59,19.16,2.99,4.8,11.54,198.06,58.95,50.14,441.26
13.17,97.21,109.97,192.18,9.74,45.35,0,5.66,153.37,91.84,1145.77,139.48,115.15,54.36,8.55,18.93,2.97,4.79,11.64,201.87,58.82,51.13,437.52
13.17,99.29,110.82,197.77,9.86,45.83,0,5.74,153.77,91.62,1159.3,142.69,114.91,56.54,8.79,19.48,2.97,4.9,11.63,204.56,58.84,51.04,435.89
13.61,99.19,111.58,200.14,9.83,46.02,0,5.71,154.45,91,1189.4,147.37,116.62,55,9.02,19.58,2.97,4.95,11.85,204.16,58.96,51.33,437.83
13.61,99.37,112.48,204.35,9.92,47.17,0,5.69,156.85,90.04,1185.97,147.78,113.93,55.05,8.98,19.08,3.02,4.86,11.84,205.29,58.96,51.78,426.34
13.72,99.07,113.22,204.4,9.97,47.57,0,5.6,157.55,90.66,1186.33,147.36,112.92,54.37,8.83,18.72,3.01,4.89,11.76,208.35,59.41,52.38,410.62
13.58,98.79,113.8,203.6,10.04,47.42,0,5.66,158.48,90.32,1171.71,144.05,111.81,54.13,8.73,18.94,2.99,4.96,11.92,210.18,60.47,53.13,405.57
13.68,97.95,113.13,201.29,9.96,45.82,0,5.6,157.94,90.51,1190.52,144.66,112.47,53.23,8.63,18.86,2.97,4.94,12.1,204.91,60.9,53.18,409.48
13.84,97.4,113.04,201.52,9.97,45.43,0,5.53,158.32,89.33,1189.87,145.82,113.22,52.81,8.66,18.49,3.02,4.94,12.05,204.69,62.3,53.41,403.64
13.53,99.24,110.45,194.49,9.76,44.36,0,5.44,156.23,86.76,1183.7,144.98,113.49,52.09,8.8,18.34,3.04,4.98,11.96,206.78,63.54,55.86,400.25
13.47,98.18,110.94,193.91,9.68,43.74,0,5.39,153.65,84.25,1170.41,142.94,113.13,52.03,8.81,18.65,3.06,4.97,11.83,208.13,64.05,56.59,379.17
13.18,98.49,112.11,195.06,9.66,44.16,0,5.43,154.21,85.65,1113.91,134.62,108.87,51.51,8.76,18.68,3.06,4.99,11.79,206.59,65.17,56.35,390.49
13.13,101.37,112.94,194.43,9.83,44.41,0,5.4,153.12,85.03,1144.5,137.01,109.66,51.76,8.74,18.08,3.07,5.11,11.84,203.9,65.2,56.25,392.57
13.44,100.55,111.86,189.59,9.62,43.09,0,5.38,152.94,84.35,1160.79,136.28,109.74,52.7,8.76,18.18,3.06,5.03,11.82,203.98,64.2,57.15,388.41
13.44,100.31,110.73,187.16,9.4,42.51,0,5.48,151.57,83.11,1144.61,136.35,108.67,52.48,8.68,18.11,3.06,5.05,11.84,203.71,64.2,57.52,388.18
13.24,100.8,112.53,191.89,9.52,43.06,0,5.41,153.09,84.1,1139.42,137,108.63,50.99,8.55,17.87,3.07,5.13,11.75,205.74,64.18,55.68,351.95
13.75,101.03,112.18,191.03,9.49,42.94,0,5.48,152.94,83.88,1196.58,141.18,110.01,52.45,8.59,17.89,3.1,5.09,11.78,207.33,64.55,55.04,358.12
13.75,99.64,111.61,190.05,9.42,42.87,0,5.32,153.22,83.23,1192.32,140.51,110.56,51.85,8.53,17.54,3.15,5.11,11.71,207.27,64.29,55.05,351.46
13.9,101.49,111.88,189.53,9.44,42.32,0,5.33,153.52,83.29,1205.42,142.52,112.93,52.1,8.9,18.16,3.23,5.1,11.71,205.13,63.58,56.25,345.02
13.96,100.87,112.02,189.36,9.49,42.65,0,5.27,154.02,83.48,1196.67,140.45,110.68,51.63,9.34,19.67,3.35,5.13,11.72,205.7,63.03,56.18,355.1
13.28,98.4,113.13,190.91,9.63,42.81,0,5.29,154.21,84.75,1233.15,142.18,111.44,51.14,9.24,19.6,3.17,5.11,11.63,205.07,63.19,55.86,340.12
13.04,99.43,113.13,186.76,9.51,42.46,0,5.25,154.11,84.41,1222.61,142.2,112.27,51.16,9.28,19.29,3.07,5.18,11.62,203.96,62.82,56.12,349
13.17,100.12,114.51,187.74,9.68,43.1,0,5.27,156.85,85.77,1215.42,139.66,109.78,50.88,9.56,19.29,3.07,5.15,11.73,206.16,62.7,57.09,363.67
13.17,100.33,114.37,187.22,9.5,43.33,0,5.26,157.32,85.92,1223.51,139.35,108.82,50.76,9.46,19.3,3.07,5.14,11.86,205.95,62.64,57.45,351.94
13.53,100.81,114.31,188.43,9.56,43.78,3.6,5.32,156.54,87.1,1197.72,135.18,108.31,50.5,9.5,19.2,3.07,5.09,11.83,207.29,62.79,57.5,364.07
13.53,98.52,112.16,188.09,9.57,43.59,4.6,5.29,155.38,86.67,1182.76,132.23,108.28,50.44,9.19,18.89,3.11,5.1,11.76,209.33,63.02,58.08,370.2
13.31,95.83,109.25,187.28,9.29,42.27,3.8,5.23,152.32,85.74,1186.88,133.7,108.67,50.62,8.95,19.03,3.19,4.98,11.59,206.85,61.89,56.74,368.24
12.93,95.63,109.6,195.18,9.46,43.06,3.78,5.23,152.94,86.42,1201.16,135.83,109.17,50.92,8.83,18.89,3.2,4.91,11.47,194.25,62.04,56.62,370.79
12.99,97.12,110.91,198.35,9.63,43.19,3.91,5.29,155.38,87.29,1216.64,137.66,109.46,51.23,8.76,17.99,3.25,5.08,11.47,193.75,62.8,56.62,385.84
13.17,98.45,112.34,200.54,9.68,43.71,3.96,5.41,156.39,87.91,1224.4,138.25,109.23,51.43,8.77,17.79,3.25,4.98,11.47,188.67,62.46,56.18,374.71
13.26,96.73,111.12,198.18,9.65,43.61,4.05,5.46,156.23,87.5,1215.49,138.26,108.17,51.42,8.86,18.02,3.22,4.9,11.48,189.5,61.57,55.34,371.46
13,97.2,111.81,198.7,9.74,44.07,4.16,5.37,156.31,87.87,1194.41,137.28,106.55,51.48,8.88,18.25,3.19,4.93,11.53,191.46,62.42,55.5,382.85
12.99,96.38,111.17,196.45,9.77,43.63,4.04,5.42,154.73,86.02,1202.94,136.42,106.18,52.34,8.76,18.22,3.11,4.86,11.56,192.72,62.6,55.72,382.13
13.06,96.75,111.51,196.33,9.78,42.16,4,5.44,154.39,86.42,1223.36,136.7,106.75,51.55,8.72,18.04,3.16,4.91,11.59,192.93,62.96,56.04,397.24
13.14,95.84,112.48,194.43,9.79,42.41,4.11,5.32,154.76,86.36,1228.91,136.29,108.08,50.33,8.77,18.17,3.18,4.95,11.41,193.02,63.25,56.22,390.2
13.31,96.74,112.11,193.33,9.78,41.55,4.09,5.26,154.36,86.42,1261.26,138.2,107.64,49.7,8.83,18.33,3.18,4.99,11.51,196.77,62.88,56.66,388.07
13.72,96.44,112.62,192.07,9.64,41.54,3.95,5.3,153.49,85.12,1218.56,135.52,107.3,49.78,8.92,18.54,3.15,4.99,11.44,198.47,63.5,56.3,383.5
13.72,96.4,113.45,184.11,9.55,41.32,3.98,5.41,154.11,85,1232.44,135.71,108.05,49.47,9.07,18.91,3.21,4.96,11.33,197.26,63.67,56.99,402.43
13.48,96.34,112.6,185.55,9.33,40.93,3.86,5.37,152.69,84.38,1224.58,132.58,106.23,49.35,9.04,18.87,3.18,4.93,11.37,197.02,63.69,56.98,393.56
12,96.51,111.56,183.47,9.29,40.67,4.03,5.48,151.85,83.6,1217,133.44,106.7,49.09,8.82,18.76,3.23,5.01,11.28,194.58,64.02,57.17,395.19
12.39,95.53,111.51,180.99,9.12,40.89,4.02,5.33,152.44,83.51,1219.39,134.34,107.24,48.85,8.72,18.78,3.2,4.96,11.07,196.81,64.54,59.3,400.9
12.49,94.82,108.03,181.57,9.19,41.03,3.98,5.11,150.06,83.05,1207,132.6,105.71,48.43,8.85,18.99,3.27,4.93,11.04,197.63,64.68,59.46,373.38
12.64,95.54,108.72,184.05,9.26,41.27,3.9,5.08,150.77,83.32,1198.02,129.69,104.77,47.97,8.68,19.21,3.41,5.07,11.11,196.55,65.36,58.89,381.17
13.17,84.97,106.07,183.65,9.42,40.99,3.8,5.24,148.05,82.98,1219.76,133.51,105.98,48.78,8.96,19.03,3.49,4.65,10.95,195.74,64.27,56.84,375.55
12.95,84.31,104.25,183.47,9.43,40.68,3.65,5.37,149.75,85.21,1227.2,135.44,107.06,49.88,8.97,18.85,3.54,4.63,10.75,192.86,63.4,54.56,375.04
12.84,83.25,104.83,184.74,9.55,40.78,3.57,5.28,147.21,84.13,1242.4,136.96,109.97,50.82,8.77,18.37,3.59,4.64,10.6,192.93,64.46,54.66,372.73
12.63,83.64,105.59,188.72,9.4,41.74,3.67,5.25,149.01,85.06,1232.91,136.39,106.55,49.68,8.73,18.05,3.54,4.63,10.54,191.55,64.88,53.03,371.45
12.82,83.08,105.47,190.8,9.47,41.56,3.66,5.17,145.97,84.96,1228.98,137.55,104.96,48.94,8.95,18.19,3.51,4.59,10.55,190.35,65.5,52.74,374.39
12.88,82.23,105.52,189.36,9.46,41.43,3.7,5.27,147.12,85.46,1234.19,139.25,104.18,49.82,9.05,17.77,3.5,4.58,10.57,190.99,65.88,52.69,384.37
12.91,81.9,104.34,188.43,9.54,41.12,3.75,5.48,145.2,84.66,1249.38,139.54,106.72,50.3,9.05,17.58,3.54,4.64,10.67,193.92,65.43,53.61,352.89
12.99,82.49,103.58,187.97,9.62,40.74,3.76,5.41,146.59,84.04,1248.76,139.84,106.36,50.41,8.95,17.32,3.54,4.68,10.46,191.72,65.14,54.38,348.4
12.8,82.74,104.62,190.74,9.54,41.05,3.73,5.39,146.87,86.2,1242.51,138.14,104.33,49.71,9.12,17.95,3.54,4.63,10.16,193.18,65.26,54.48,357.06
12.9,81.76,104.71,189.99,9.47,40.93,3.74,5.44,146.5,87.19,1251.14,138.69,103.64,49.44,9.25,17.61,3.54,4.64,10.31,190.3,64.66,53.53,356
12.9,81.99,104.94,192.82,9.53,40.58,3.66,5.37,147.98,87.35,1255,140.18,103.7,50.94,9.01,17.81,3.52,4.57,10.27,187.56,64.48,53.77,362.03
13.17,82.07,105.47,195.12,9.5,40.84,3.62,5.32,147.71,87.53,1248.77,138.22,101.15,51.23,8.95,17.82,3.54,4.63,10.31,184.48,64.15,53.31,357.9
13.46,82.89,105.63,193.8,9.46,40.19,3.68,5.61,147.74,88.31,1251.48,138.91,101.57,53.4,8.9,17.71,3.51,4.58,10.24,183.79,64.3,52.69,370.02
13.3,83.34,106.56,195.64,9.45,40.92,3.66,5.68,148.79,88.25,1274.81,140.21,100.92,57.34,8.82,17.68,3.51,4.59,10.31,184.1,64.66,51.96,366.73
13.53,82.98,106.67,195.53,9.47,41.03,3.65,5.53,146.84,89.89,1281.06,140.12,101.88,57.47,8.8,17.76,3.51,4.61,10.3,182.82,64.65,51.3,362.93
13.61,83.19,106.92,196.04,9.6,40.67,3.8,5.78,149.35,90.23,1275.73,138.86,100.92,57.3,8.9,17.82,3.51,4.62,10.74,179.66,64.71,52.52,366.38
13.53,83.61,107.92,197.2,9.61,40.8,3.76,5.73,149.72,90.38,1278.22,138.52,101.42,56.76,8.72,17.76,3.52,4.63,10.36,174.86,64.6,51.94,366.95
13.53,82.7,107.96,196.56,9.53,40.95,3.8,5.79,149.47,91.37,1283.44,139.03,102.07,56.07,8.69,17.54,3.54,4.65,10.53,180.94,66.14,52.39,377.46
13.47,82.04,107.43,193.74,9.57,40.9,3.75,5.75,149.93,90.75,1284.7,139.55,103.34,55.26,8.73,17.54,3.54,4.71,10.6,185.81,67.01,52.39,381.4
13.46,81.75,106.81,192.87,9.59,40.7,3.72,5.68,148.76,90.26,1282.13,139.15,103.69,55.05,8.69,17.49,3.51,4.77,10.45,186.56,67.27,52.55,384.73
13.61,82.37,106.95,192.01,9.54,40.96,3.75,5.73,149.35,90.38,1243.55,134.32,101.97,54.1,8.72,17.39,3.53,4.8,10.47,181.21,67.04,52.28,377.93
13.75,82.97,108.08,190.51,9.59,41.39,3.71,5.67,151.2,92.39,1231.13,134.04,103.31,54.1,8.84,17.41,3.54,4.81,10.46,183.54,67.75,52.41,381.53
13.79,82.43,108.91,191.37,9.76,41.93,3.73,5.51,152.35,92.36,1234.19,136.06,104.48,54.34,8.67,17.49,3.5,4.74,10.16,184.05,68.78,51.06,389.14
13.85,82.49,108.86,192.53,9.76,41.87,3.66,5.56,152.75,92.73,1239.34,136.95,104.04,53.23,8.66,17.85,3.55,4.75,10.75,185.68,68.68,50.73,390.39
13.86,82.51,108.72,191.6,9.68,41.89,3.62,5.43,151.82,94.31,1224.6,136.24,103.51,53.48,8.62,18.17,3.57,4.76,10.6,186.11,68.18,50.49,389.95
13.67,82.86,108.45,192.18,9.55,41.57,3.58,5.26,151.64,94.56,1175.85,132.79,102.26,52.78,8.64,17.89,3.5,4.76,10.62,185.97,67.83,50.46,383.39
13.54,82.25,107.85,186.99,9.36,41.03,3.61,5.4,151.33,93.26,1179.63,132.26,103.01,52.7,8.61,17.8,3.54,4.75,10.78,186.11,67.42,50.67,372.98
13.14,81.91,108.17,187.51,9.4,40.95,3.68,5.38,153.49,94.03,1164.41,131.27,103.86,53.04,8.46,17.75,3.51,4.72,10.37,184.45,66.62,50.09,383.82
12.74,82.38,108.63,186.24,9.41,40.5,3.62,5.35,151.67,93.85,1168.92,133.78,104.12,53.03,8.46,17.61,3.55,4.82,10.43,184.27,67.8,51.11,389.01
12.63,81.38,108.33,185.95,9.42,40.18,3.62,5.44,153,94.16,1176.67,133.48,103.2,54.01,8.56,17.54,3.54,4.8,10.51,182.42,63.57,50.32,382.35
12.47,82.8,110.32,188.2,9.44,40.72,3.69,5.42,154.21,95.15,1218.57,136.42,104.14,54.24,8.43,17.3,3.54,4.87,10.61,183.65,63.32,51.06,380.8
12.44,82.25,110.08,187.57,9.4,40.4,3.68,5.33,152.72,94.81,1206.78,135.91,104.09,53.49,8.38,17.47,3.51,4.87,10.67,181.26,63.75,51.51,377.52
12.44,81.5,109.51,187.34,9.43,40.34,3.65,5.23,152.5,94.96,1212.73,136.28,103.96,52.89,8.3,17.11,3.56,4.85,10.53,180.89,63.49,51.2,371.96
12.5,81.88,109.62,187.45,9.48,40.42,3.63,5.26,151.57,94.78,1206.07,134.17,103.62,52.64,8.36,17.12,3.66,4.87,10.56,181.54,63.76,51.17,376.78
12.46,80.82,107.78,186.24,9.42,40.19,3.58,5.45,149.93,93.6,1184.15,133.08,102.53,53.86,8.44,17.25,3.68,4.94,10.51,179.8,63.25,51.35,367.69
12.35,80.86,107.5,185.49,9.29,40.07,3.58,5.37,148.51,92.98,1211.26,134.89,103.21,55.3,8.4,17.36,3.65,5.02,10.74,182.03,63.83,50.81,370.58
12.18,82.74,109.16,185.84,9.37,40.91,3.55,5.39,152.66,94.53,1195.57,134.16,104.42,54.16,8.42,17.29,3.64,5.04,10.84,182.89,64.24,51.95,375.83
12.13,82.14,109.07,184.74,9.37,41.43,3.58,5.58,151.05,92.92,1218.49,135.66,107.58,53.81,8.33,17.22,3.66,5,10.78,183.08,64.36,52.43,370.53
12.22,83.13,109.48,184.63,9.44,41.35,3.53,5.6,151.67,93.01,1216.45,136.38,112.11,53.34,8.47,17.37,3.68,5.04,10.7,183.7,64.92,52.95,365.97
12.27,83.19,108.98,183.36,9.39,41.45,3.58,5.52,151.79,92.21,1205.39,135.25,112.2,53,8.53,17.4,3.76,5.06,10.76,185.82,65.33,53.25,367.41
12.27,85.36,110.68,184.51,9.51,41.89,3.54,5.48,153.77,92.89,1193.87,134.46,112.47,52.91,8.49,17.46,3.73,5,10.59,188.82,66.7,53.86,377.12
