"A.ASBX.PB.","D.RHM.PB.","I.LDO.PB.","F.CSF.PB.","BA..PB.","RR..PB.","TK.ASE.PB.","IS.ESLT.PB.","U.NOC.PB.","U.RTX.PB.","U.HII.PB.","U.LMT.PB.","X.AXON.PB.","X.MANT.PB.","U.BWXT.PB.","U.CW.PB.","X.SWBI.PB.","U.GD.PB.","U.RGR.PB.","X.POWW.PB.","U.CACI.PB.","X.HON.PB."
1.04,67.69,12.05,88.23,6.39,2.85,0.91,99.85,213.55,59,153.92,241.49,20.7,33.96,34.13,81.4,17.35,145,64.59,3.29,92.41,108.15
1.02,67.48,12.18,87.79,6.33,2.82,0.89,101.64,214.17,58.54,154.28,241.52,20.77,34.14,34.26,81.71,17.23,144.28,64.44,3.28,92.14,107.26
1.04,68.05,12.15,87.82,6.28,2.72,0.88,101.95,210.97,58.09,154.03,238.87,21.12,33.66,34.14,80.88,17.57,143.58,64.87,3.28,91.91,106.91
1.03,69.12,12.29,88.97,6.35,2.76,0.88,101.46,212.69,58.45,154.45,240.08,21.7,34.2,34.86,81.38,17.77,144.61,65.75,3.28,93.15,107.79
0.99,68.57,12.17,88.83,6.3,2.73,0.9,103.62,212.16,58.33,154.15,239.57,21.44,34,34.57,80.81,17.72,142.37,65.5,3.28,93.04,107.41
0.99,69.18,12.49,89.66,6.34,2.74,0.93,105.91,214.68,58.93,151.46,240.93,21.85,34.92,34.91,82.58,18.28,142.93,66.93,3.28,96.61,108.88
0.97,70.03,12.65,89.23,6.32,2.68,0.93,105.83,214.27,59.16,151.76,240.81,21.94,35.25,34.82,82.85,18.23,142.93,67.33,3.29,97.38,109.2
0.97,70.24,12.66,89.78,6.33,2.69,0.91,106,213.94,59.21,154.16,241.49,22,35.41,35.08,82.97,18.63,142.81,67.72,3.3,96.8,108.72
0.97,70.28,12.58,89.57,6.34,2.64,0.93,105.51,214.35,59.4,154.72,240.07,21.95,35.77,35.1,83.77,18.41,143.15,66.22,3.3,98.83,108.81
0.99,70.32,12.4,89.42,6.34,2.66,0.94,105.97,213.12,59.47,153.3,237.28,22.19,35.95,35.01,83.49,18.45,142.58,65.56,3.32,100.52,108.65
0.99,70.91,12.27,89.73,6.35,2.66,0.93,104.16,212.62,59.33,153.41,236.27,22.36,35.92,35.17,83.21,18.72,141.83,66.21,3.33,100.75,108.36
0.95,70.44,12.04,89.33,6.41,2.6,0.91,103.79,214.15,59.18,156.52,238.07,22.31,35.8,35.63,84.15,18.89,141.44,67.43,3.34,100.19,108.44
0.94,70.81,12.09,89.35,6.47,2.61,0.91,102.5,213.28,59.42,156.75,237.77,22.84,35.74,35.71,84.64,18.75,140.1,67.5,3.36,100.59,109.01
0.95,69.27,11.7,88.13,6.44,2.6,0.91,103.53,215.17,59.22,157.6,238.97,22.77,35.76,35.82,83.94,17.42,140.26,64.25,3.37,99.35,109.27
0.95,69.45,11.45,88.29,6.46,2.63,0.9,102.9,215.48,59.77,158.37,239.46,22.96,35.85,35.91,85.31,16.54,140.35,59.99,3.39,100.83,110.02
0.94,70.53,11.64,87.71,6.49,2.6,0.89,104.54,215.71,59.88,158.09,239.56,23.07,35.89,36.04,86.31,16.52,141.05,59.11,3.41,101.34,109.82
0.95,69.19,11.59,87.7,6.47,2.63,0.9,103.9,217.67,60.18,162.78,240.4,23.51,35.61,35.75,87.73,16.69,141.45,59.67,3.43,101.59,110.51
0.93,67.41,11.22,86.61,6.38,2.57,0.89,102.47,218.6,60.34,163.76,240.76,23.3,35.59,35.92,87.39,16.9,141.98,59.5,3.45,100.61,111.59
0.92,64.98,10.67,85.19,6.3,2.59,0.89,101.67,217.41,60.16,163.21,240.58,22.76,36.18,35.45,86.29,16.44,141.53,57.37,3.47,99.92,111.07
0.89,64.06,10.66,83.42,6.26,2.58,0.87,100.97,214.93,59.7,159.5,237.95,22.75,35.95,35.06,84.69,17.57,139.07,62.3,3.49,98.75,109.61
0.87,63.03,10.41,82.47,6.24,2.58,0.85,100.37,216.84,59.67,159.29,239.55,22.66,35.71,34.94,84.47,16.79,139.39,59.68,3.52,99.58,109.94
0.89,64.3,10.81,83.18,6.27,2.63,0.86,101.29,217.22,59.36,159.8,239.62,22.75,35.82,35.13,84.29,16.5,140.15,58.72,3.54,97.7,109.99
0.89,62.97,10.72,83.15,6.24,2.59,0.84,99.97,216.78,59.7,159.25,239.95,22.61,35.8,35.13,84.78,16.7,139.76,59.43,3.58,98.02,110.24
0.87,62.94,10.98,83.33,6.29,2.64,0.85,100.4,214.34,59.68,159.68,237.69,22.93,35.27,35.32,84.15,18.15,139,60.64,3.61,97.63,110.36
0.89,66.6,11.5,85.79,6.5,2.72,0.89,102.9,215.19,59.98,160.54,238.67,23.34,36.31,35.49,85.1,18.59,140.94,60.15,3.65,100.57,111.44
0.9,67.11,11.47,86.32,6.51,2.71,0.88,100.95,214.85,59.87,161.3,238.59,23.11,36.48,35.9,84.28,19.01,139.42,61.44,3.69,99.87,111.65
0.91,66.96,11.36,86.43,6.59,2.73,0.87,101.66,214.9,59.74,161.88,238.2,23.67,36.61,36.12,83.4,19.57,138.77,61.86,3.73,99.27,110.98
0.88,68.32,11.73,87.49,6.62,2.77,0.88,100.8,214.74,60.33,162.89,239.93,23.94,37.07,36.13,84.85,19.45,139.74,62.83,3.78,90.88,111.65
0.88,64.23,10.34,83.35,6.31,2.79,0.88,98.16,212.68,58.32,160.53,239.84,22.99,35.84,35.08,80.32,19.85,136.07,61.71,3.83,90.2,107.59
0.89,60.86,9.66,81.05,6.16,2.8,0.87,99.22,214.25,57.34,158.98,239.34,22.76,35.29,34.15,78.97,19.67,133.06,59.8,3.88,87.61,106.12
0.86,61.22,10.33,84.76,6.35,2.88,0.88,100.03,216.07,58.42,160.77,240.86,23.55,35.53,34.79,79.32,20.02,133.91,60.81,3.93,88.99,108.56
0.88,61.32,10.34,86.42,6.63,3.03,0.88,99.48,217.18,59.24,164.47,244.09,24.21,36.32,35.31,81.73,20.47,135.6,62.75,3.98,88.96,108.95
0.91,61.67,10.42,86.48,6.88,3.06,0.87,99.97,222.28,60.49,167.98,248.28,24.88,37.79,35.78,84.26,20.87,139.24,63.99,4.02,90.33,110.74
0.91,62.92,10.42,87.55,6.96,3.06,0.9,100.72,221.78,60.57,168.28,249.22,24.88,38.05,35.34,84.04,21.33,141.34,64.99,4.05,90.75,110.86
0.81,62.99,10.48,86.61,6.94,3.03,0.9,100.43,221.08,59.77,168.59,249.11,24.98,37.84,34.83,82.85,21.32,139.65,64.17,4.07,89.49,109.68
0.8,60.95,10.14,85.39,7,3.06,0.9,100.54,221.53,59.31,170.3,249.41,25.09,37.77,34.81,82.29,21.35,138.35,63.48,4.07,88.62,109.64
0.8,59.93,9.92,84.4,6.91,3,0.9,100.63,221.67,59.79,172.4,250.04,25.04,37.91,35.29,82.73,21.75,139.9,64.39,4.06,89.38,111.2
0.78,59.05,10.11,86.5,6.95,3.13,0.91,103.9,220.53,60.12,171.33,249.57,25.77,37.93,35.44,82.76,21.72,138.66,64.5,4.04,89.89,110.53
0.78,61.07,10.68,87.14,7.05,3.16,0.91,105.34,222.01,61.12,172.52,251.74,27.29,38.72,35.69,84.74,22.32,140.48,67.62,4.01,91.79,113.1
0.8,62.56,11,88.49,7.16,3.11,0.91,106.17,221.86,61.32,173.86,254.33,27.66,38.44,35.76,85.4,22.53,141.13,69.69,3.98,90.69,112.83
0.8,63.48,11.23,89.23,7.1,3.11,0.91,106.83,220.37,61.62,173.16,254.78,26.99,39.3,35.75,85.81,21.96,141.52,67.47,3.95,91.98,113.31
0.8,62.06,11.05,89.5,7.11,3.21,0.93,105.89,221.68,61.96,173.1,255.81,27,39.31,36.11,85.54,21.82,141.68,67.32,3.93,93.27,113.34
0.81,65.53,11.27,89.6,7.08,3.21,0.93,107.18,221.12,61.98,171.92,255.88,27.64,39.28,36.33,85.61,21.84,142.56,67.5,3.92,93.6,113.34
0.8,64.99,11.17,89,7.05,3.2,0.92,107.26,221.34,62.19,171.62,256.74,27.21,39.21,36.03,85.74,21.77,142.09,68,3.92,93.08,113.48
0.81,65.85,11.23,89.13,7.01,3.17,0.84,105.37,220.72,62.2,170.33,255.54,27.99,39.24,35.92,85.45,22.1,140.99,68.11,3.94,92.29,113.16
0.79,65.68,11.16,89.07,7.09,3.18,0.85,105.28,221.63,62.3,169.43,258.8,28.12,39.26,35.99,85.89,22.09,143.3,67.78,3.97,92.15,113.63
0.79,67.39,11.11,89.59,7.12,3.19,0.87,105.17,222.61,62.55,169.68,256.77,28.25,39.52,36.11,86.27,22.07,144.51,67.54,4.02,93.59,114.13
0.81,66.78,11.12,87.87,7.04,3.2,0.84,105.46,218.13,62.42,168.82,254.01,28.19,39.72,35.74,85.73,21.86,142.85,66.82,4.09,92.99,112.91
0.78,67.24,11.16,90.71,6.99,3.1,0.83,107.01,219.59,62,169.07,257.16,28.48,39.64,35.58,86.81,21.99,143.78,67.02,4.18,94.83,110.02
0.8,67.83,11.13,92.24,6.99,3.09,0.85,106.89,219.15,61.71,168.51,255.59,28.5,39.48,36.01,86.06,22.55,143.72,68.65,4.29,95.72,109.94
0.79,71.28,11.12,93.86,7.01,3.12,0.84,108.79,218.21,63.64,170.84,254.47,28.65,39.73,36.46,86.84,22.87,144.47,68.88,4.43,96.84,110.36
0.79,71.04,11.19,94.27,7.09,3.15,0.87,109.13,217.87,63.53,171.44,254.25,28.77,39.59,36.56,86.64,22.91,146.63,69.71,4.61,97.35,109.42
0.79,71.69,11.47,94.48,7.06,3.57,0.88,110.22,217.24,63.46,172.48,254.4,28.48,39.7,36.59,88.41,22.64,147.13,68.7,4.81,96.94,110.21
0.85,72.26,11.77,93.96,7.01,3.4,0.88,109.82,216.64,63.48,172.59,252.74,28.95,39.48,36.82,88.93,22.6,146.92,67.99,5.05,95.29,110.73
0.86,72.13,11.34,93.91,6.97,3.4,0.89,108.76,216.69,63.06,172.74,254.5,29.15,39.72,36.88,89.03,23.31,149.09,69.39,5.33,96.39,110.29
0.84,72.12,11.24,93.86,6.91,3.27,0.89,107.47,218.73,62.69,172.62,257,28.84,39.45,36.84,87.98,22.88,148.25,69.27,5.65,94.01,109.91
0.81,71.27,10.9,92.96,6.86,3.23,0.87,108.73,218.58,62.67,173.96,256.62,28.7,39.56,37.18,87.89,22.83,147.76,66.12,5.99,94.1,110.41
0.8,74.29,10.84,93.26,6.93,3.25,0.88,109.22,218.38,62.73,172.8,257.56,28.95,39.46,37.35,89.07,22.72,147.36,66.41,6.34,93.36,110.4
0.84,72.79,11.14,93.64,6.97,3.26,0.87,110.22,218.86,63.53,169.97,260.15,29.25,39.91,37.99,89.88,22.82,148.84,67.2,6.66,95.89,110.76
0.86,72.81,11.13,93.62,6.9,3.25,0.88,109.94,216,63.55,167.76,260.06,28.73,39.69,37.94,89.41,22.68,148.15,66.06,6.94,95.32,110.45
0.86,74.38,11.19,94.39,6.89,3.28,0.88,109.85,216.71,63.9,169.2,260.55,28.69,39.85,37.92,89.71,22.82,148.54,66.57,7.16,95.7,110.65
0.86,74.61,11.33,95.04,6.84,3.42,0.87,110.6,217.19,63.78,166.9,261.39,28.67,40.01,37.89,89.15,22.94,151.46,66.67,7.28,96.29,110.42
0.86,74.86,11.6,95.9,6.92,3.43,0.88,110.45,217.93,64.38,167.85,262.68,29.12,40.12,38.27,89.57,22.95,151.3,65.89,7.31,94.53,110.8
0.86,74.44,11.65,95.23,6.98,3.43,0.87,110.71,218.18,64.21,166.77,264.22,29.12,40.06,38.36,89.32,22.8,151.47,66.39,7.26,93.87,110.52
0.86,74.88,11.56,94.82,7,3.42,0.88,110.97,219.75,64.68,169.28,266.28,29.42,40.23,38.54,89.94,22.6,153.41,66.11,7.15,94.53,111.21
0.85,73.8,11.38,93.95,6.84,3.39,0.87,110.85,217.16,64.37,165.24,255.53,29.45,39.46,38.23,88.74,22.14,152.41,64.75,7.01,94.3,110.63
0.85,73.19,11.24,93.32,6.86,3.36,0.88,111.54,218.51,64.25,165.88,254.99,29.34,39.04,38.98,89.32,21.91,152.97,64.39,6.86,92.69,110.2
0.86,74.15,11.46,94.31,6.92,3.39,0.87,110.71,218.06,64.47,167.46,255.28,29.42,40.25,39.31,89.9,22.12,152.42,64.78,6.73,96.65,110.28
0.88,73.71,11.28,93.85,6.94,3.4,0.87,110.39,217.3,64.37,167.71,253.87,29.1,40.29,39.38,89.62,21.9,152.39,64.19,6.63,97.62,110.54
0.86,74.18,11.45,93.59,6.94,3.37,0.87,110.83,218.16,64,168.44,254.28,29.03,40.56,39.17,89.8,21.96,152.22,64.46,6.59,98.51,110.99
0.86,74.99,11.82,93.76,6.99,3.41,0.87,111.31,214.43,63.71,167.35,249.52,28.92,40.95,39.32,89.82,22.13,152.15,64.53,6.58,98.5,111.41
0.87,74.61,11.98,92.5,6.96,3.39,0.88,110.37,214.01,63.69,166.59,248.31,28.49,40.94,39.11,89.85,22.46,152.3,63.78,6.6,97.49,111.16
0.85,73.81,11.8,91.91,6.94,3.32,0.87,109.13,213.46,63.55,166.69,248.56,28.69,41.26,38.89,90.11,22.9,152.69,63.99,6.65,98.54,111.2
0.85,74.2,11.9,91.7,7.1,3.37,0.87,108.27,211.93,63.3,165.89,244.44,28.5,41.49,39,90.08,22.14,151.58,62.68,6.71,98.66,111.17
0.96,74.39,11.84,91.46,7.12,3.34,0.88,107.03,213.14,63.68,166.94,244.3,28.75,40.95,39.23,90.89,22.6,152.85,62.69,6.78,99.07,111.56
1.1,74.74,11.89,91.25,7.06,3.3,0.87,106.26,212.58,63.32,165.34,239.45,29.41,40.29,39.06,91.13,22.71,152.59,62.35,6.84,99.15,111.4
1.08,74.28,11.8,89.45,7.06,3.31,0.88,105.46,212.1,62.76,165.12,243.01,27.07,40.04,38.8,89.9,21.62,152.25,61.29,6.91,99.35,111.11
1.06,75.04,11.8,89.79,7.08,3.26,0.89,104.82,211.81,62.92,165.96,243.61,26.84,40.19,39.12,90.13,22.7,152.82,62.17,6.96,98.59,110.54
1.05,76.16,11.89,91.6,7.2,3.37,0.89,105.11,213.24,63.06,166.71,243.21,26.56,40.77,39.29,91.08,21.27,153.79,60.65,7.02,100.03,110.8
1.08,75.95,11.89,92.64,7.3,3.37,0.9,107.95,214.93,62.88,167.16,243.58,26.45,41.02,39.35,90.93,20.91,154.79,59.81,7.06,100.85,110.92
1.08,76.08,11.98,92.5,7.22,3.33,0.9,107.7,214.81,62.54,166.94,243.06,26.4,40.99,39.2,90.45,21.47,154.63,60.15,7.1,100.81,110.14
1.08,76.3,12.39,92.6,7.24,3.3,0.9,106.63,212.85,62.43,166.46,241.37,26.12,41.01,39.06,90.68,21.52,153.11,60.61,7.13,101.1,108.75
1.14,74.99,12.47,91.75,7.23,3.22,0.89,105.68,212.68,62.34,166.6,241.55,25.85,40.88,39.66,90.11,21.41,152.37,59.81,7.15,101.67,108.33
1.17,73.14,12.41,90.54,7.19,3.12,0.89,103.76,209.24,60.56,162.92,237.96,25.18,39.82,39.16,86.78,21.15,149.91,57.86,7.17,98.82,106.66
1.11,73.56,12.34,91.82,7.15,3.08,0.88,102.64,210.27,61.35,164.09,238.77,25.38,40.23,39.17,87.86,20.67,151.82,56.4,7.16,99.88,108.03
1.12,72.19,12.3,92.73,7.15,3.09,0.88,100.83,208.36,60.35,160.9,237.42,25.01,39.32,38.11,86.04,20.51,150.61,56.16,7.15,98.33,106.24
1.13,72.32,12.21,92.24,7.17,3.12,0.87,99.51,208.73,59.95,159.49,237.39,25.17,38.72,37.91,85.24,20.43,149.88,55.16,7.12,96.49,108.56
1.12,73.59,12.29,92.59,7.2,3.14,0.87,99.63,211.42,60.56,159.89,239.07,25.54,39.15,38.67,86.68,20.98,152.13,55.8,7.07,97.65,109.75
1.11,71.96,11.91,93.17,7.01,3.12,0.88,101.95,210.92,59.02,156.36,237.4,25.45,39.35,38.41,85.49,20.98,150.75,55.08,7.01,97.03,108.75
1.09,72.54,12.02,93.32,7.11,3.18,0.9,102.78,211.19,59.24,154.66,240.98,26.02,39.44,38.44,86.47,21.48,152.17,55.57,6.94,98.52,109.04
1.09,73.08,11.66,93.36,7.15,3.15,0.89,102.12,212.11,59.12,149.11,240.5,26.42,39.3,38.36,86.21,20.97,151.85,54.41,6.85,97.84,109.34
1.09,73,11.82,93.09,7,3.12,0.89,100.95,215.85,60.14,150.06,243.7,27.56,39.96,38.91,87.88,21.34,153.1,55.95,6.75,99.59,110.34
1.12,74.59,11.9,93.86,7.05,3.15,0.9,101.66,216.39,60.74,153.99,246.54,28.24,41.03,39.44,89.37,21.2,154.75,56.19,6.65,103.15,111.18
1.12,73.41,11.79,93.63,6.88,3.11,0.9,102.07,217.04,60.49,153.46,245.84,28.09,40.27,38.9,88.37,21.17,153.82,56.58,6.54,101.7,110.43
1.11,72.54,11.64,92.43,6.82,3.06,0.87,102.58,216.86,60.3,154.52,245.54,28.3,39.81,38.72,88.52,19.61,153.87,56.57,6.44,101.02,110.38
1.09,72.28,11.49,91.97,6.83,3.06,0.87,102.5,218.04,60.34,153.84,245.79,28.41,40.01,38.99,90.04,19.85,155.27,56.67,6.33,101.18,110.61
1.07,73.15,11.64,92.83,6.91,3.08,0.88,102.44,217.85,60.35,154.79,245.62,28.84,40.21,39.02,91.3,19.96,155.98,57.24,6.23,102.41,111.53
1.08,71.12,11.6,94.46,6.88,3.06,0.88,102.78,213.62,59.59,152.54,242.34,28.91,37.37,38.38,89.9,19.83,155.61,57.11,6.13,100.43,110.61
1.06,71.45,11.61,94.47,6.88,3.09,0.87,103.42,213.97,59.92,153.42,239.74,28.6,37.67,38.37,91.09,20.41,155.15,57.73,6.04,100.87,110.97
1.04,70.96,11.5,95.01,6.98,3.17,0.88,104.1,215.06,60.38,153.47,240.54,24.28,38,38.24,90.79,20.41,154.71,57.44,5.96,100.77,111.08
1.04,70.82,11.4,94.52,7.17,3.27,0.88,104.52,212.83,59.84,153.8,237.03,23.7,37.83,38.11,90.53,20.15,153.56,57,5.9,100.25,109.97
1.06,72.87,11.53,94.07,7.06,3.24,0.88,104.39,212.37,60.28,154.62,236.53,23.19,37.88,38.19,91.86,20.08,153.72,56.72,5.85,101.44,110.31
1.04,73.7,11.46,94.63,7.05,3.27,0.88,103.82,214.21,60.2,156.03,234.64,23.29,38.2,38.39,91.42,19.36,154.15,56.12,5.81,103.79,110.69
1.06,71.58,11.42,94.2,7.1,3.33,0.88,104.13,215.51,59.32,155.23,233.48,22.42,38.64,38.33,87.85,19.45,152.93,55.89,5.79,101.34,102.38
1.06,71.47,11.53,96.15,7.18,3.38,0.88,105.37,216.61,58.97,156.29,233.3,22.7,39.55,38.59,88.31,19.65,152.87,56.8,5.77,102.57,102.24
1.13,71,11.62,94.76,7.15,3.33,0.88,105.36,215.32,58.26,154.15,231.89,22.39,39.15,37.79,86.5,19.22,149.61,55.9,5.77,100.84,101.24
1.14,71.24,11.64,94.45,7.1,3.24,0.88,104.46,216.94,58.34,155.94,232.17,22.49,39.52,38,87.24,19.42,150,56.7,5.77,100.68,102.87
1.11,70.3,11.49,93.48,7.03,3.23,0.88,103.85,218.48,58.88,155.66,232.89,22.09,39.25,37.87,86.39,19.49,151.02,56.7,5.77,100.8,103.66
1.09,70.6,11.85,95.6,7.13,3.28,0.88,104.37,219,59.08,156.59,232.51,22.76,39.22,37.81,86.11,19.43,151.35,56.9,5.77,100.05,104.37
1.13,70.87,12.14,95.32,7.1,3.32,0.87,105.69,219.17,58.82,159.25,232.78,22.92,39.15,38.36,85.73,19.95,150.49,58.25,5.78,99.65,103.43
1.12,71.48,12.54,96.45,7.17,3.27,0.88,107.15,219.37,58.98,160.58,232.76,22.62,39.17,38.5,85.64,20.15,151.87,58.4,5.78,100.25,103.26
1.12,72.19,12.57,98.54,7.27,3.29,0.89,107.84,218.16,58.84,159.01,232.24,23.22,39.15,38.88,85.92,20.35,151.43,59.5,5.79,100.4,103.66
1.12,71.82,13.02,98.08,7.11,3.31,0.89,106.8,217.27,58.56,157.13,231.83,23.1,39.06,38.68,84.51,20.46,150.71,59.65,5.8,101.4,103.54
1.12,72.04,13.09,98.02,7.08,3.26,0.89,106.3,215.77,58.19,155.67,230.52,23.19,39.17,38.74,83.62,20.41,150.16,59.8,5.8,100.05,104.33
1.1,72.23,13,98.26,7.09,3.23,0.89,106.53,216.38,58.69,155.95,232.17,23.54,39.74,39.05,84.69,20.58,151.44,60.6,5.81,101.25,104.6
1.1,72.4,12.66,97.92,7.09,3.19,0.89,106.92,219.57,59.78,156.57,249.47,23.18,39.74,38.74,84.75,20.51,152.59,60.15,5.82,100.85,104.43
1.09,72.18,12.69,97.86,7.1,3.18,0.89,107.41,227.88,59.58,159.29,250.2,22.99,39.6,38.67,84.31,20.18,151.14,59.2,5.83,100.95,104.78
1.11,71.6,12.78,97.68,7.15,3.2,0.88,108.73,225.3,59.05,159.06,248.69,22.51,38.71,38.62,88.54,19.75,150.1,58.85,5.83,99.25,104.2
1.1,71.97,12.79,98.46,7.12,3.17,0.88,108.87,228.42,60.07,160.08,247.99,22.46,38.44,38.86,89.47,19.75,151.52,59.35,5.83,98.3,105.16
1.1,72.5,12.8,98.91,7.12,3.14,0.87,109.16,229.07,60.28,161.36,246.65,22.37,38.81,39.2,89.62,20.29,150.74,61.45,5.82,97.85,105.02
1.1,71.22,12.81,98.24,7.07,3.14,0.87,107.29,228.46,60.16,161.59,244.97,22.61,38.19,37.74,88.32,20.02,149.98,60.7,5.8,99.5,104.5
1.06,70.14,12.59,97.61,7.03,3.11,0.87,105.4,228.67,59.93,159.97,245.16,22.32,37.59,37.34,85.6,20.21,149.68,61.8,5.77,99.45,103.87
1.05,72.54,12.48,97.26,7.02,3.06,0.87,104.13,225.62,59.6,148.59,238.69,21.97,37.3,36.66,85.19,20.49,150.03,62.35,5.73,101.05,103.73
1.06,71.63,12.05,97.02,7.07,3.08,0.87,104.79,225.23,59.77,146.79,236.29,21.97,37.15,36.38,85.6,20.91,149.84,63.85,5.69,102.65,103.66
1.1,73.41,12.26,98.39,7.22,3.13,0.88,105.54,229.99,60.82,148.92,239.09,22.26,37.31,36.9,87.94,21.38,152.35,63.85,5.64,105.05,106.53
1.1,74.03,12.42,98.31,7.2,3.1,0.89,105.94,229.85,60.98,150.37,239.09,22.48,37.42,36.62,87.83,21.85,153.79,64.3,5.59,106.7,105.92
1.06,77.64,13.34,103.2,7.68,3.28,0.92,108.93,242.23,61.81,167.63,253.49,23.67,39.34,39.53,93.1,18.52,162.08,55.05,5.55,114.45,107.56
1.18,77.83,13.94,105.6,8.04,3.33,0.96,108.41,245.22,63.92,172.89,257.13,26.8,39.81,39.37,95.37,16.87,166.58,48.4,5.51,118.05,108.34
1.3,77.88,13.95,105.07,7.75,3.2,0.96,110.42,247.5,64.19,174.52,259.16,27.17,42.22,39.76,95.26,16.31,168.51,47.45,5.47,121.65,108.42
1.31,77.06,14.24,104.42,7.8,3.22,0.97,110.37,251.12,63.64,176.97,267.41,27.5,43.35,40.24,97.39,18.1,170.19,50.7,5.44,123.4,108.23
1.34,77.56,14.13,104.12,7.88,3.26,0.97,113.15,247.35,63.51,171.25,265.8,27.77,43.54,40.37,98.01,18.17,167.98,52.6,5.42,119.75,108.3
1.31,77.58,14.27,103.93,7.87,3.19,0.98,115.74,245.3,63.09,174.44,263.39,27.74,43.57,40.1,98.41,18.43,165.83,52.3,5.4,122.45,107.49
1.31,78.19,14.01,103.44,7.83,3.02,1,113.3,244.67,62.93,176.92,263.32,27.95,43.38,39.99,98.97,18.73,165.64,53,5.38,124.1,108.29
1.3,78.19,13.6,102.92,7.79,2.84,1.01,115.13,245.49,62.81,176.18,263.22,27.78,43.48,39.28,99.35,18.53,166.62,53.15,5.36,124.65,107.3
1.3,78.97,13.77,105.37,7.85,2.84,0.99,114.87,246.31,63.02,176.15,263.42,27.31,43.32,39.69,100.29,18.54,168.43,53,5.34,126,107.4
1.3,79.36,13.83,104.63,7.82,2.85,1,116.05,248.14,63.07,178.94,264.66,27.99,44.09,40.06,101,18.44,170.17,53.25,5.32,129.15,107.73
1.35,78.5,14.06,104.2,7.92,2.9,1.02,115.56,247.49,63.74,177.7,264.33,28.1,44.47,40.16,102.21,18.05,170.56,52.5,5.31,128.5,108.93
1.36,78.61,13.97,105.25,7.99,2.91,1.05,116.17,247.72,64.16,178.91,264.85,28.1,44.91,40.49,102.83,18.07,171.23,52.25,5.29,128.45,109.39
1.36,78.19,13.97,105.89,7.93,2.88,1.03,115.16,248.39,64.12,180.61,265.71,28.05,44.95,40.49,102.34,18.27,171.96,52.5,5.27,128.5,109.26
1.35,77.44,13.83,105.88,7.91,2.91,1.01,114.16,249.05,63.97,179.95,266.03,27.81,44.49,39.82,101.42,18.34,172.74,53,5.26,128.05,109
1.35,77.62,14.05,106.42,7.9,2.91,1.02,113.38,251.87,64.21,180.58,266.65,27.55,44.82,39.54,101.96,18.43,175.12,53.35,5.25,130.65,108.54
1.37,77.33,14.1,106.23,7.89,2.93,1.03,111.26,249.84,63.54,178.64,265.42,27.22,43.01,39.15,100.52,17.93,175.43,51.35,5.24,129.4,109.2
1.37,76,14.06,106.06,7.85,2.95,1.01,109.07,249.01,63.39,179.23,266.37,27.72,41.91,38.95,101.39,18.4,176.4,53.3,5.24,128.25,108.81
1.25,75.73,14.25,105.71,7.8,2.86,1.03,110.91,250.84,63.82,180.85,267.58,27.92,42.62,39.19,102.23,16.2,178.64,50.2,5.25,129.9,107.66
1.32,76.91,14.78,106.58,7.87,2.88,1.03,111.74,247.49,63.36,183.29,266.84,28.06,43.39,39.12,102.79,16.07,178.52,50.75,5.27,131.85,108.09
1.28,76.89,15.1,106.08,7.86,2.86,1.03,112.15,247.76,63.33,183.87,265.86,28.19,43.92,39.28,103.95,16.04,178.09,50.55,5.3,133.15,108.28
1.27,77.46,15.57,104.83,7.93,2.91,1.04,111.51,246.98,64.66,183.99,266.11,27.51,43.39,39.21,107.05,15.78,178.4,50.5,5.35,131.4,111.67
1.25,77.83,15.76,105.05,7.93,2.85,1.03,113.24,237.57,63.92,181.2,259.15,25.26,44.95,38.95,106.87,16.3,173.65,51.6,5.42,131.95,110.73
1.27,76.84,15.34,104.24,7.89,2.89,1.03,113.87,238.3,64.76,181.49,259.52,23.84,45.48,39.01,105.95,16.18,175.37,51.9,5.51,131.8,111.29
1.25,73.55,15.28,104.2,7.7,2.81,1.04,112.63,232,65.12,178.22,253.16,23.51,43.76,38.89,104.89,16.19,173.72,51.75,5.61,128.25,112.4
1.19,72.46,15.28,104.39,7.85,2.93,1.04,113.41,231.53,65.04,176.55,251.63,23.57,43.39,38.79,103.97,16.33,174.31,51.75,5.72,127,113
1.19,72.4,15.23,103.32,7.74,2.9,1.04,113.35,232.12,64.45,176.22,252.28,24.19,42.39,38.35,102.02,16.28,173.74,51.5,5.83,126.4,111.54
1.16,72.56,15.52,105.93,7.76,2.9,1.06,113.47,231.99,63.78,179.7,250.59,24.15,42.23,37.89,102.39,16.25,174.12,51.85,5.95,126.35,111.39
1.19,71.96,15.44,105.96,7.78,2.92,1.1,112.63,231.67,63.96,182.35,250.17,23.98,42.13,38.18,100.79,16.57,174.42,53.4,6.06,125.3,111.38
1.19,72.76,15.44,105.18,7.83,2.91,1.11,112.43,233.54,65.39,184.19,252.16,23.99,42.65,38.76,101.66,16.74,174.62,52.85,6.15,126.25,112.3
1.24,72.61,15.53,105.17,7.85,2.92,1.14,110.57,235.19,65.24,187.96,253.71,24.36,42.77,39.09,101.24,16.87,175.26,53.45,6.24,126.3,112.7
1.25,73.19,15.5,105.46,7.83,2.96,1.13,110.31,233.2,65.17,184.86,252.58,25.01,41.9,39.15,101.01,16.9,174.08,53.5,6.33,124.65,112.21
