"A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
1.04,67.94,12.15,87.85,6.28,2.73,0.89,102.04,211.07,58.1,154.04,238.89,21.12,33.7,34.17,80.91,17.57,143.59,64.87,1.27,91.93,106.93
1.04,69.22,12.35,89.12,6.35,2.76,0.88,101.58,212.72,58.45,154.52,240.07,21.7,34.2,34.86,81.39,17.78,144.62,65.77,1.27,93.17,107.79
1,68.99,12.17,88.83,6.3,2.73,0.9,103.62,212.16,58.33,154.12,239.52,21.45,34,34.58,80.81,17.72,142.25,65.5,1.27,93.04,107.39
1,69.51,12.51,89.68,6.34,2.74,0.93,105.94,214.68,58.93,151.56,240.97,21.86,34.95,34.91,82.62,18.28,142.96,66.95,1.27,96.79,108.88
0.99,70.07,12.66,89.28,6.32,2.68,0.93,106.06,214.33,59.17,151.82,240.84,21.94,35.23,34.85,82.86,18.23,142.97,67.34,1.27,97.38,109.22
0.97,70.38,12.66,89.81,6.33,2.69,0.91,106.03,213.95,59.22,154.22,241.54,22.02,35.41,35.07,82.97,18.63,142.83,67.74,1.27,96.79,108.71
0.97,70.25,12.6,89.64,6.34,2.64,0.93,105.68,214.42,59.43,154.67,240.09,21.96,35.81,35.11,83.77,18.43,143.13,66.25,1.27,98.86,108.84
0.99,70.44,12.41,89.42,6.34,2.64,0.94,105.97,214.42,59.43,154.67,240.09,21.96,35.81,35.11,83.77,18.43,143.13,66.25,1.27,98.86,108.84
0.99,71.4,12.27,89.79,6.35,2.66,0.93,104.16,212.67,59.32,153.41,236.23,22.37,35.93,35.17,83.22,18.72,141.87,66.23,1.27,100.77,108.37
0.95,71.01,12.04,89.34,6.41,2.6,0.91,103.79,214.17,59.19,156.62,238.08,22.32,35.81,35.65,84.22,18.89,141.47,67.43,1.27,100.21,108.47
0.94,71.1,12.1,89.37,6.47,2.61,0.91,102.67,213.38,59.45,156.74,237.83,22.85,35.77,35.71,84.65,18.75,140.13,67.54,1.27,100.62,109.03
0.97,69.3,11.7,88.14,6.45,2.6,0.91,103.53,215.18,59.24,157.59,238.92,22.76,35.79,35.81,83.95,17.42,140.23,64.28,1.27,99.35,109.28
0.95,69.81,11.46,88.36,6.46,2.63,0.9,102.9,215.44,59.78,158.42,239.4,22.97,35.88,35.9,85.36,16.54,140.34,59.98,1.27,100.85,110
0.94,70,11.66,87.71,6.49,2.61,0.89,104.68,215.69,59.84,158.12,239.5,23.08,35.92,36.03,86.44,16.53,141.06,59.13,1.27,101.38,109.81
0.96,69.47,11.59,87.82,6.47,2.63,0.9,103.9,217.66,60.2,162.78,240.38,23.52,35.64,35.74,87.76,16.69,141.49,59.67,1.27,101.59,110.5
0.93,67.5,11.22,86.62,6.38,2.58,0.9,102.53,218.58,60.35,163.75,240.67,23.3,35.6,35.93,87.45,16.9,141.98,59.5,1.27,100.61,111.59
0.93,65.5,10.67,85.2,6.3,2.59,0.89,102.53,217.36,60.16,163.16,240.58,22.76,36.18,35.45,86.29,16.44,141.53,57.41,1.27,99.95,111.08
0.93,64.62,10.66,83.42,6.26,2.58,0.87,100.97,215.05,59.7,159.5,237.95,22.75,35.96,35.05,84.67,17.57,139.11,62.29,1.27,98.75,109.61
0.87,63.55,10.41,82.51,6.24,2.58,0.85,100.37,216.91,59.68,159.29,239.7,22.66,35.72,34.93,84.49,16.79,139.43,59.68,1.27,99.58,109.97
0.89,64.62,10.82,83.19,6.27,2.63,0.86,101.29,217.19,59.3,159.76,239.45,22.77,35.83,35.14,84.28,16.5,140.11,58.71,1.27,97.71,109.98
0.89,62.95,10.72,83.15,6.24,2.59,0.84,99.97,216.74,59.64,159.25,239.87,22.62,35.82,35.13,84.78,16.71,139.76,59.43,1.27,98.01,110.23
0.88,63.43,11,83.33,6.29,2.64,0.85,100.46,214.32,59.69,159.75,237.56,22.93,35.27,35.31,84.17,18.16,138.99,60.64,1.27,97.63,110.36
0.89,66.88,11.52,85.84,6.5,2.72,0.89,102.93,215.16,59.98,160.63,238.64,23.35,36.34,35.49,85.18,18.59,140.92,60.15,1.27,100.61,111.44
0.91,66.33,11.47,86.33,6.51,2.71,0.88,100.95,214.85,59.91,161.3,238.55,23.12,36.48,35.89,84.29,19.02,139.41,61.44,1.27,99.87,111.67
0.92,67.19,11.36,86.46,6.6,2.73,0.87,101.69,214.89,59.78,162,238.17,23.67,36.64,36.15,83.4,19.57,138.79,61.86,1.27,99.3,110.98
0.89,68.95,11.74,87.53,6.62,2.77,0.88,100.8,214.7,60.36,163,240,23.96,37.07,36.12,84.88,19.45,139.78,62.83,1.27,90.89,111.69
0.88,65.33,10.34,83.36,6.32,2.79,0.88,98.16,212.71,58.33,160.72,239.7,22.98,35.84,35.08,80.36,19.85,136.14,61.72,1.27,90.21,107.56
0.89,60.93,9.66,81.1,6.16,2.8,0.87,99.22,214.15,57.34,159.1,239.29,22.76,35.3,34.16,78.97,19.67,133.06,59.8,1.27,87.61,106.11
0.87,61.25,10.34,84.76,6.35,2.88,0.88,100.23,216.13,58.41,160.85,240.91,23.55,35.53,34.79,79.33,20.02,133.94,60.82,1.27,89.05,108.59
0.89,62.19,10.35,86.43,6.64,3.03,0.88,99.51,217.24,59.26,164.45,244.08,24.22,36.33,35.31,81.75,20.48,135.63,62.77,1.27,88.99,108.97
0.89,61.52,10.45,86.5,6.88,3.06,0.88,100.11,222.28,60.49,168.03,248.17,24.88,37.82,35.77,84.25,20.88,139.24,64.01,1.27,90.41,110.74
0.89,63.01,10.42,87.61,6.96,3.06,0.9,100.77,221.8,60.59,168.33,249.35,24.89,38.05,35.34,84.04,21.33,141.34,65.02,1.27,90.77,110.91
0.81,63.87,10.48,86.62,6.94,3.04,0.9,100.54,221.8,60.59,168.33,249.35,24.89,38.05,35.34,84.04,21.33,141.34,65.02,1.27,90.77,110.91
0.8,61.12,10.14,85.42,7,3.06,0.9,100.54,221.55,59.35,170.3,249.51,25.1,37.79,34.82,82.31,21.35,138.41,63.49,1.27,88.63,109.7
0.8,59.98,9.92,84.4,6.92,3,0.9,100.63,221.73,59.8,172.4,250.08,25.05,37.9,35.3,82.73,21.76,139.89,64.41,1.27,89.38,111.21
0.78,59.42,10.12,86.59,6.96,3.13,0.9,103.93,220.5,60.14,171.33,249.77,25.77,37.93,35.45,82.79,21.73,138.69,64.52,1.27,89.94,110.54
0.78,61.66,10.69,87.18,7.06,3.16,0.91,105.4,221.97,61.14,172.52,251.9,27.3,38.72,35.69,84.74,22.33,140.48,67.65,1.27,91.86,113.14
0.8,62.95,11,88.52,7.17,3.11,0.91,106.17,221.96,61.32,173.86,254.39,27.66,38.45,35.76,85.41,22.54,141.19,69.71,1.27,90.72,112.88
0.8,63.81,11.24,89.26,7.11,3.11,0.91,106.83,220.47,61.64,173.14,254.7,27,39.29,35.75,85.81,21.95,141.54,67.48,1.27,92.05,113.31
0.8,62.85,11.05,89.5,7.12,3.21,0.93,105.97,221.78,61.98,173.15,255.9,27.01,39.34,36.14,85.55,21.83,141.73,67.35,1.27,93.33,113.34
0.81,65.98,11.28,89.64,7.09,3.21,0.93,107.44,221.13,62.01,171.97,256,27.65,39.29,36.33,85.64,21.84,142.56,67.53,1.27,93.6,113.38
0.8,65.52,11.17,89,7.05,3.2,0.92,107.06,221.46,62.23,171.61,256.98,27.2,39.24,36.01,85.75,21.77,142.09,68.02,1.27,93.12,113.51
0.81,66.26,11.24,89.14,7.01,3.17,0.84,105.46,220.81,62.22,170.33,256.29,27.99,39.24,35.92,85.47,22.1,141,68.11,1.27,92.31,113.19
0.79,65.84,11.16,89.08,7.1,3.18,0.85,105.34,221.55,62.3,169.42,258.96,28.12,39.29,35.99,85.9,22.09,143.31,67.8,1.27,92.15,113.62
0.8,67.67,11.11,89.6,7.12,3.19,0.87,105.17,222.55,62.54,169.67,256.67,28.26,39.52,36.13,86.29,22.07,144.54,67.55,1.27,93.59,114.13
0.81,66.9,11.13,87.9,7.04,3.2,0.84,105.91,218.21,62.43,168.82,254.14,28.2,39.72,35.73,85.75,21.87,142.86,66.83,1.27,92.99,112.97
0.78,67.38,11.16,90.92,6.99,3.1,0.83,107.06,219.6,62.01,169.13,257.31,28.48,39.63,35.61,86.81,22,143.77,67.02,1.27,94.85,110.06
0.8,67.76,11.14,92.26,7,3.09,0.85,106.89,219.13,61.72,168.51,255.62,28.5,39.49,36.03,86.06,22.56,143.72,68.66,1.27,95.72,109.95
0.79,71.42,11.12,93.86,7.02,3.12,0.84,108.87,218.35,63.64,170.82,254.76,28.66,39.73,36.45,86.84,22.88,144.51,68.93,1.27,96.82,110.39
0.8,71.34,11.19,94.27,7.09,3.15,0.87,109.25,217.81,63.52,171.52,254.16,28.78,39.59,36.55,86.71,22.91,146.63,69.72,1.27,97.37,109.44
0.8,71.76,11.49,94.55,7.07,3.57,0.88,110.22,217.23,63.45,172.56,254.55,28.49,39.7,36.6,88.4,22.64,147.1,68.7,1.27,96.94,110.21
0.85,72.05,11.77,93.97,7.01,3.4,0.88,110.11,216.63,63.49,172.58,252.73,28.96,39.51,36.81,88.99,22.62,146.89,68,1.27,95.33,110.75
0.87,72.77,11.34,93.97,6.97,3.4,0.89,108.76,216.69,63.07,172.74,254.84,29.16,39.75,36.88,89.03,23.32,149.09,69.4,1.27,96.38,110.32
0.84,72.19,11.24,93.97,6.92,3.27,0.89,107.47,218.68,62.68,172.6,257,28.84,39.45,36.83,88.02,22.89,148.22,69.32,1.27,94,109.91
0.82,71.28,10.9,92.97,6.87,3.23,0.87,108.87,218.66,62.69,174.09,256.85,28.72,39.58,37.18,87.84,22.83,147.81,66.18,1.27,94.07,110.44
0.82,74.83,10.84,93.43,6.94,3.26,0.88,109.22,218.34,62.73,172.79,257.75,28.95,39.46,37.35,89.09,22.72,147.37,66.4,1.27,93.36,110.39
0.84,73.28,11.15,93.7,6.97,3.26,0.87,110.19,218.95,63.55,169.98,260.29,29.26,39.92,37.98,89.91,22.83,148.89,67.2,1.27,95.97,110.79
0.86,72.8,11.14,93.72,6.9,3.25,0.88,110.02,216.07,63.58,167.76,260.19,28.74,39.73,37.96,89.41,22.69,148.11,66.06,1.27,95.31,110.47
0.87,74.41,11.2,94.49,6.9,3.28,0.88,109.99,216.74,63.9,169.28,260.66,28.69,39.85,37.92,89.74,22.83,148.57,66.68,1.27,95.7,110.68
0.86,74.84,11.33,95.16,6.85,3.43,0.87,110.83,217.18,63.77,166.9,261.3,28.68,40.03,37.9,89.15,22.95,151.47,66.67,1.27,96.35,110.46
0.87,74.82,11.62,95.99,6.92,3.43,0.88,110.57,217.99,64.4,167.87,262.54,29.12,40.15,38.29,89.57,22.95,151.3,65.89,1.27,94.56,110.79
0.86,74.49,11.66,95.25,6.98,3.44,0.87,110.57,218.21,64.21,166.8,264.15,29.12,40.09,38.37,89.32,22.8,151.47,66.4,1.27,93.88,110.53
0.87,75.36,11.66,94.99,7.01,3.42,0.88,111.14,219.81,64.7,169.28,266.5,29.43,40.25,38.54,89.95,22.6,153.4,66.13,1.27,94.53,111.23
0.85,73.81,11.38,93.97,6.85,3.39,0.87,110.85,217.1,64.38,165.24,256.77,29.45,39.46,38.25,88.76,22.14,152.4,64.75,1.27,94.28,110.65
0.85,73.29,11.24,93.32,6.86,3.36,0.88,111.69,218.55,64.25,165.88,255.64,29.35,39.03,38.99,89.32,21.91,152.97,64.39,1.27,92.69,110.22
0.86,74.13,11.46,94.34,6.93,3.39,0.87,110.88,218.14,64.48,167.44,255.42,29.43,40.26,39.32,89.93,22.13,152.43,64.82,1.27,96.65,110.3
0.88,74.12,11.28,93.85,6.95,3.4,0.87,110.57,217.42,64.37,167.77,254.12,29.11,40.31,39.37,89.7,21.91,152.38,64.2,1.27,97.68,110.54
0.87,74.51,11.46,93.73,6.94,3.37,0.87,110.83,218.26,63.99,168.46,254.2,29.04,40.6,39.17,89.83,21.97,152.22,64.49,1.27,98.55,110.99
0.86,75.3,11.82,93.82,6.99,3.41,0.87,111.43,214.5,63.7,167.39,249.75,28.93,40.94,39.34,89.88,22.14,152.15,64.55,1.27,98.54,111.4
0.87,74.44,11.99,92.63,6.97,3.39,0.88,110.51,214,63.68,166.63,248.12,28.5,40.94,39.1,89.85,22.47,152.29,63.83,1.27,97.49,111.16
0.85,74.16,11.8,91.94,6.94,3.33,0.87,109.36,213.44,63.53,166.75,248.53,28.69,41.29,38.89,90.11,22.91,152.68,63.98,1.27,98.56,111.17
0.86,74.93,11.92,91.79,7.1,3.37,0.87,108.27,211.93,63.29,165.86,244.44,28.51,41.49,39.03,90.13,22.15,151.58,62.72,1.27,98.69,111.15
0.97,74.99,11.84,91.56,7.1,3.37,0.88,107.03,213.1,63.68,166.99,244.3,28.76,40.99,39.26,90.92,22.6,152.82,62.7,1.27,99.1,111.55
1.1,75.21,11.91,91.31,7.07,3.3,0.88,106.26,212.62,63.32,165.42,239.45,29.41,40.3,39.06,91.13,22.72,152.56,62.38,1.27,99.17,111.4
1.08,75.26,11.8,89.52,7.07,3.31,0.88,105.46,212.07,62.77,165.17,242.97,27.08,40.04,38.81,89.9,21.62,152.22,61.29,1.27,99.36,111.11
1.06,75.05,11.81,89.81,7.09,3.27,0.89,104.82,211.83,62.94,165.96,243.61,26.85,40.2,39.12,90.12,22.72,152.84,62.18,1.27,98.66,110.56
1.06,75.93,11.89,91.64,7.2,3.37,0.89,105.11,213.24,63.07,166.71,243.32,26.57,40.79,39.3,91.12,21.27,153.81,60.65,1.27,100.07,110.81
1.08,75.83,11.91,92.68,7.3,3.37,0.9,107.98,213.24,63.07,166.71,243.32,26.57,40.79,39.3,91.12,21.27,153.81,60.65,1.27,100.07,110.81
1.09,76.69,11.99,92.64,7.22,3.33,0.91,107.78,214.76,62.53,167.04,243,26.41,41,39.22,90.45,21.47,154.63,60.16,1.27,100.8,110.16
1.09,76.88,12.4,92.63,7.26,3.3,0.9,106.69,212.86,62.43,166.46,241.37,26.12,41.01,39.06,90.68,21.53,153.11,60.64,1.27,101.11,108.76
1.12,75.64,12.5,91.77,7.23,3.22,0.9,105.68,212.73,62.37,166.59,241.63,25.86,40.88,39.66,90.15,21.42,152.4,59.81,1.27,101.67,108.36
1.19,73.79,12.42,90.54,7.2,3.12,0.89,103.76,209.24,60.56,162.92,237.94,25.18,39.81,39.17,86.78,21.15,149.91,57.88,1.27,98.82,106.64
1.12,73.27,12.34,91.83,7.16,3.09,0.89,102.64,210.27,61.36,164.08,238.8,25.39,40.26,39.19,87.91,20.68,151.81,56.43,1.27,99.91,108.04
1.16,73.25,12.3,92.78,7.15,3.09,0.89,100.83,208.36,60.35,160.9,237.41,25.01,39.33,38.1,86.04,20.51,150.6,56.16,1.27,98.33,106.24
1.15,72.34,12.22,92.26,7.18,3.12,0.89,99.51,208.81,59.96,159.47,237.41,25.17,38.73,37.91,85.24,20.44,149.83,55.17,1.27,96.49,108.56
1.14,73.61,12.3,92.6,7.2,3.14,0.89,99.65,211.39,60.58,159.89,239.09,25.54,39.16,38.69,86.68,20.98,152.16,55.83,1.27,97.66,109.75
1.12,72.08,11.92,93.19,7.02,3.13,0.88,102.12,211,59.04,156.36,237.45,25.45,39.37,38.42,85.51,20.99,150.75,55.09,1.27,97.08,108.78
1.09,72.42,12.03,93.43,7.12,3.18,0.9,102.81,211.16,59.24,154.67,240.88,26.02,39.43,38.44,86.48,21.48,152.17,55.56,1.27,98.52,109.04
1.12,73.62,11.66,93.37,7.15,3.15,0.89,102.12,212.11,59.12,149.11,240.48,26.42,39.32,38.37,86.26,20.98,151.86,54.43,1.27,97.86,109.36
1.1,74.25,11.82,93.09,7.01,3.12,0.89,101.09,215.85,60.14,150.05,243.82,27.57,39.98,38.93,87.89,21.35,153.1,55.96,1.27,99.61,110.37
1.13,75,11.91,93.97,7.06,3.15,0.9,101.69,216.49,60.75,154.03,246.62,28.24,41.04,39.44,89.37,21.21,154.86,56.22,1.27,103.16,111.22
1.15,73.92,11.79,93.71,6.89,3.11,0.9,102.3,217.05,60.49,153.46,245.84,28.1,40.29,38.92,88.4,21.17,153.81,56.58,1.27,101.73,110.41
1.13,73,11.64,92.49,6.82,3.06,0.87,102.7,217,60.3,154.52,245.53,28.3,39.81,38.76,88.52,19.61,153.87,56.58,1.27,101.02,110.38
1.11,71.89,11.5,92.01,6.83,3.06,0.88,102.67,218.05,60.37,153.85,245.79,28.41,40.02,38.99,90.02,19.86,155.28,56.67,1.27,101.18,110.63
1.1,73.57,11.66,92.83,6.91,3.08,0.88,102.44,217.9,60.37,154.81,245.75,28.85,40.23,39.01,91.31,19.97,156.01,57.26,1.27,102.4,111.54
1.1,73.18,11.61,94.46,6.88,3.06,0.88,102.81,213.61,59.61,152.53,242.34,28.93,37.39,38.39,89.9,19.83,155.61,57.13,1.27,100.45,110.61
1.08,71.79,11.64,94.55,6.88,3.09,0.87,102.81,213.95,59.93,153.42,239.72,28.61,37.69,38.37,91.11,20.42,155.16,57.76,1.27,100.9,111
1.04,71.79,11.5,95.01,6.98,3.17,0.88,102.81,215.1,60.41,153.52,240.58,24.29,38.02,38.27,90.79,20.41,154.71,57.47,1.27,100.77,111.11
1.04,70.82,11.4,94.56,7.17,3.27,0.88,102.81,212.83,59.82,153.8,237.1,23.71,37.86,38.11,90.53,20.15,153.55,57.02,1.27,100.3,109.99
1.07,73.34,11.54,94.07,7.07,3.24,0.88,104.42,212.48,60.31,154.62,236.6,23.2,37.91,38.19,91.86,20.09,153.72,56.71,1.27,101.46,110.36
1.04,73.69,11.46,94.64,7.05,3.27,0.88,103.96,214.21,60.21,156.06,234.72,23.3,38.23,38.38,91.44,19.36,154.14,56.13,1.27,103.78,110.69
1.06,71.78,11.42,94.2,7.1,3.33,0.88,104.62,215.43,59.32,155.28,233.53,22.43,38.65,38.35,87.87,19.45,152.96,55.89,1.27,101.37,102.39
1.06,71.5,11.56,96.18,7.19,3.38,0.88,105.4,216.62,58.97,156.29,233.29,22.72,39.55,38.59,88.36,19.65,152.89,56.8,1.27,102.56,102.26
1.14,71.24,11.62,94.76,7.15,3.33,0.88,105.4,215.22,58.26,154.14,231.85,22.4,39.15,37.79,86.49,19.22,149.6,55.9,1.27,100.85,101.28
1.16,71.29,11.64,94.46,7.11,3.24,0.88,105.4,216.85,58.35,155.94,232.1,22.49,39.51,38.01,87.26,19.42,150,56.7,1.27,100.68,102.86
1.13,70.15,11.49,93.51,7.04,3.23,0.88,103.96,218.37,58.89,155.59,232.99,22.09,39.25,37.88,86.39,19.49,151.01,56.7,1.27,100.79,103.66
1.1,70.23,11.87,95.6,7.13,3.29,0.88,103.96,218.92,59.08,156.6,232.57,22.77,39.22,37.81,86.13,19.44,151.34,56.9,1.27,100.09,104.36
1.14,71.48,12.14,95.34,7.11,3.32,0.87,103.96,219.14,58.81,159.27,232.77,22.92,39.15,38.36,85.73,19.95,150.48,58.25,1.27,99.6,103.44
1.13,72.05,12.54,96.47,7.17,3.27,0.88,107.29,219.44,58.98,160.58,232.79,22.63,39.18,38.52,85.64,20.16,151.88,58.45,1.27,100.3,103.28
1.13,72.12,12.57,98.54,7.27,3.29,0.89,107.98,218.16,58.84,159.07,232.33,23.22,39.17,38.9,85.93,20.35,151.42,59.55,1.27,100.4,103.66
1.12,72.28,13.02,98.08,7.11,3.31,0.89,106.8,217.36,58.56,157.19,231.83,23.11,39.07,38.7,84.59,20.46,150.71,59.7,1.27,101.5,103.54
1.13,72.51,13.09,98.05,7.09,3.26,0.89,106.8,215.86,58.2,155.68,230.52,23.2,39.2,38.76,83.67,20.42,150.18,59.85,1.27,100.15,104.33
1.11,72.65,13,98.29,7.09,3.23,0.89,106.8,216.46,58.7,155.98,232.16,23.54,39.75,39.05,84.72,20.58,151.44,60.6,1.27,101.25,104.61
1.11,72.79,12.66,97.93,7.1,3.2,0.89,107.12,219.53,59.78,156.6,249.26,23.19,39.75,38.75,84.78,20.5,152.59,60.2,1.27,100.85,104.43
1.1,72.29,12.69,97.94,7.11,3.18,0.89,107.55,228.05,59.58,159.29,250.09,22.99,39.61,38.68,84.25,20.18,151.14,59.25,1.27,100.95,104.78
1.11,72.29,12.78,97.68,7.15,3.2,0.88,108.73,225.35,59.02,159.13,248.53,22.52,38.71,38.6,88.58,19.76,150.13,58.9,1.27,99.25,104.2
1.12,72.01,12.8,98.52,7.13,3.18,0.88,109.13,228.38,60.07,160.07,248,22.47,38.45,38.89,89.48,19.75,151.5,59.4,1.27,98.3,105.16
1.13,72.64,12.8,98.91,7.13,3.14,0.87,109.13,229,60.28,161.36,246.38,22.38,38.83,39.22,89.62,20.3,150.74,61.5,1.27,97.85,105.01
1.11,71.73,12.82,98.32,7.07,3.14,0.87,107.41,228.42,60.17,161.57,244.98,22.61,38.19,37.75,88.32,20.02,149.98,60.7,1.27,99.45,104.51
1.06,70.38,12.59,97.64,7.03,3.11,0.87,105.37,228.67,59.89,159.97,245.11,22.32,37.6,37.34,85.6,20.22,149.67,61.85,1.27,99.45,103.85
1.06,72.86,12.48,97.34,7.02,3.06,0.88,104.13,225.54,59.6,148.74,238.7,21.98,37.3,36.68,85.19,20.5,150.03,62.35,1.27,101.05,103.74
1.1,72.23,12.05,97.05,7.08,3.08,0.87,104.82,225.23,59.77,146.75,236.28,21.98,37.16,36.37,85.61,20.92,149.81,63.9,1.27,102.7,103.65
1.1,73.8,12.27,98.39,7.22,3.13,0.88,105.71,230.06,60.78,148.94,239.27,22.28,37.33,36.88,87.95,21.39,152.39,63.85,1.27,105.1,106.52
1.13,73.91,12.42,98.34,7.2,3.11,0.89,106.09,229.87,60.97,150.42,239.19,22.49,37.43,36.63,87.84,21.85,153.78,64.4,1.27,106.75,105.91
1.12,78.2,13.37,103.2,7.68,3.28,0.92,108.96,242.3,61.82,167.59,253.46,23.67,39.37,39.54,93.09,18.53,162.09,55.1,1.27,114.5,107.58
1.23,78.42,13.95,105.67,8.04,3.33,0.96,108.41,245.17,63.94,172.9,257.27,26.82,39.81,39.39,95.43,16.88,166.51,48.45,1.27,118.05,108.38
1.32,77.44,13.98,105.08,7.76,3.2,0.96,110.83,247.5,64.21,174.61,259.17,27.18,42.23,39.78,95.26,16.31,168.55,47.5,1.27,121.75,108.43
1.33,76.89,14.24,104.42,7.8,3.23,0.98,110.8,251.12,63.62,176.95,267.24,27.51,43.34,40.23,97.41,18.11,170.19,50.75,1.27,123.5,108.23
1.36,78.01,14.14,104.12,7.88,3.26,0.97,113.21,247.45,63.51,171.25,265.93,27.78,43.56,40.37,98.02,18.17,168.02,52.65,1.27,119.79,108.31
1.32,77.82,14.32,103.94,7.87,3.19,0.98,115.74,245.39,63.09,174.38,263.35,27.76,43.58,40.1,98.41,18.43,165.84,52.35,1.27,122.45,107.49
1.32,77.79,14.01,103.52,7.84,3.02,1,113.53,244.66,62.93,176.91,263.28,27.96,43.37,39.99,98.97,18.74,165.63,53.05,1.27,124.2,108.29
1.33,78.45,13.61,102.92,7.8,2.84,1.01,115.16,245.46,62.82,176.12,263.09,27.79,43.5,39.28,99.34,18.53,166.62,53.2,1.27,124.7,107.32
1.32,78.69,13.78,105.38,7.85,2.84,0.99,114.87,246.29,63.02,176.2,263.42,27.31,43.34,39.7,100.32,18.54,168.43,53,1.27,126.1,107.44
1.34,79.35,13.84,104.64,7.83,2.85,1,116.05,248.07,63.07,178.92,264.66,27.99,44.1,40.06,101,18.44,170.18,53.3,1.27,129.15,107.73
1.35,79.05,14.06,104.23,7.92,2.9,1.02,115.82,247.59,63.76,177.72,264.4,28.11,44.49,40.15,102.22,18.06,170.55,52.5,1.27,128.75,108.99
1.37,78.58,13.97,105.28,7.99,2.91,1.05,116.17,247.59,63.76,177.72,264.4,28.11,44.49,40.15,102.22,18.06,170.55,52.5,1.27,128.75,108.99
1.37,78.75,13.98,106.08,7.93,2.88,1.03,114.99,248.58,64.16,180.8,265.92,28.07,45,40.52,102.43,18.3,172.08,52.5,1.27,128.5,109.31
1.36,77.47,13.83,106.01,7.92,2.91,1.01,114.19,248.96,63.97,180.02,265.93,27.82,44.5,39.82,101.42,18.34,172.67,53.05,1.27,128.15,109.01
1.39,77.63,14.05,106.45,7.9,2.91,1.02,113.44,251.8,64.2,180.55,266.58,27.55,44.83,39.54,101.96,18.43,175.13,53.4,1.27,130.65,108.52
1.38,77.73,14.13,106.24,7.89,2.93,1.03,111.37,249.65,63.53,178.76,265.25,27.23,43.01,39.16,100.52,17.92,175.35,51.4,1.27,129.4,109.09
1.38,76.66,14.06,106.06,7.85,2.95,1.01,109.13,249.07,63.39,179.29,266.4,27.72,41.9,38.95,101.41,18.42,176.4,53.3,1.27,128.25,108.83
1.28,75.76,14.27,105.71,7.8,2.86,1.03,111.08,250.87,63.83,180.85,267.62,27.92,42.64,39.19,102.23,16.21,178.67,50.25,1.27,129.9,107.67
1.32,77.26,14.8,106.61,7.88,2.88,1.03,111.95,247.49,63.36,183.3,266.93,28.08,43.39,39.12,102.81,16.08,178.52,50.8,1.27,131.85,108.08
1.29,77.48,15.11,106.22,7.86,2.86,1.03,112.69,247.84,63.36,183.87,266,28.19,43.93,39.28,103.97,16.04,178.09,50.65,1.27,133.2,108.26
1.27,77.85,15.57,104.88,7.94,2.91,1.04,111.51,247.14,64.69,183.94,266.38,27.52,43.4,39.2,107.06,15.78,178.43,50.55,1.27,131.5,111.55
1.28,78.4,15.79,105.05,7.93,2.85,1.03,113.58,237.72,63.95,181.2,259.25,25.26,44.96,38.95,106.88,16.31,173.67,51.65,1.27,132,110.73
1.28,76.46,15.34,104.25,7.89,2.89,1.03,113.9,238.43,64.76,181.5,259.53,23.85,45.49,39.02,105.95,16.18,175.39,51.9,1.27,131.85,111.29
1.28,73.79,15.28,104.3,7.7,2.81,1.04,112.86,232.07,65.11,178.2,253.11,23.52,43.8,38.89,104.89,16.2,173.74,51.8,1.27,128.35,112.42
1.2,72.64,15.29,104.39,7.85,2.93,1.04,113.44,231.56,65.06,176.54,251.69,23.58,43.4,38.79,104,16.33,174.31,51.75,1.27,127.1,113.07
1.2,72.42,15.25,103.35,7.74,2.9,1.04,113.44,232.1,64.45,176.23,252.3,24.2,42.4,38.35,102.05,16.28,173.74,51.55,1.27,126.5,111.55
1.17,73,15.53,106,7.76,2.9,1.06,113.44,231.99,63.78,179.69,250.65,24.16,42.23,37.89,102.4,16.24,174.12,51.85,1.27,126.45,111.39
1.23,72.64,15.45,105.96,7.78,2.92,1.1,112.61,231.7,64.01,182.4,250.08,23.98,42.14,38.19,100.88,16.58,174.41,53.45,1.27,125.3,111.43
1.25,73.33,15.45,105.19,7.83,2.91,1.11,112.46,233.54,65.36,184.21,252.18,23.99,42.65,38.76,101.69,16.75,174.63,52.85,1.27,126.25,112.3
1.26,73.2,15.56,105.29,7.86,2.92,1.14,110.57,235.14,65.26,187.96,253.73,24.37,42.77,39.09,101.26,16.87,175.26,53.5,1.27,126.4,112.7
1.26,73.76,15.5,105.54,7.83,2.96,1.13,110.42,233.15,65.17,184.85,252.52,25.01,41.9,39.15,101.03,16.9,174.1,53.55,1.27,124.65,112.21
1.27,73.22,15.41,105.86,7.79,2.95,1.12,111.72,233.72,65.15,187.9,252.8,24.3,41.88,39.9,100.96,16.59,174.53,53.3,1.27,124.6,111.95
1.25,73.99,15.55,106.05,7.8,2.94,1.11,110.48,232.99,65.26,187.01,249.59,24.53,42.02,39.79,101.11,16.98,175.25,54.05,1.27,125.15,112.01
