"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P."
10.3,119.47,97.45,137.63,7.13,33.3,0,2.81,108.57,55.65,539.13,59.66,105.71,32.09,6.73,12.21,3.18,5.57,12.4,210.11,43.62,83.18,165.2
10.39,120.51,98.24,139.31,7.18,33.39,0,2.81,108.64,55.71,549.68,60.97,104.15,32.39,6.71,12.01,3.19,5.57,12.4,208.19,43.43,82.26,166.8
10.24,120.62,98.49,140.69,7.19,33.57,0,2.87,109.96,56.33,562.48,61.64,107.17,32.48,6.76,12.13,3.14,5.7,12.58,207.96,43.94,83.97,168
10.32,120.8,99,140.4,7.29,33.61,0,2.81,110.66,56.27,568.18,63.72,112.48,32.75,6.85,12.03,3.13,5.71,12.5,207.74,44.24,84.14,171.15
10.45,120.74,98.69,140.4,7.51,33.74,0,2.81,109.65,56.49,566.67,63.33,110.27,32.59,6.96,12.12,3.1,5.71,12.59,207.4,44.14,84.35,172.3
10.51,122.41,98.9,140.34,7.5,33.51,0,2.79,110.19,56.35,579.24,64.18,110.3,34.21,6.95,12.04,3.1,5.85,12.62,208.56,44.2,83.59,173.75
10.57,122.53,99.08,140.11,7.67,33.38,0,2.82,110.66,56.36,583.96,62.13,108.82,33.95,6.9,11.97,3.07,5.79,12.56,210.45,44.34,82.75,176.7
10.57,122.99,98.83,139.88,7.49,33.34,0,2.79,110.81,55.62,579.84,62.59,109.73,33.43,7.1,11.85,3.14,5.75,12.55,213.64,44.86,82.7,178.85
10.45,123.62,99.67,140.92,7.47,33.71,0,2.81,113.75,56.43,583.99,63.9,115.22,33.36,7.14,11.98,3.14,5.75,12.78,211.79,44.61,82.6,178.6
10.79,122.59,99.5,145.65,7.36,33.77,0,2.82,113.29,55.65,606.78,65.62,121.42,34.01,7.04,11.92,3.14,5.77,12.83,211.98,44.61,83.58,178.15
10.99,122.87,99.43,147.55,7.45,33.72,0,2.82,115.14,55.71,598.17,65.1,118.72,33.56,7.04,11.92,3.17,5.69,13.09,211.25,44.86,83.25,172.85
11.13,123.16,98.98,147.73,7.52,33.87,0,2.8,114.52,55.81,597.21,65.2,121.17,33.77,7.13,11.95,3.09,5.63,13.26,211.71,45.09,83.61,175.55
10.9,121.78,97.99,147.78,7.5,33.7,0,2.87,112.59,55.62,590.88,66.23,122.86,33.83,7.17,12.21,3.07,5.63,13.13,212.65,44.73,83.57,178
10.94,118.84,94.68,145.3,7.46,33.36,0,2.88,111.51,55.45,589.15,65.64,120.69,33.63,7.24,13.13,3.06,5.6,12.99,212.48,44.53,82.26,180
11.1,118.03,94.99,146,7.71,33.69,0,2.91,111.58,55.73,630.21,67.76,120.83,33.79,7.34,13.43,3.03,5.56,12.96,211.74,45.06,80.37,176.05
11.36,119.3,96.1,147.67,7.74,34.26,0,2.83,113.05,56.21,676.6,70.81,121.87,34.16,8.63,14.07,3.2,5.52,12.96,211.9,44.7,78.43,167.25
11.3,119.53,95.95,148.47,7.82,33.99,0,2.86,112.51,56.27,647.9,69.78,117.68,34.9,8.77,14.85,3.19,5.54,13.25,213,44.57,78.95,172
11.45,121.14,96.48,148.47,7.93,33.78,0,2.89,112.9,56.92,643.68,69.39,114.82,36,8.7,14.65,3.25,5.52,13.34,219.09,45.62,80.87,178.05
11.38,121.55,96.78,148.71,7.84,33.42,0,2.9,113.05,57.14,648.87,69.8,117.9,35.55,8.71,15.03,3.3,5.48,13.34,216,44.34,81.04,178.3
11.27,119.64,96.68,148.3,7.7,33.78,0,2.83,113.83,56.74,652.94,70.43,118.95,35.35,8.86,15.4,3.3,5.48,12.75,214.32,44.74,79.08,174.7
11.19,121.32,97.79,148.82,7.91,34.07,0,2.85,116.38,56.43,665.7,71.17,117.79,34.84,8.84,16,3.42,5.44,12.74,215.91,44.49,79.76,173.5
11.43,121.37,97.41,149.28,7.7,34.12,0,2.9,116.23,56.35,680.17,73.06,121.86,35.36,8.84,16.28,3.4,5.43,12.67,215.8,44.08,78.89,172.95
11.65,118.72,96.73,147.96,7.73,33.64,0,2.93,114.99,56.41,668.72,73.95,119.95,36.54,8.72,16.37,3.39,5.34,12.43,215.48,44.59,78.88,173.65
11.64,117.57,97.88,148.88,7.78,33.76,0,2.98,115.92,57.48,677.38,73.4,116.95,35.9,8.71,16.21,3.38,5.36,12.41,217.63,45.17,79.63,174.75
11.69,117.05,98.38,148.01,7.54,33.76,0,3.01,115.69,57.08,677.05,74.1,117.67,36.23,8.89,15.7,3.31,5.34,12.48,218.13,45.42,80.53,176.1
11.55,115.78,97.79,147.15,7.46,33.62,0,2.97,115.69,56.75,706.09,77.7,120.71,37.04,8.64,15.89,3.31,5.34,12.67,218.67,45.82,80.34,176.4
11.57,115.9,97.87,146,7.43,33.89,0,2.96,116.69,56.6,716.43,77.53,119.76,36.7,8.55,15.77,3.32,5.34,12.6,220.76,46.54,80.84,173.2
11.43,112.61,97.7,145.59,7.61,33.96,0,2.97,116.77,57.25,706.92,75.19,114.56,36.11,8.61,15.88,3.29,5.34,12.5,218.09,47.3,80.52,173
11.41,111,96.89,145.76,7.37,33.64,0,2.88,115.14,56.44,716.64,77.9,116.73,35.62,8.5,15.49,3.31,5.34,12.48,217.16,46.01,78.79,170.2
11.47,112.75,96.77,147.26,7.43,33.87,0,2.85,115.38,55.84,748.96,79.36,119.87,36.13,8.89,16.04,3.3,5.4,12.48,217.34,46.68,79.49,171.9
11.58,112.31,96.68,147.78,7.44,33.82,0,2.78,114.22,55.53,718.9,77.97,120.36,34.13,9.08,15.71,3.33,5.43,12.39,216.29,46.84,79.68,174.6
11.54,113.12,96.92,147.55,7.5,34.01,0,2.78,114.29,55.54,707.34,75.96,118.73,34.57,9.25,15.34,3.33,5.43,11.84,217.58,47.08,79.2,176.5
11.52,113.28,97.47,148.42,7.46,34.16,0,2.81,114.37,54.6,705.36,77.02,126.34,35.04,9.13,15.27,3.34,5.5,12.31,219.76,47.1,79.32,178.55
11.62,112.77,97.87,148.59,7.33,33.91,0,2.78,114.52,54.55,677.52,74.88,120.4,34.73,9.41,15.83,3.35,5.5,12.25,220.45,46.94,79.54,177.15
11.6,113.53,98.43,148.88,7.36,34.35,0,2.76,113.91,57.26,660.04,70.37,116.37,33.59,9.32,15.39,3.33,5.47,11.87,220.45,46.94,79.54,177.15
11.58,113.46,98.51,149.51,7.46,34.45,0,2.73,113.75,53.98,656.19,71.3,116.74,33.35,9.3,15.49,3.33,5.45,12.02,221.88,47.07,79.67,177.7
11.65,113.28,97.65,149.11,7.44,34.24,0,2.72,113.29,54.11,647.08,70.4,113.24,32.46,9.45,15.55,3.3,5.48,12.07,220.12,47.55,79.38,178.05
11.22,114.18,98.73,150.2,7.51,34.81,0,2.76,114.22,55.84,675.14,71.53,112.97,32.51,9.63,15.99,3.24,5.49,12.1,220.02,47.58,78.58,180.6
11.34,112.84,98.59,150.61,7.4,34.06,0,2.78,113.44,55.03,664.61,68.97,109.2,32.17,9.61,15.79,3.26,5.43,12.1,214.36,47.36,76.52,178.5
11.51,111.51,98.7,151.13,7.54,33.74,0,2.75,114.6,55.27,657.19,68.32,108.29,31.95,9.37,15.45,3.28,5.43,11.91,217.59,47.84,78.1,179.85
11.49,111.16,97.91,148.76,7.42,33.7,0,2.73,113.05,55.31,648.18,68.01,109.43,32.06,9.16,15.12,3.31,5.4,11.88,218.6,48.56,79.21,182.25
11.62,112.47,98.78,149.86,7.44,33.98,0,2.89,113.29,55.78,664.26,70.77,112.34,32.55,9.44,14.98,3.29,5.44,11.87,216.34,49.67,80.51,185.65
11.65,111.91,99.33,151.13,7.51,34.23,0,2.85,113.83,56.02,659.23,71.16,113.89,32.18,9.69,15.13,3.32,5.43,11.87,216.82,49.61,80.32,184.4
11.59,110.29,99.56,152.68,7.58,34.7,0,2.83,113.91,56.5,650.95,71.16,113.52,32.51,9.58,14.57,3.27,5.47,11.95,216.93,52.68,81.07,188.7
11.79,109.27,99.33,152.45,7.62,34.6,0,2.92,114.14,56.77,642.29,68.7,110.92,32.5,9.59,14.79,3.29,5.47,12,216.85,52.82,79.95,189.95
11.87,108.9,98.69,152.22,7.62,34.61,0,3.06,113.29,57.36,653.32,70.72,112.62,32.92,9.76,15.09,3.27,5.55,12,217.98,53.18,80.14,194
11.6,108.76,98.11,151.36,7.58,34.68,0,3.17,112.2,55.78,678.01,74.88,115.61,33.48,9.86,15.08,3.25,5.59,12.38,219.37,52.75,80.79,193
11.41,109.52,99.59,149.4,7.6,34.79,0,3.21,113.44,55.22,678.36,74.84,117.15,33.32,9.67,14.44,3.25,5.68,12.45,220.01,52.36,80.15,186.75
11.59,108.25,98.99,149.17,7.56,34.71,0,3.23,113.44,55.76,695.95,77.23,119.89,35.81,9.57,14.61,3.25,5.56,12.46,218.58,52.27,79.5,184.9
11.6,108.05,99.16,148.82,7.42,34.58,0,3.36,113.52,56.04,692.13,77.79,119.24,36.68,9.56,14.52,3.32,5.54,12.51,222.75,52.67,79.37,185
11.71,108.34,99.63,148.88,7.33,34.86,0,3.3,114.06,54.45,680.93,75.98,116.75,37.19,9.58,14.56,3.32,5.52,12.37,224.44,53.3,79.8,187.45
11.76,109.57,101.15,151.18,7.48,35.12,0,3.26,115.14,55.88,693.41,80.28,117.01,37.08,9.71,14.82,3.36,5.52,13.16,222.42,54.05,80.85,189.6
12.01,109.16,102.14,150.72,7.45,35.03,0,3.4,116.15,56.53,694.78,81.68,118.74,37.08,9.94,15.41,3.34,5.44,13.17,223.23,54.16,80.7,186.75
12.03,108.67,100.79,149.57,7.41,34.89,0,3.47,115.76,56.94,713.34,84.99,122.85,38.07,10.01,15.3,3.36,5.47,12.91,223.51,54.06,80.59,189.1
11.84,108.64,100.93,150.78,7.37,35.25,0,3.48,116.07,56.8,710.04,85.56,124.04,37.49,10.11,15.16,3.38,5.54,13.08,224.6,53.91,81.18,190.9
11.81,108.39,101.14,150.84,7.39,35.33,0,3.67,115.53,57.08,711.27,83.92,122.12,40.4,10.14,15.14,3.34,5.56,13.3,223.81,54.23,81.1,191.3
11.81,108.39,101.14,150.84,7.39,35.33,0,3.67,115.53,57.08,716.68,83.9,123.87,42.47,10.14,15.14,3.34,5.56,13.3,223.81,54.23,81.1,191.3
11.81,108.39,101.14,150.84,7.39,35.33,0,3.67,115.53,57.08,709.07,82.77,120.62,42.7,10.19,15.11,3.32,5.61,13.05,225.51,54.8,81.82,194.5
11.79,108.46,101.32,152.11,7.48,35.28,0,3.56,116.38,57.32,691.75,81.13,117.89,41.46,10.21,15.26,3.36,5.65,13.03,225.98,54.88,81.68,194.6
11.71,107.46,100.63,151.82,7.5,35.39,0,3.57,115.99,57.28,748.52,84.22,123.13,41.4,10.34,15.3,3.36,5.62,13.43,227.98,55.02,82.03,190.9
11.68,107.4,100.25,152.16,7.43,35.76,0,3.6,115.3,57.54,726.44,83.2,119.77,40.96,10.46,15.38,3.34,5.62,13.4,228.57,54.94,82.07,191.1
11.68,107.4,100.25,152.16,7.43,35.76,0,3.6,115.3,57.54,726.44,83.2,119.77,40.96,10.39,15.12,3.34,5.62,13.4,228.57,54.94,82.07,191.1
11.54,107.55,99.41,150.2,7.33,35.17,0,3.57,115.36,57.39,733.07,83.92,120.82,41.29,10.24,14.7,3.47,5.73,13.34,226.56,54.16,82.24,190
11.45,108.19,100.17,151.3,7.27,35.29,0,3.57,115.86,57.36,745.57,84.26,120.03,41.03,10.26,15.36,3.48,5.74,13.16,227.5,54.55,81.45,186.95
11.36,108.79,100.58,151.36,7.22,35.12,0,3.59,115.92,57.63,767.67,86.43,126.02,41.5,10.52,15.38,3.46,5.71,12.99,225.79,54.49,82,187.9
11.38,109.82,101.87,152.16,7.33,35.1,0,3.96,117.84,58.13,769.01,86.11,128.08,45.66,11.27,16.42,3.5,5.73,13,219.88,54.56,82.93,187.35
11.26,109.45,101.78,152.57,7.29,35.04,0,3.89,118.39,57.82,783.35,85.61,131.56,43.76,11.19,16.48,3.5,5.72,12.98,216.84,54.88,83.82,188
11.25,110.4,103.53,153.84,7.26,34.94,0,3.8,119.48,58.28,815,89.67,136.59,44.34,10.96,16.26,3.48,5.71,12.85,222.08,53.96,83.63,191.8
11.13,109.87,101.53,152.05,7.31,34.79,0,3.87,118.24,57.26,818.32,92.59,144.67,44.59,10.92,16.12,3.42,5.71,12.65,219.36,54.31,85.21,193.75
10.83,109.67,101.3,151.93,7.29,34.94,0,3.94,117.93,57.2,806.97,91.61,141.44,44.3,10.91,16.8,3.45,5.77,12.53,219.05,53.29,84.49,192.65
10.82,109.27,101.39,151.01,7.31,34.69,0,4.09,116.69,56.86,821.15,95.16,142.67,43.97,10.86,16.54,3.41,5.71,12.54,217.52,52.84,84.88,190.5
10.69,109.95,100.97,150.61,7.36,34.41,0,4.07,116.01,56.77,817.97,95.56,140.61,44.58,10.81,16.35,3.43,5.77,12.7,217.52,52.84,84.88,190.5
10.94,109.35,100.35,150.44,7.36,34.17,0,4.1,114.59,55.22,805.02,94.59,139.35,46.07,10.53,15.5,3.39,5.79,12.7,217.76,53.12,84.72,190.2
10.95,109.04,100.91,151.07,7.39,34.39,0,3.98,115.61,55.87,778.98,89.58,134.32,44.98,10.51,16.13,3.42,5.82,12.77,219.22,54.58,84.68,191.1
11.05,108.55,101.6,151.01,7.2,34.4,0,4.03,117.37,55.41,781.9,89.99,136.68,44.87,10.5,15.42,3.43,5.79,12.75,217.29,54.12,83.25,188.85
11.35,108.82,102.34,149.92,7.27,34.43,0,3.97,117.56,55.87,781.32,88.71,135.39,43.38,10.59,15.63,3.45,5.81,12.78,218.28,54,83.77,188.9
11.65,108.56,102.54,150.03,7.32,34.05,0,3.94,117.47,56.02,805.75,94.17,139.46,43.21,10.8,16.48,3.55,5.79,12.88,219.32,54.11,84.06,188.1
12.12,107.49,103.6,151.47,7.4,34.2,0,4.01,118.39,56.64,805.9,93.43,141.94,42.7,10.7,16.54,3.56,5.79,12.99,220.78,54.9,83.26,190.55
12.36,106.13,103,148.07,7.25,33.4,0,4.05,118.15,56.33,796.19,90.98,138.89,42.77,9.95,16.32,3.58,5.78,12.91,222.03,55.07,83.89,188.4
12.37,105.53,103.07,147.78,7.29,33.32,0,3.91,116.54,55.71,801.09,89.57,136.18,42.49,9.6,16.29,3.58,5.78,12.74,221.31,54.92,83.79,186
12.37,106.73,104.23,150.03,7.41,33.61,0,3.87,119.17,56.92,809.48,90.44,137.42,42.79,9.6,16.29,3.61,5.78,12.93,223.64,55.66,84.39,189.65
12.6,105.4,103.72,147.73,7.36,33.22,0,3.76,119.17,56.4,766.88,85.49,133.07,40.89,9.37,16.52,3.57,5.77,12.9,220.74,54.85,83.48,191.45
12.44,105.37,103.63,148.82,7.35,33.19,0,3.71,119.17,56.09,772.88,84.78,130.18,40.56,9.36,16.22,3.53,5.78,12.85,220.05,54.92,83.48,190.3
12.52,105.1,104.43,147.96,7.39,33.26,0,3.79,119.14,56.36,796.28,87.88,135.34,41.55,9.37,16.35,3.59,5.8,12.85,219.47,55.44,84.02,189.85
12.5,105.4,104.96,148.3,7.51,33.1,0,3.69,119.38,57.2,789.18,86.42,135.09,39.89,9.42,17.02,3.59,5.87,12.82,220.69,55.02,83.55,190.9
12.62,103.43,104.13,146.34,7.46,33.01,0,3.8,118.12,55.65,771.13,85.7,134.3,41.83,9.07,16.25,3.59,5.82,12.78,215.89,53.6,81.06,185.3
12.52,101.78,101.8,144.44,7.32,32.51,0,3.76,117.59,54.11,748.04,81.1,126.95,41.28,9.1,16.83,3.59,5.73,12.64,211,51.71,77.68,180.75
12.07,99.48,98.74,141.44,7.14,31.62,0,3.64,114.8,53.08,738.28,79.61,126.82,39.6,8.9,16.07,3.56,5.71,12.33,216.29,52.01,77.98,182.45
12.52,101.5,98.99,143.75,7.13,32.4,0,3.7,110.66,53.76,711.8,73.97,123.87,38.96,8.92,15.6,3.59,5.71,12.46,214.15,52.06,76.16,177.95
12.71,98.63,97.21,146.8,6.91,32.12,0,3.71,109.48,52.87,730.09,75.01,130.18,39.04,9,15.1,3.44,5.72,12.28,208.73,50.66,74.51,179.75
12.59,96.78,96.68,146.92,6.97,32.02,0,3.65,108.43,52.68,711.8,74.16,128.16,37.22,9.11,15.16,3.49,5.68,12.06,210.26,52.3,74.21,181.35
12.74,97.61,94.72,148.88,7,32.33,0,3.65,108.49,52.93,726.43,77.49,130.82,38.28,9.32,15.36,3.54,5.68,12.22,213.01,52.99,75.77,188.5
12.59,96.53,95.49,148.71,6.99,32.34,0,3.74,108.83,53.64,741.53,78.22,128.42,38.87,9.32,15.36,3.5,5.68,12.14,213.47,53.5,75.7,187.75
12.44,96.4,96.96,151.59,7.12,32.49,0,3.76,110.13,54.26,748.27,79.78,129.98,39.39,9.17,15.06,3.45,5.88,12.12,214,53.87,80.45,191.75
12.89,95.95,97.54,151.47,7.04,32.52,0,3.81,110.69,54.54,748.27,79.78,129.98,39.39,9.45,14.83,3.54,5.89,12.34,216.81,55.05,81.74,200.05
12.98,98.26,99.13,155.22,7.16,32.9,0,3.81,113.44,55.81,748.27,79.78,129.98,39.39,9.25,14.41,3.45,5.93,12.2,219.45,55.66,81.47,200.7
12.97,98.37,98.44,154.01,7.2,32.76,0,3.81,112.67,55.22,748.27,79.78,129.98,39.39,9.25,15.01,3.45,5.9,12.33,219.45,55.66,81.47,200.7
12.88,98.48,98.02,153.38,7.18,32.74,0,3.83,112.92,56.18,748.27,79.78,129.98,39.39,9.17,14.99,3.41,6,12.34,217.33,54.65,79.75,193.25
13.17,98.79,98.02,154.87,7.22,32.79,0,3.91,113.81,57.14,748.27,79.78,129.98,39.39,9.06,14.77,3.41,5.92,12.34,213.79,54.18,78.75,193.25
13.1,98.88,97.51,154.87,7.17,32.41,0,4.03,113.44,56.67,773.27,83.42,136.75,40.03,9,15.06,3.5,5.92,12.33,213.11,54.33,78.45,166.9
12.9,99.88,98.14,155.22,7.18,32.54,0,3.98,115.17,57.26,773.3,82.95,136.23,40.23,9.24,15.4,3.53,5.8,12.34,217.46,55.64,78.66,170.05
12.85,101.35,99.29,156.32,7.27,32.67,0,3.96,116.1,58.35,774.37,81.78,134.13,40.65,9.26,15.42,3.5,5.85,12.19,218.04,55.25,77.93,169.3
12.86,100.43,98.62,155.86,7.03,32.56,0,3.95,115.55,57.82,768.61,79.26,132.49,39.71,9.35,15.19,3.49,5.87,12.29,218.05,55.9,76.58,168
12.8,100.88,98.64,155.68,6.8,32.31,0,3.87,116.1,58.13,755.74,77.36,122.89,39.71,9.39,15.1,3.68,5.81,12.18,215.48,55.83,76.25,163.05
12.78,103.13,98.58,153.55,6.75,31.92,0,3.99,114.99,57.66,772.77,77.4,126.31,39.84,9.25,15.03,3.76,5.9,11.91,215.95,55.37,76.84,164.15
12.67,102.36,97.21,150.44,6.63,31.28,0,4.04,113.81,56.64,766.98,76.47,124.67,39.06,9.25,15.03,3.79,5.97,12.07,219.84,56.15,78.34,164.55
12.47,103.98,98.39,151.18,6.72,31.55,0,3.82,112.7,56.43,750,75.08,121.78,38.49,9.1,14.8,3.85,5.95,12.1,219.52,56.52,78.03,166.85
12.69,104.49,97.61,150.95,6.85,31.38,0,3.98,112.33,57.73,748.07,76.28,119.77,38.98,8.64,14.69,3.87,6.02,12.33,222.56,56.04,78.79,169.9
12.38,104.36,98.37,152.22,6.88,31.27,0,4.01,111.92,60.23,739.51,76.32,118,38.53,8.75,14.57,3.87,6.1,12.42,223.91,52.89,78.26,171
12.48,107.77,101,153.95,7.09,32.06,0,3.96,112.82,61.41,752.76,80.09,121.67,38.94,8.56,14.62,3.88,6.16,12.42,227.7,53.48,80.55,177.7
12.92,107.56,100.95,154.18,7.07,32.13,0,4.35,114.06,61.44,758.43,80.3,122.64,40.53,8.49,14.5,3.89,6.19,12.52,230.34,55.05,81.09,181.7
12.71,108.29,101.16,155.68,7.08,32.36,0,4.35,113.91,62.46,754,79.31,120.26,42.61,8.94,14.73,3.86,6.34,12.67,230.15,54.42,80.96,180.65
12.63,107.11,99.77,155.28,7.03,31.8,0,4.36,113.47,62.06,739.84,77.71,116.86,42.47,8.79,14.56,3.87,6.33,12.67,227.94,54.55,80.46,180
12.58,105.68,100.17,155.05,7,31.89,0,4.3,112.02,60.85,757.05,78.69,117.79,42.52,8.88,14.51,3.9,6.41,12.53,227.39,54.37,81.1,181.8
12.5,105.86,100.86,156.14,7.08,32,0,4.34,110.69,62.06,777.46,81.24,119.25,42.93,9.09,14.59,3.88,6.31,12.45,226.89,55.32,81.41,179
12.5,105.84,99.59,153.84,7.07,32,0,4.32,110.87,61.5,770.56,80.06,117.73,41.93,8.9,14.33,3.87,6.24,12.49,228.54,55.06,80.19,180.5
12.66,105.23,98.62,152.16,6.99,31.71,0,4.26,110.01,61.81,784.76,80.94,117.51,42.17,8.66,14.19,3.87,6.29,12.87,226.35,54.53,79.47,178.75
12.77,105.84,99.31,153.95,7.03,31.75,0,4.35,111,61.81,778.77,78.79,117.07,41.93,8.68,14.31,3.9,6.26,12.91,227.61,55.34,76.88,183.45
13.04,104.1,98.39,153.66,7.06,31.27,0,4.39,109.67,62.52,772.8,77.61,118.63,41.33,8.76,13.68,3.91,6.31,12.91,226.07,54.76,76.05,185.15
13.05,102.74,98.71,154.07,7.09,31.21,0,4.45,109.26,61.63,756.22,75.12,115.68,41.07,8.71,13.74,3.88,6.34,12.85,224.23,53.94,74.39,182.85
12.73,100.65,97.81,153.78,7.12,30.98,0,4.47,109.32,62.37,740.58,74.33,111.7,39.62,8.78,13.43,3.85,6.32,12.89,220.92,53.1,72.16,186.8
12.55,99.04,98.23,152.22,7.05,30.93,0,4.45,108.74,62.18,743.11,72.9,109.47,41.88,8.86,13.73,3.87,6.34,12.59,220.35,54,73.91,186.55
12.63,100.24,98.18,152.68,7.12,31.04,0,4.44,109.82,62.52,744.41,71.31,111.63,42.33,9.11,13.76,3.88,6.3,12.56,218.47,53.35,74.23,187
12.57,102.62,100.14,154.53,7.15,31.58,0,4.33,111.55,61.94,710.36,67.43,104.67,40.79,8.92,13.51,3.91,6.29,12.58,220.49,53.82,75.41,189.25
12.33,102.96,100.67,155.97,7.09,31.68,0,4.36,111.55,61.94,717.7,70.3,112.33,41.65,8.92,13.51,3.91,6.36,12.9,227.92,54.4,75.33,189.05
12.33,102.96,100.67,155.97,7.09,31.68,0,4.36,111.55,61.94,712,69.11,112.47,42.11,8.92,13.51,3.91,6.36,12.9,227.92,54.4,75.33,189.05
12.33,102.96,100.67,155.97,7.09,31.68,0,4.36,111.55,61.94,708.29,69.19,109.36,42.52,9.31,13.86,3.85,6.3,12.76,228.16,53.24,73.09,187.45
12.36,101.49,99.84,156.72,7.03,31.33,0,4.46,111.77,61.91,706.05,69.91,108.49,43.82,9.26,13.97,3.86,6.39,12.84,225.09,53.97,73.64,194.35
12.38,101.54,101.09,158.8,7.09,31.92,0,4.57,110.97,61.81,722.82,72.8,116.07,44.25,9,13.75,3.86,6.39,12.92,226.45,54.71,74.1,204.5
12.6,104.02,103.03,160.76,7.24,32.77,0,4.57,110.01,62.74,722.82,72.8,116.07,44.25,9.27,14.14,3.85,6.35,12.81,229.93,55.29,73.88,202.35
12.57,102.88,104.02,161.16,7.31,32.74,0,4.53,110.93,62.52,722.82,72.8,116.07,44.25,9.47,14.28,3.87,6.14,12.8,227.19,54.42,73.16,203.15
12.85,102.58,103.9,161.39,7.37,32.97,0,4.51,109.67,62.59,727.29,72.65,114.42,43.72,9.49,14.31,3.86,6.15,12.85,226.21,55.09,73.18,203.25
13.04,101.87,103.88,160.99,7.36,33.3,0,4.8,107.34,62.71,737.41,73.3,116.94,44.88,9.55,14.18,3.87,6.29,12.76,226.07,55.54,73.99,211.45
12.85,99.64,103.72,160.76,7.27,32.91,0,4.68,106.97,62.37,734.64,73.23,114.7,45.56,9.87,14.53,3.83,6.3,12.75,225.45,55.55,73.89,216.75
12.83,99.16,102.57,159.72,7.27,32.75,0,4.72,106.42,61.91,723.02,72.07,114.26,45.42,9.8,14.79,3.78,6.15,12.68,224.22,55.39,73.61,215.15
12.8,98.3,102.75,161.16,7.31,32.73,0,4.6,107.81,62.96,715.37,70.8,112.57,44.31,9.94,14.83,3.71,6.15,12.8,223.89,55.43,72.98,212.65
12.92,97.64,102.22,161.85,7.34,32.3,0,4.65,106.29,63.33,709.66,70.79,114.38,45.52,9.99,14.93,3.66,6.07,12.82,227.02,55.9,73.55,219.55
12.82,99.29,103.4,161.45,7.36,32.13,0,4.51,106.79,63.48,693.85,69.78,110.62,44.5,9.95,15.46,3.68,6.11,12.9,231.4,56.05,73.71,222.05
12.96,99.52,101.87,160.76,7.2,32.27,0,4.46,106.38,63.14,682.85,69.08,112.31,43.64,9.76,15.57,3.68,6.17,12.68,232.16,55.26,73.23,225
12.92,98.25,102.1,159.95,7.27,32.36,0,4.51,105.67,63.08,708.18,73.29,114.23,44.71,9.92,15.87,3.67,6.21,12.57,229.62,55.46,73.06,224.05
12.81,98.59,102.13,160.29,7.09,32.38,0,4.44,105.89,62.83,698.08,72.52,116.65,43.49,9.84,16.08,3.68,6.19,12.59,227.58,54.49,70.38,220.5
12.84,97.56,99.94,157.35,7.05,32.2,0,4.24,105.7,62.9,701.99,72.58,115.6,44.51,9.95,15.93,3.64,6.2,12.45,228.26,55.03,71.92,220.8
13.16,97.41,99.24,156.72,7.1,32.38,0,4.32,105.73,64.26,718.52,75.44,119.07,45.14,10.17,15.88,3.6,6.16,12.21,226.23,54.36,71.69,218.2
13.16,97.92,99.13,156.72,7.13,32.4,0,4.28,106.23,63.89,719.65,75.34,117.69,44.98,10.1,15.88,3.63,6.12,12.23,226.87,54.8,71.91,217.05
13.57,98.92,100.33,156.89,7.18,32.87,0,4.24,106.97,65.16,706.38,71.97,115.35,42.62,10.02,16.21,3.63,6.16,12.34,228.73,55.6,72.49,216.55
13.86,97.09,100.81,159.03,7.17,33.6,0,4.26,106.97,65.16,690.03,70.8,116.82,42.38,10.19,16.92,3.41,6.12,12.25,234.22,56.04,72.3,229.3
13.95,95.39,100.67,158.62,7.17,34.01,0,4.35,107,63.45,690.03,70.8,116.82,42.38,10.33,17.12,3.36,6.16,12.33,233.13,56.04,71.24,224.15
13.7,95.39,100.67,158.62,7.17,34.23,0,4.35,107.47,62.93,690.03,70.8,116.82,42.38,10.33,17.12,3.36,6.16,12.33,229.68,55.49,71.68,225
13.63,92.44,100.26,158.45,7.17,34.23,0,4.31,108.64,63.14,695.55,74.18,120.86,43.8,10.23,16.57,3.39,5.99,12.29,226.8,53.74,60.64,227.8
13.89,93.01,99.64,159.37,7.14,34.24,0,4.22,107.96,62.86,698.73,76.86,127.07,43.71,9.95,16.16,3.35,5.97,12.34,224.07,55.26,59.4,227.3
13.95,94.18,99.87,159.03,7.14,34.98,0,4.24,109.11,62.12,690.39,75.93,129.16,44.73,9.92,16.09,3.29,5.94,12.37,221.28,55.86,60.48,227.05
14.29,94.65,100.17,159.26,7.16,34.98,0,4.46,109.51,62.56,727.15,79.15,136.42,49.21,9.92,16.12,3.26,5.9,12.43,223.8,55.64,59.63,226.1
14.03,95.39,101.16,159.31,7.16,34.94,0,4.54,110.25,63.02,738.25,79.2,136.98,50.76,9.58,16.11,3.31,5.93,12.34,221.46,55.45,60.39,231.15
14.36,95.39,101.23,158.91,7.22,34.93,0,4.51,110.38,64.07,731.09,79.42,136.02,51.04,9.4,15.97,3.21,5.79,12.35,221.97,56.97,61.07,230.35
