"","A:ASBX(FFNOSH)","D:RHM(FFNOSH)","I:LDO(FFNOSH)","F:CSF(FFNOSH)","BA.(FFNOSH)","RR.(FFNOSH)","TK:AES(FFNOSH)","IS:ESLT(FFNOSH)","U:NOC(FFNOSH)","U:RTX(FFNOSH)","U:HII(FFNOSH)","U:LMT(FFNOSH)","@AXON(FFNOSH)","@MANT(FFNOSH)","U:BWXT(FFNOSH)","U:CW(FFNOSH)","@SWBI(FFNOSH)","U:GD(FFNOSH)","U:RGR(FFNOSH)","@POWW(FFNOSH)","U:CACI(FFNOSH)","@HON(FFNOSH)"
"04/08/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/09/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/10/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/11/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/12/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/15/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/16/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/17/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/18/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/19/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/22/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/23/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/24/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/25/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/26/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/29/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"04/30/19","251474","36966","403549","105784","2891711","1710138",NA,"23173","147219","862291","36324","249910","50205","22906","66872","38497","49243","217257","14569","24392","22217","727742"
"05/01/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/02/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/03/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/06/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/07/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/08/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/09/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/10/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/13/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/14/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/15/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/16/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/17/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/20/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/21/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/22/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/23/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/24/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/27/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/28/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/29/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/30/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"05/31/19","283899","36966","403549","105784","3202622","1710133",NA,"23173","147219","862291","36324","249910","50205","22926","66872","38497","49243","217257","14569","32402","22217","727742"
"06/03/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/04/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/05/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/06/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/07/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/10/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/11/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/12/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/13/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/14/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/17/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/18/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/19/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/20/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/21/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/24/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/25/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/26/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/27/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"06/28/19","287674","36966","403549","105784","3203026","1719826",NA,"23173","145046","862831","35552","265021","47884","22883","67197","38490","50683","215705","14861","32691","22817","719508"
"07/01/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/02/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/03/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/04/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/05/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/08/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/09/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/10/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/11/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/12/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/15/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/16/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/17/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/18/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/19/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/22/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/23/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/24/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/25/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/26/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/29/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/30/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"07/31/19","318058","34465","403549","105784","3203440","1725739",NA,"23173","144938","862831","35334","265021","48012","22994","67197","38448","50702","215705","14888","32668","22817","719508"
"08/01/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/02/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/05/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/06/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/07/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/08/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/09/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/12/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/13/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/14/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/15/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/16/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/19/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/20/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/21/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/22/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/23/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/26/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/27/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/28/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/29/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"08/30/19","300177","34465","403549","105784","3203851","1822989",NA,"23173","144938","862919","35334","265021","48012","22994","67235","38448","50703","215705","14888","32838","22828","719508"
"09/02/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/03/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/04/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/05/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/06/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/09/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/10/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/11/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/12/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/13/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/16/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/17/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/18/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/19/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/20/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/23/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/24/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/25/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/26/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/27/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"09/30/19","296946","34465","403549","105784","3204519","1833272",NA,"23173","143941","863269","35449","265539","47840","22926","66679","38449","50403","214643","14896","32838","22806","714533"
"10/01/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/02/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/03/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/04/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/07/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/08/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/09/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/10/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/11/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/14/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/15/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/16/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/17/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/18/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/21/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/22/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/23/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/24/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/25/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/28/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/29/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/30/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"10/31/19","296946","34465","403549","105784","3204900","1832231",NA,"23173","143275","863269","35449","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/01/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/04/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/05/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/06/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/07/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/08/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/11/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/12/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/13/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/14/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/15/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/18/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/19/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/20/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/21/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/22/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/25/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/26/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/27/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/28/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"11/29/19","296959","34465","403549","105784","3205234","1930995",NA,"23173","143275","863269","35015","265213","47926","22934","66742","38449","50403","214643","14896","33414","22961","714533"
"12/02/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/03/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/04/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/05/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/06/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/09/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
"12/10/19","296959","34465","403549","105784","3205234","1833094",NA,"23173","152263","863269","34857","265116","47955","22949","67967","38332","47108","217769","14726","33414","22899","714533"
