"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P.","U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P.","D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.TPB.P.","U.RLX.P.","U.PM.P.","A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
9.41,114.39,101.84,136.08,7.24,29.85,0,2.5,107.64,48.81,491.21,56.25,88.94,34.69,7.34,11.66,3.18,4.98,12.49,193.38,39.19,89.04,133.95,33.87,61.65,132,40.49,21.47,26.23,0,24.73,1.38,69.92,5.4,45.58,18.33,15.56,0,117.65,1.29,99.84,17.69,110.83,7.91,4.02,2.24,128.54,263.86,70.51,203.49,289.85,25.22,38.96,52.7,96.05,15.94,194.66,56.8,2.6,126.05,132.6
9.5,121.09,102.87,136.25,7.27,31.64,0,2.51,108.49,49.06,493.54,55.98,89.18,34.91,7.26,11.56,3.2,5.05,12.68,194.46,40.5,89.57,135.65,33.39,62.27,128.02,40.67,21.35,25.77,0,24.38,1.42,69.9,5.54,45.7,18.43,15.65,0,118.19,1.3,98.89,17.75,111.27,8,4.06,2.26,127.48,260.76,70.01,202.84,288.13,24.99,38.8,52.83,97.22,15.78,193.84,56.7,2.6,126.3,131.15
9.36,119.18,101.89,135.96,7.15,32.08,0,2.53,107.25,48.58,504.01,58.04,93.84,34.48,7.3,11.65,3.2,5.05,12.78,194.59,40.02,89.11,154.05,33.14,61.28,128.6,40.64,20.71,25.2,0,24.01,1.48,65.15,5.67,44.36,17.57,15.64,0,118.51,1.31,97.78,17.32,108.98,7.95,4.05,2.26,129.06,264.1,70.11,205.65,290.41,24.72,39.38,52.97,98.26,15.71,197.94,56.9,2.6,126.65,130.97
8.91,117.4,101.68,135.21,7.21,32.16,0,2.53,108.1,48.44,501.19,58.07,93.11,34.78,7.23,11.7,3.18,5.06,12.58,193.35,39.52,88.98,156.8,32.93,61.61,129.34,40.67,20.58,25.06,0,23.9,1.48,61.91,5.4,41.9,17.39,15.42,0,116.71,1.32,97.32,16.99,107.93,7.9,3.87,2.24,129.29,263.13,69.93,206.11,292.13,24.59,39.72,52.68,96.42,15.88,196.33,57.6,2.6,125.1,130.33
9.33,116.59,100.58,134.75,7.23,32.04,0,2.61,107.87,48.77,500.17,58.93,93.08,34.65,7.54,11.64,3.21,5.08,12.63,194.75,39.33,89.19,158.35,32.41,61.23,128,40.75,20.73,25.39,0,23.89,1.38,63.47,5.13,43.02,17.41,15.32,0,115.88,1.3,97.51,17.02,108.61,7.97,4.27,2.23,129.29,264.64,70.12,206.59,292.65,24.87,40.63,52.75,96.45,16.14,196.53,57.65,2.6,128.4,131.18
9.17,115.55,100.34,135.1,7.25,31.99,0,2.59,107.87,48.6,502.88,58.02,90.51,34.13,7.41,11.54,3.22,5.13,12.54,193.51,39.15,91.83,154.25,31.98,60.54,125.95,40.59,20.05,25.62,0,23.64,1.38,63.76,5,42.67,17.23,15.01,0,114.46,1.31,97.99,16.79,108.04,7.76,4.11,2.24,128.77,266.83,70.98,208.21,294.7,24.86,39.93,53.03,96.18,16.16,198.04,57.7,2.6,126.55,132.82
9.16,116.76,100.76,135.27,7.12,32.27,0,2.56,108.41,49.01,497.03,56.76,90.3,33.91,7.45,11.43,3.28,5.09,12.39,193.04,38.82,90.87,150.95,31.56,60.78,126.34,40.54,20.13,25.57,0,23.53,1.28,65.73,5.05,43.87,17.18,14.72,0,114.49,1.31,98.24,16.72,108.54,7.74,4.17,2.24,130.12,268.78,71.43,213.93,295.82,25,40.04,52.98,96.8,15.28,199.33,52.85,2.6,128.4,133.62
9.14,117.8,101.75,138.21,7.05,32.88,0,2.6,109.42,49.34,493.3,56.34,91.03,33.88,7.4,11.63,3.29,5.09,12.47,193.82,38.82,90.51,148.45,31.79,60.97,127.51,40.51,20.95,26.02,0,24.06,1.25,66.42,5.09,43.81,17.91,15.1,0,114.76,1.28,100.53,16.96,109.63,7.7,4.2,2.28,132.36,269.24,71.66,213.95,297,25.39,41.7,53.06,97,15.12,200.07,52.9,2.6,128.75,134.08
9.26,117.22,101.59,137.29,7.01,33.13,0,2.63,110.27,49.08,501.55,58.32,92.95,34.12,7.34,11.74,3.35,5.11,12.48,194.97,39.22,89.85,150.75,31.86,61.07,130.23,40.48,20.45,26.67,0,23.89,1.25,66.4,4.93,43.25,18.17,15.25,0,115.86,1.25,100.52,16.84,109.55,7.65,4.17,2.4,134.4,269.58,69.9,213.54,297.15,25.72,41.38,52.99,97.88,15.05,201.14,51,2.6,129.65,133.05
9.22,117.11,101.78,137.69,6.98,33.28,0,2.6,109.49,49.34,502.61,58.13,91.69,33.92,7.27,11.71,3.32,5.12,12.42,194.68,39.16,90.66,149.45,31.55,61,130.07,40.45,20.48,26.3,0,23.69,1.25,65.54,4.88,42.95,18.58,15.06,0,114.67,1.25,101.6,16.72,109.54,7.56,4.14,2.41,136.87,269.82,69.71,214,300.1,25.31,40.42,53.87,96.66,14.81,198.8,50.55,2.6,130.25,132.77
9.28,115.27,100.72,135.79,6.9,33.28,0,2.48,107.25,48.78,511.22,58.99,95.29,34.39,7.23,11.87,3.29,5.13,12.36,195.39,38.81,90.5,150.15,31.49,60.78,129.85,40.17,20.53,26.16,0,22.83,1.07,65.37,4.71,43.19,17.97,15.03,0,115.41,1.25,101.26,16.8,109.5,7.65,4.1,2.43,134.69,273.1,69.13,214.76,305.22,23.02,40.07,53.99,97.46,14.82,201,50.2,2.6,129.15,133.09
9.27,114.66,100.49,135.33,7.03,32.49,0,2.45,106.86,48.63,512.04,59.99,97.12,34.01,7.1,11.75,3.3,5.13,12.46,194.69,38.43,90.2,147.95,30.51,60.16,126.02,39.63,20.48,26.47,0,22.26,1.18,64.4,4.75,42.3,18.26,15.82,0,114.22,1.27,100.9,16.66,108.65,7.66,4.01,2.48,129.95,270.55,68.87,213.08,303.25,22.46,39.71,53.95,96.23,14.72,198.28,50.65,2.6,128.85,131.4
9.12,113.24,99.91,133.77,6.91,32.5,0,2.46,106.71,48.02,504.15,58.32,94.03,33.19,6.9,11.23,3.28,5.16,12.42,195.65,38.75,90.4,147.65,30.59,59.66,125.63,39.1,20.45,26.2,0,22,1.13,63.78,4.68,41.84,18.24,16.96,0,114.88,1.28,99.81,16.41,108.49,7.64,3.97,2.45,132.48,269.28,68.94,213.16,303.75,22.36,39.02,53.75,95.28,14.75,197.89,50,2.6,128.55,130.78
9.2,114.34,100.51,134.98,6.98,32.84,0,2.5,106.17,48.49,520.58,59.76,92.8,33.41,7.06,11.37,3.3,5.21,12.49,197.19,39.22,90.87,148.75,30.99,60.79,128.18,39.65,20.74,26.28,0,22.01,1.16,63.64,4.74,41.5,18.44,15.95,0,114.76,1.27,100.52,16.72,109.4,7.62,3.94,2.53,136.1,271.4,69.1,215.01,307.58,22.18,39.81,53.94,97.02,14.69,200.3,49.5,2.6,128.1,132.39
9.16,114.66,100.79,136.08,6.98,33.31,0,2.47,107.25,49.03,516.56,59.89,94.54,33.37,7.06,11.37,3.29,5.23,12.49,198.7,39.46,91.07,149.3,31.59,61.86,136.39,39.89,21.18,26.42,0,22.03,1.16,64.46,4.78,42.01,18.55,15.65,0,116.82,1.28,102.21,16.72,109.45,7.8,3.97,2.5,135.27,271.14,68.39,214.33,306.2,21.63,39.23,53.87,95.65,14.16,199.49,49,2.75,127.55,131.57
9.2,115.55,101.34,137.29,7.07,34.07,0,2.61,104.39,48.92,517.1,59.21,92.8,33.47,7.27,11.53,3.32,5.23,13.1,198.57,40.1,91.34,149.45,31.3,61.54,136.45,40.24,21.41,26.19,0,21.9,1.16,64.74,5.04,42.21,18.56,16.52,0,117.73,1.29,101.9,16.88,110.14,7.85,3.98,2.48,136.56,269.99,69.6,210.82,305.8,21.66,39.27,54.01,96.15,14.13,200.61,48.25,2.75,128.8,132.21
9.48,115.84,101.15,136.83,7.09,33.96,0,2.58,107.72,48.6,513.14,58.13,91.84,33.62,7.42,11.49,3.34,5.23,13.05,197.08,40.51,89.96,148,30.51,60.11,134.62,39.87,21.91,25.83,0,21.67,1.2,63.47,5.04,42.51,18.43,16.36,0,115.93,1.33,102.83,16.7,109.54,7.77,3.98,2.45,139.63,268.13,68.48,208.44,301.42,21.48,38.05,53.64,94.26,14.26,197.99,48.7,2.75,125.3,130.07
9.81,114.26,100.16,135.21,7.02,33.49,0,2.56,107.41,47.95,509.97,58.13,91.97,33.77,7.42,11.44,3.36,5.22,12.96,197.88,40.7,89.74,146,30.71,60.01,134.9,40.14,21.99,25.56,0,21.65,1.23,62.42,5.25,41.87,18.25,16.7,0,115.33,1.32,102.27,16.53,107.65,7.66,3.93,2.46,139.86,267.61,68.11,205.22,299.2,22.07,37.69,53.29,93.57,14.42,198.73,49.25,2.75,123,129.21
9.99,114.16,99.77,135.39,6.99,33.64,0,2.51,107.64,47.17,510.06,57.81,91.24,33.69,7.22,11.45,3.36,5.22,12.84,198.12,40.72,89.73,145.3,31.11,60.25,135.64,39.88,22,26.07,0,21.78,1.16,62.74,5.13,42.05,18.47,16.82,0,116.25,1.29,101.55,16.5,107.95,7.7,3.93,2.47,140.23,267.7,67.99,203.92,301.88,22.08,37.63,53.31,94.64,14.42,198.73,50.7,2.75,123.85,129.8
10.11,114.78,100.55,134.92,7.07,33.89,0,2.55,109.73,50.65,507.44,56.32,90.92,33.8,7.11,11.48,3.37,5.22,13.07,196.74,40.71,89.02,146.55,31.6,60.57,136.15,40.28,22.33,26.4,0,22.06,1.11,62.69,5.01,42.1,18.35,16.9,0,116.23,1.31,102,16.53,108.45,7.82,4,2.44,141.61,272.82,68.24,207.73,304.8,21.77,38.62,53.44,94.65,13.86,201.23,49.3,2.13,126.25,131.08
10.15,113.45,100.58,134.41,7.03,33.87,0,2.55,111.04,52.16,514.52,57.06,92.69,33.43,7.04,11.48,3.34,5.24,12.93,196.73,40.42,89.39,146.05,31.32,59.89,134.75,40.04,22.13,26.09,0,21.88,1.21,62.11,5.05,41.57,18.26,17,0,115.46,1.28,101.86,16.63,107.93,7.78,4,2.49,140.43,270.77,69.03,206.84,302.84,21.64,38.32,53.19,94.76,13.7,199.75,48.5,2.13,125.45,130.61
10.21,113.58,100.29,134.46,7.05,33.75,0,2.56,111.58,51.98,513.27,56.3,91.79,33.26,7.32,11.59,3.34,5.23,12.9,196.88,39.96,89.81,145.25,31.55,60.24,134.1,40.06,22.37,26.07,0,22.1,1.27,63.57,5.06,41.75,18.28,17.03,0,114.52,1.31,100.06,16.65,107.7,7.91,3.97,2.49,139.49,268.54,68.01,209.37,302.6,21.85,38.58,53.47,95.34,13.64,199.47,48.6,2.13,125.05,130.73
10.21,113.28,100.19,134.58,7.02,33.73,0,2.55,111.51,52.48,513.45,56.35,92.85,33.51,7.32,11.59,3.32,5.24,12.76,198.32,40.33,91,148.25,31.83,60.12,134.65,39.95,22.47,26.46,0,22.2,1.25,63.51,5.11,42.14,18.35,16.99,0,114.8,1.29,100.68,16.55,107.49,7.87,3.95,2.47,139.43,269.33,67.87,208.94,302.8,21.58,38.8,53.34,95.89,13.89,199.05,48.85,2.4,124.85,131
10.34,111.75,99.64,133.94,6.95,33.73,0,2.53,110.97,51.78,512.46,57.73,93.23,33.69,7.33,11.69,3.35,5.24,12.68,197.88,40.03,89.49,148.8,31.69,60.28,133.9,39.73,23.19,26.26,0,22.16,1.18,63.51,5.09,42.1,18.34,16.92,0,115.54,1.25,98.95,16.47,106.69,7.87,3.95,2.46,139.97,267.9,68.02,206.12,303.61,21.88,38.71,53.5,95.49,13.66,197.87,48,2.3,125.3,131.05
10.32,111.99,99.29,133.31,6.91,33.45,0,2.51,110.19,51.64,509.76,57.48,95.19,33.68,7.31,11.44,3.32,5.26,12.77,198.4,40.96,89.39,151.8,32.04,60.71,135.25,39.86,23.15,25.98,0,22.13,1.11,62.42,5.08,41.74,18.37,16.98,0,116.55,1.21,97.94,16.23,106.38,7.75,3.91,2.48,139.4,270.72,70.01,208.8,308.14,21.62,39.17,53.8,96.45,13.04,200.95,46.85,2.45,126,131.78
10.44,114.2,100.27,134.98,7.07,33.59,0,2.51,110.5,52.68,513.43,58.58,95.28,33.68,7.29,11.43,3.33,5.25,12.7,199.54,42.51,89.63,150.5,32.12,60.56,136.1,39.98,22.81,25.96,0,22.18,1.12,62.44,4.89,41.75,18.43,17.23,0,116.43,1.26,98.04,16.26,107.31,7.92,3.97,2.48,141.01,271.01,70.54,210.55,306.3,21.59,39.4,54.13,96.75,12.68,201.22,46.3,2.45,125.9,132.17
10.59,114.77,101.63,132.39,7.01,34.05,0,2.52,110.97,53.02,511.54,57.79,93.06,33.39,7.25,11.24,3.32,5.25,12.44,200.1,42.43,89.75,149,32.96,62.21,138.99,40.62,22.72,26.44,0,22.6,1.14,63.45,4.91,41.85,18.66,17.2,0,116.93,1.25,99.3,16.39,107.25,7.98,3.99,2.51,141.73,272.21,70.61,213.96,305.39,21.71,40.22,54.72,96.82,12.53,201.35,45.8,2.4,129.8,132.39
10.63,115.19,101.49,130.66,7,34.01,0,2.51,111.74,52.77,515.73,57.8,91.55,33.43,7.27,11.47,3.33,5.22,12.47,200.23,42.7,90.03,148.35,33.21,62.87,143.42,41.12,22.48,26.5,0,22.72,1.23,63.25,4.91,42.65,18.82,16.97,0,117.83,1.24,99.63,16.49,107.16,8.02,4.01,2.51,140.23,268.83,69.55,215.03,302.19,21.73,40.6,54.59,96.86,12.69,200,46.25,2.4,131.65,131.78
10.61,114.49,100.96,130.54,6.99,33.92,0,2.49,111.27,53.02,512.86,56.46,91.39,33.34,7.33,11.42,3.36,5.21,12.44,200.23,42.7,90.03,148.35,33.21,62.87,143.42,41.12,22.48,26.5,0,22.72,1.2,63.16,4.76,42.65,18.82,16.97,0,117.83,1.22,99.43,17.13,107.82,7.95,3.98,2.51,139.6,268.83,69.55,215.03,302.19,21.73,40.6,54.59,96.86,12.69,200,46.25,2.4,131.65,131.78
10.48,115.11,100.57,131.7,7.06,33.85,0,2.51,110.97,52.82,510.33,56.52,92.37,33.36,7.3,11.43,3.36,5.24,12.38,201.09,42.85,88.88,149.5,33.14,62.66,142.5,41.04,22.72,26.46,0,22.62,1.2,62.74,4.69,42.17,18.68,16.34,0,117.67,1.23,100.52,17.13,108.27,8.02,3.93,2.48,141.78,268.07,65.59,213.34,302.2,21.98,40.5,54.41,95.8,12.53,198.73,45.75,2.4,131.5,130.7
10.53,115.38,100.76,132.45,7.03,33.69,0,2.47,110.89,52.46,505.11,56.06,91.44,33.41,7.24,11.37,3.35,5.32,12.27,202.52,43.23,88.72,149.55,33.77,63.26,143.38,41.26,23.07,26.63,0,22.69,1.27,63.2,4.74,42.98,18.25,16.38,0,118.62,1.22,101.22,17.01,107.26,7.8,3.89,2.5,142.67,265.27,64.65,211.6,301.45,21.73,40.52,53.78,96.18,13.01,196.74,46.8,2.4,131.1,130.74
10.5,116.19,100.81,131.46,7.05,33.89,0,2.62,111.58,52.2,501.25,55.36,90.78,33.21,7.24,11.18,3.35,5.32,12.45,202.21,43.41,87.94,148.6,33.99,63.39,145.75,41.75,23.82,26.77,0,22.63,1.15,64.41,4.77,43.59,18.52,16.4,0,118.92,1.22,103.44,16.8,106.69,7.82,3.86,2.5,141.32,265.87,64.87,209.93,302.35,21.5,40.37,53.98,96.2,13.01,197.04,47.7,2.4,129.25,131.25
10.52,116.65,101.4,133.14,7.12,34.06,0,2.67,111.97,52.25,494.06,54,89.47,33.14,7.23,11.19,3.36,5.31,12.41,202.39,43.46,88.25,150.45,33.25,63.12,144.43,41.54,23.37,26.64,0,22.68,1.16,64.58,4.7,44.22,18.64,16.71,0,117.06,1.23,103.48,16.98,107.18,7.87,3.89,2.49,142.7,267.45,64.61,210.43,302.9,21.64,39.91,53.8,96.83,10.69,197.87,46.25,2.4,127.55,131.72
10.69,116.93,102.32,134.58,7.17,33.97,0,2.64,112.51,52.39,498.17,55.06,90.04,32.98,7.36,11.11,3.37,5.35,12.45,203.7,43.72,89.41,152.35,33.08,64.28,145.9,41.95,23.59,26.79,0,22.7,1.11,64.33,4.69,44.29,18.8,17.09,0,117.93,1.23,107.53,16.96,107.76,7.85,3.93,2.52,145,269.3,64.67,211.78,304.48,21.86,40.47,54.63,97.98,10.22,200.33,46.2,2.4,130.2,133.09
10.61,117.28,102.04,133.48,7.09,33.89,0,2.63,112.05,52.67,505.04,55.82,91.18,32.8,7.43,11.13,3.38,5.55,12.4,204.62,43.5,89.7,154.35,32.75,64.48,145.92,41.94,23.2,26.7,0,22.59,1.18,63.03,4.66,44.54,18.78,17.05,0,117.05,1.21,107.31,17.14,108.74,7.82,3.93,2.52,142.47,268.96,64.8,213.56,303.73,22.35,40.6,54.31,98.3,10.76,199,46.85,2.46,131.95,132.78
10.49,118.03,102.23,134.64,7.1,33.63,0,2.64,111.74,52.77,512.04,57.24,92.76,32.91,7.57,11.14,3.37,5.6,12.39,204.45,43.42,88.58,154.1,32.59,64.44,145.47,41.64,23.62,26.37,0,22.65,1.11,63.22,4.66,44.26,18.82,16.83,0,116.86,1.24,105.67,17.07,107.26,7.79,3.94,2.55,139.89,266.7,65.04,210.43,300.2,22.4,40.56,53.84,98.61,11.02,196.85,47.25,2.46,131.6,132.03
10.43,118.09,102.08,133.94,7.03,32.9,0,2.69,112.13,53.01,511.08,57.07,91.57,32.7,7.49,11.18,3.37,5.6,12.36,204.38,43.37,87.77,153.5,32.06,64.09,144.1,41.8,23.69,26.21,0,22.57,1.11,61.63,4.92,44.28,18.94,17.05,0,116.73,1.23,105.12,16.99,107.8,7.83,3.94,2.55,138.37,265.69,66.73,210.15,301.34,22.54,40.45,53.29,99.83,10.76,197.63,47.2,2.46,129,131.37
10.32,116.7,101.07,132.73,7.01,32.68,0,2.69,110.11,52.91,510.17,57.21,91.52,32.57,7.55,11.28,3.28,5.67,12.25,203.4,43.13,87.25,152.2,31.92,63.25,143.22,42,23.44,26.09,0,22.61,1.14,62.27,4.83,45.83,18.7,16.72,0,115.79,1.24,105.43,17.18,109.4,7.83,3.86,2.54,141.21,267.03,66.7,212.41,302.3,22.3,39.69,53.44,100.98,10.95,198.27,47.3,2.5,129.85,133.04
10.45,116.07,101.01,133.25,7.03,32.94,0,2.69,110.04,52.39,519.68,58.76,91.82,32.94,7.61,11.38,3.27,5.6,12.25,203.9,43.38,86.13,152.75,31.68,63.63,143.84,42,23.42,26.12,0,22.77,1.29,61.79,4.81,44.57,19.01,17.43,0,116.08,1.19,106.01,17.49,109.75,8.14,3.88,2.5,143.54,275.97,66.51,215.57,303.8,22.4,40.64,54.2,102.22,10.95,202.18,47.8,2.46,131.25,131.81
10.53,115.84,97.2,132.62,7.06,32.78,0,2.69,109.49,51.04,517.58,58.81,93.22,32.6,7.62,11.41,3.28,5.65,12.25,202.33,43.4,85.47,152.45,32.56,64.53,147.01,42.31,23.34,25.99,0,23.22,1.18,61.06,4.77,44.85,18.57,17.6,0,115.36,1.21,107.94,17.52,108.93,8.18,3.91,2.45,143.79,278.33,67.03,217.07,305.65,22.07,41.47,54.53,101.54,12.06,203.12,54.35,2.46,133.55,131.89
10.52,113.72,97.45,130.77,7.04,31.87,0,2.8,109.42,51.38,516.8,58.87,98.94,32.78,7.5,11.45,3.27,5.68,12.28,201.77,43.46,83.48,152.6,33.08,63.63,145.69,42.35,23.19,25.98,0,23.28,1.15,60.5,4.9,44.6,18.42,17.43,0,113.43,1.2,107.3,17.62,108.29,8.18,3.93,2.49,143.79,280.04,67.3,218.12,307.9,22.91,42.79,54.69,103.66,11.44,204.27,52,2.5,134.7,132.79
10.29,113.07,96.66,132.27,7.04,31.79,0,2.76,108.49,51.75,519.47,58.03,100.86,32.27,7.31,11.45,3.2,5.64,12.23,201.02,43.19,82.81,151.6,33.06,63.62,145.4,42.25,23.19,25.92,0,23.75,1.2,59.96,4.9,44.37,18.22,17.17,0,112.92,1.19,108.2,17.71,106.62,8.26,3.86,2.45,143.79,280.42,67.53,219.18,308.01,22.8,42.2,54.73,103.71,11.64,205.72,52.85,2.3,134.4,134.87
10.25,112.45,96.52,133.02,7.05,32,0,2.78,107.72,51.75,520.68,58.41,100.85,32.07,7.03,11.53,3.19,5.69,12.2,201.81,43.38,82.81,154.25,32.38,63.57,144.91,42.45,23.17,25.04,0,23.51,1.37,60.56,4.83,44.2,18.25,17.32,0,112.51,1.15,109.84,17.69,107.65,8.3,3.89,2.44,143.88,281.55,67.83,220.37,308.54,22.65,42.32,56.24,104.34,11.53,205.41,51,2.3,136.55,135.72
10.25,113.86,96.67,133.83,7.08,32,0,2.68,107.95,52.16,528.3,59.8,104.6,31.86,6.97,12.23,3.18,5.68,12.12,200.61,43.44,82.22,153,31.94,62.31,141.13,41.92,23.31,24.77,0,23.12,1.61,60.22,4.77,44.12,18.34,17.16,0,113.25,1.15,107.71,17.77,108.78,8.35,3.85,2.27,144.86,281.37,67.41,220.48,306.85,22.59,42.52,56.09,103.64,11.77,204.87,51.8,2.3,137.4,134.82
10.07,114.54,96.58,135.33,7.18,31.9,0,2.65,107.87,52.19,530.43,59.25,104.23,31.78,7.03,12.11,3.18,5.6,12.19,200.45,43.17,82.35,161.65,32.16,63.17,144.62,41.8,24.8,25.18,0,23.11,1.8,61.08,4.66,44.87,18.66,17.17,0,112.21,1.13,106.45,18.04,108.86,8.31,3.81,2.33,146.38,284.74,67.66,222.21,309.58,22.66,42.79,56.37,104.19,11.84,205.33,51.7,2.3,137.75,134.27
10,115.2,95.61,134.23,7.19,31.77,0,2.67,106.48,51.77,529.31,59.05,104.46,31.83,6.86,11.75,3.23,5.57,12.39,199.8,42.79,81.86,161.9,32.46,64.16,145.28,42.23,25.76,25.18,0,23.07,1.83,61.79,4.66,45.05,18.87,17.05,0,111.61,1.14,108.31,18.29,109.16,8.28,3.76,2.34,148.82,286.84,69.11,223.46,310.13,23.05,43.69,56.31,106.36,12.12,206.8,53.2,2.3,141.3,133.63
9.97,116.36,95.8,134.52,7.18,32.06,0,2.67,106.94,52.51,539.98,59.83,107.7,31.86,6.85,12.14,3.24,5.56,12.4,199.3,43.53,81.35,159,32.34,63.64,144.38,42.04,25.06,25.27,0,23.2,1.57,61.08,4.66,43.25,18.95,16.99,0,111.8,1.13,110.27,18.38,110.64,8.3,3.86,2.45,149.14,284.62,68.32,223.06,309.13,23.09,43.39,56.06,105.7,11.87,205.03,52.55,2.3,139.7,134.6
10.02,116.82,96.47,134.98,7.08,32.22,0,2.71,106.63,53.39,539.13,59.66,105.71,32.09,6.84,11.71,3.24,5.56,12.51,199.45,43.44,81.64,156.2,32.59,64.16,148.92,42.68,24.38,26.05,0,23.16,1.44,61.37,4.67,43.27,18.57,17,0,111.01,1.14,110.39,18.28,110.45,8.29,3.87,2.45,149.8,287.72,68.47,226.44,310.29,22.67,44.15,56.02,104.54,11.71,205.58,51.7,2.3,139.35,135.71
10.16,116.82,97.31,136.88,7.12,32.39,0,2.71,107.87,53.86,539.13,59.66,105.71,32.09,6.84,11.71,3.24,5.47,12.47,199.35,42.93,82.02,157.8,30.77,64.97,147.07,42.58,24.4,26.04,0,23.1,1.5,61.96,4.6,42.77,18.7,17.17,0,110.87,1.14,110.69,18.31,110.44,8.28,3.94,2.48,149.14,289.9,69.35,229.93,311.33,22.91,45.07,57.29,105.78,12.09,208.72,53.5,2.3,142.2,136.59
10.03,117.4,97.1,137,7.16,32.55,0,2.73,107.79,54,539.13,59.66,105.71,32.09,6.99,11.94,3.23,5.66,12.87,199.08,43.15,81.92,161.5,30.85,64.89,147.09,42.55,24.32,25.71,0,23.46,1.5,61.79,4.66,42.51,18.73,17.22,0,110.19,1.2,110.69,18.13,110.59,8.14,4.02,2.47,150.83,291.08,69.43,232,312.86,23.2,45.45,57.04,105.05,12.38,210.53,54.65,2.5,142.4,136.6
10.14,118.49,97.21,137.87,7.17,32.87,0,2.71,108.02,54.35,539.13,59.66,105.71,32.09,6.84,12.01,3.2,5.6,12.7,201.18,43.32,83.18,167.15,30.75,65.06,146.97,42.66,24.41,25.58,0,23.59,1.44,62.21,4.72,42.28,18.68,17.4,0,111.42,1.18,113.16,18.01,109.8,8.14,4.03,2.48,150.83,292.18,69.38,234.14,313.02,23.77,45.47,56.88,105.52,12.37,211.3,53.05,2.5,141.5,136.49
10.12,120.39,97.68,138.33,7.14,33.18,0,2.71,108.57,55.96,539.13,59.66,105.71,32.09,6.83,11.97,3.2,5.61,12.53,209.25,43.62,83.11,167.6,30.9,65.04,146.96,42.75,24.72,27.18,0,23.95,1.43,61.8,4.68,41.82,18.68,17.04,0,111.54,1.18,113.01,17.9,108.94,8.08,4.02,2.45,150.83,292.68,69.7,234.16,314.58,23.64,45.53,59.03,106.46,12.31,213.45,54.15,2.5,142.6,136.98
10.3,119.47,97.45,137.63,7.13,33.3,0,2.81,108.57,55.65,539.13,59.66,105.71,32.09,6.73,12.21,3.18,5.57,12.4,210.11,43.62,83.18,165.2,30.81,64.26,143.94,42.08,24.47,27.62,0,23.64,1.38,62.8,4.72,41.72,18.54,17.27,0,111.27,1.19,113.07,18.01,109.74,8.05,4.01,2.47,152.47,293.33,69.73,235.83,316.46,23.72,45.41,59.41,109.66,12.06,212.6,52.75,2.5,142.2,137.51
10.39,120.51,98.24,139.31,7.18,33.39,0,2.81,108.64,55.71,549.68,60.97,104.15,32.39,6.71,12.01,3.19,5.57,12.4,208.19,43.43,82.26,166.8,30.81,63.66,143.37,42.02,24.35,27.4,0,23.92,1.41,63.3,4.82,42.02,18.59,17.42,0,113.37,1.27,111.53,17.94,109.88,8.12,4.01,2.41,153.1,293.86,69.97,235.94,317.3,23.56,45.44,59.33,110.54,11.47,213.53,50.7,2.5,142.65,137.49
10.24,120.62,98.49,140.69,7.19,33.57,0,2.87,109.96,56.33,562.48,61.64,107.17,32.48,6.76,12.13,3.14,5.7,12.58,207.96,43.94,83.97,168,30.43,63.36,142.54,42.16,24.74,27.5,0,23.71,1.41,64.21,4.7,42.64,18.8,17.89,0,115.17,1.28,112.2,17.76,109.84,8.1,3.98,2.47,150.66,293.33,69.67,234.88,317.71,23.82,46.27,59.04,110.8,11.27,212.55,50.75,3,143.3,137.21
10.32,120.8,99,140.4,7.29,33.61,0,2.81,110.66,56.27,568.18,63.72,112.48,32.75,6.85,12.03,3.13,5.71,12.5,207.74,44.24,84.14,171.15,30.9,63.32,143.27,42.18,24.62,27.8,0,23.89,1.38,64.58,4.69,42.47,18.84,18.14,0,114.26,1.27,112.03,17.66,110.35,8.08,3.97,2.46,150.66,295.19,69.45,233.93,318.59,23.9,45.61,58.97,110.95,11.02,212.83,50.05,3,142.15,136.65
