"","A:TWEX(P)","A:TWEX(EPS)","A:TWEX(PA)","A:TWEX(PB)","B:ABI(P)","B:ABI(EPS)","B:ABI(PA)","B:ABI(PB)","H:HB(P)","H:HB(EPS)","H:HB(PA)","H:HB(PB)","F:RCD(P)","F:RCD(EPS)","F:RCD(PA)","F:RCD(PB)","I:CPR(P)","I:CPR(EPS)","I:CPR(PA)","I:CPR(PB)","DGE(P)","DGE(EPS)","DGE(PA)","DGE(PB)","K:BBCA(P)","K:BBCA(EPS)","K:BBCA(PA)","K:BBCA(PB)","K:CHRE(P)","K:CHRE(EPS)","K:CHRE(PA)","K:CHRE(PB)","DK:CAB(P)","DK:CAB(EPS)","DK:CAB(PA)","DK:CAB(PB)","DK:RBR(P)","DK:RBR(EPS)","DK:RBR(PA)","DK:RBR(PB)","CN:KCM(P)","CN:KCM(EPS)","CN:KCM(PA)","CN:KCM(PB)","CN:YWU(P)","CN:YWU(EPS)","CN:YWU(PA)","CN:YWU(PB)","CN:JYB(P)","CN:JYB(EPS)","CN:JYB(PA)","CN:JYB(PB)","CN:TTB(P)","CN:TTB(EPS)","CN:TTB(PA)","CN:TTB(PB)","IN:MLC(P)","IN:MLC(EPS)","IN:MLC(PA)","IN:MLC(PB)","IN:UBB(P)","IN:UBB(EPS)","IN:UBB(PA)","IN:UBB(PB)","MX:BEC(P)","MX:BEC(EPS)","MX:BEC(PA)","MX:BEC(PB)","BR:AVS(P)","BR:AVS(EPS)","BR:AVS(PA)","BR:AVS(PB)","CL:CVZ(P)","CL:CVZ(EPS)","CL:CVZ(PA)","CL:CVZ(PB)","U:STZ(P)","U:STZ(EPS)","U:STZ(PA)","U:STZ(PB)","U:BF.B(P)","U:BF.B(EPS)","U:BF.B(PA)","U:BF.B(PB)","U:TAP(P)","U:TAP(EPS)","U:TAP(PA)","U:TAP(PB)","U:SAM(P)","U:SAM(EPS)","U:SAM(PA)","U:SAM(PB)"
"12/18/15",6.04,0.09,6.05,6.01,132.33,5.69,132.39,132.27,90.28,4.07,90.54,90.28,120.11,3.76,120.34,120.11,4.62,0.15,4.62,4.61,23.74,1.25,23.75,23.74,0,0,0,0,1.77,0,1.78,1.77,93.63,0,93.71,93.63,42.62,1.9,42.48,42.39,225.88,13.33,226.82,226.77,27.03,1.57,27.04,27.03,69.78,3.45,69.78,69.76,33.54,1.2,33.55,33.52,8.62,0,8.62,8.61,13.16,0.14,13.19,13.16,0,0,0,0,4.7,0.21,4.77,4.77,10.87,0.48,11.08,10.48,138.57,4.33,138.6,138.58,40.11,1.31,40.1,40.08,92.55,1.93,92.56,92.55,205.24,7.43,205.86,205.71
"12/21/15",6.03,0.09,6.04,5.98,130.31,5.69,130.43,130.31,88.92,4.07,88.92,88.91,118.43,3.76,118.61,118.43,4.54,0.15,4.55,4.54,23.71,1.25,23.71,23.7,0,0,0,0,1.79,0,1.8,1.78,93.17,0,93.17,93.09,41.4,1.9,41.43,41.34,236.45,13.33,236.32,236.24,28.84,1.57,28.85,28.84,73.68,3.45,73.69,73.68,35.92,1.2,35.92,35.91,8.73,0,8.69,8.68,13.29,0.14,13.3,13.29,0,0,0,0,4.76,0.21,4.76,4.76,10.83,0.48,10.85,10.82,141.4,4.33,141.4,141.38,40.21,1.31,40.24,40.22,92.73,1.93,92.76,92.75,204.34,7.43,204.54,204.38
"12/22/15",5.95,0.09,5.95,5.93,129.74,5.69,129.85,129.74,89.36,4.07,89.43,89.36,118.03,3.76,118.15,117.97,4.43,0.15,4.43,4.43,23.71,1.25,23.71,23.7,0,0,0,0,1.87,0,1.87,1.86,93.01,0,93.24,93.09,41.8,1.9,41.94,41.89,234.37,13.33,234.36,234.34,28.84,1.57,28.85,28.84,71.84,3.45,71.85,71.84,35.27,1.2,35.2,35.19,8.63,0,8.62,8.62,13.16,0.14,13.19,13.17,0,0,0,0,4.74,0.21,4.74,4.74,10.89,0.48,10.85,10.82,142.63,4.33,142.63,142.61,40.84,1.31,40.87,40.86,93.14,1.93,93.11,93.1,206.11,7.43,206.49,206.15
"12/23/15",5.9,0.09,5.92,5.89,132.56,5.69,132.56,132.5,90.94,4.07,91.03,90.93,120.45,3.76,120.62,120.45,4.56,0.15,4.56,4.56,24.34,1.25,24.35,24.34,0,0,0,0,1.88,0,1.88,1.88,94.41,0,94.33,94.25,41.79,1.9,41.79,41.71,232.26,13.33,232.78,232.77,28.62,1.57,28.62,28.61,71.08,3.45,71.08,70.89,35.31,1.2,35.31,35.3,8.65,0,8.66,8.65,13.17,0.14,13.17,13.15,0,0,0,0,4.81,0.21,4.81,4.81,11.16,0.48,11.18,11.04,143.69,4.33,143.68,143.65,41.27,1.31,41.27,41.25,93.96,1.93,93.95,93.94,203.83,7.43,203.79,203.53
"12/24/15",5.98,0.09,5.99,5.95,132.56,5.69,132.56,132.5,91.54,4.07,91.58,91.49,121.09,3.76,121.14,121.09,4.56,0.15,4.59,4.59,24.38,1.25,24.38,24.31,0,0,0,0,1.87,0,1.87,1.87,94.41,0,94.61,94.57,41.79,1.9,41.73,41.63,234.11,13.33,234.21,233.92,28.8,1.57,28.8,28.79,70.72,3.45,70.81,70.72,34.95,1.2,34.98,34.96,8.65,0,8.61,8.6,13.33,0.14,13.36,13.33,0,0,0,0,4.81,0.21,4.84,4.83,11.06,0.48,11.18,10.97,143.03,4.33,143.02,142.97,40.76,1.31,40.77,40.76,93.98,1.93,93.95,93.92,205.4,7.43,205.49,205.34
"12/25/15",5.98,0.09,6.03,5.98,132.56,5.69,131.57,131.53,91.54,4.07,90.51,90.45,121.09,3.76,119.95,119.84,4.56,0.15,4.53,4.52,24.38,1.25,24.4,24.31,0,0,0,0,1.87,0,1.86,1.85,94.41,0,94.31,94.25,41.79,1.9,42.02,41.9,233.82,13.33,233.82,233.81,28.25,1.57,28.26,28.25,69.98,3.45,69.98,69.95,35.15,1.2,35.15,35.13,8.65,0,8.71,8.7,13.33,0.14,13.53,13.5,0,0,0,0,4.81,0.21,4.82,4.8,11.06,0.48,11.1,10.99,143.03,4.33,142.7,142.66,40.76,1.31,40.63,40.62,93.98,1.93,93.29,93.27,205.4,7.43,205.14,204.94
"12/28/15",5.98,0.09,6.03,5.98,132.16,5.69,132.21,132.16,90.42,4.07,90.48,90.41,119.93,3.76,120.05,119.88,4.53,0.15,4.54,4.53,24.38,1.25,24.55,24.49,0,0,0,0,1.86,0,1.86,1.85,94.48,0,94.33,94.25,42.33,1.9,42.39,42.3,228.22,13.33,228.24,228.23,27.5,1.57,27.5,27.49,69.27,3.45,69.28,69.27,34.1,1.2,34.11,34.1,8.74,0,8.74,8.74,13.53,0.14,13.56,13.53,0,0,0,0,4.79,0.21,4.81,4.79,11.17,0.48,11.18,11.12,143.27,4.33,143.25,143.24,40.78,1.31,40.78,40.76,93.44,1.93,93.46,93.45,203.87,7.43,203.87,203.62
"12/29/15",5.98,0.09,5.99,5.95,134.58,5.69,134.58,134.46,92.64,4.07,92.64,92.57,122.47,3.76,122.47,122.41,4.66,0.15,4.66,4.66,24.69,1.25,24.69,24.67,0,0,0,0,1.87,0,1.88,1.87,95.1,0,95.02,94.95,42.71,1.9,42.78,42.71,228.95,13.33,229.07,228.87,28.36,1.57,28.37,28.36,69.73,3.45,69.74,69.73,34.3,1.2,34.3,34.29,8.51,0,8.5,8.49,13.46,0.14,13.42,13.4,0,0,0,0,4.81,0.21,4.81,4.81,11.28,0.48,11.47,11.21,144.25,4.33,144.2,144.18,40.8,1.31,40.79,40.78,94.89,1.93,94.87,94.85,204.25,7.43,204.24,204.06
"12/30/15",5.98,0.09,5.98,5.96,133.54,5.69,133.54,133.48,92,4.07,92.03,91.97,122.3,3.76,122.3,122.18,4.61,0.15,4.62,4.61,24.69,1.25,24.69,24.66,0,0,0,0,1.87,0,1.88,1.87,94.79,0,94.95,94.79,43.35,1.9,43.33,43.27,227.94,13.33,227.87,227.09,28.7,1.57,28.71,28.7,69.68,3.45,69.76,69.68,34.78,1.2,34.78,34.77,8.34,0,8.33,8.31,13.35,0.14,13.39,13.36,0,0,0,0,4.72,0.21,4.73,4.72,11.38,0.48,11.62,11.25,144.17,4.33,144.17,144.14,40.57,1.31,40.58,40.57,94.54,1.93,94.55,94.54,202.65,7.43,202.72,202.65
"12/31/15",6.07,0.09,6.08,6.05,131.93,5.69,132.21,131.93,90.84,4.07,91.07,90.75,121.32,3.76,121.66,121.32,4.61,0.15,4.53,4.51,24.38,1.25,24.4,24.38,0,0,0,0,1.95,0,1.95,1.95,94.79,0,93.93,93.72,43.35,1.9,43.06,43,227.25,13.33,227.26,227.07,28.41,1.57,28.41,28.4,71.39,3.45,71.4,71.39,34.58,1.2,34.58,34.55,8.53,0,8.58,8.56,13.51,0.14,13.5,13.49,0,0,0,0,4.72,0.21,4.62,4.61,11.38,0.48,11.52,11.2,142.44,4.33,142.43,142.41,39.71,1.31,39.72,39.71,93.92,1.93,93.93,93.92,201.91,7.43,202.02,201.91
"01/01/16",6.07,0.09,6.11,6.08,131.93,5.69,130.23,129.98,90.84,4.07,90.04,89.68,121.32,3.76,119.53,119.15,4.61,0.15,4.46,4.45,24.38,1.25,23.98,23.97,0,0,0,0,1.95,0,1.95,1.94,94.79,0,93.01,92.8,43.35,1.9,42.29,42.25,227.25,13.33,222.54,222.66,28.41,1.57,27.64,27.63,71.39,3.45,71.62,71.66,34.58,1.2,33.61,33.48,8.58,0,8.58,8.57,13.46,0.14,13.5,13.46,0,0,0,0,4.72,0.21,4.54,4.54,11.38,0.48,11.32,11.06,142.44,4.33,140.29,140.27,39.71,1.31,39.06,39.05,93.92,1.93,92.75,92.74,201.91,7.43,201.54,201.27
"01/04/16",5.98,0.09,6.01,5.98,129.68,5.69,129.74,129.62,89.71,4.07,89.73,89.55,117.63,3.76,117.63,117.4,4.47,0.15,4.47,4.47,23.87,1.25,23.87,23.87,0,0,0,0,1.89,0,1.9,1.89,93.17,0,93.4,93.24,41.83,1.9,41.83,41.79,218.74,13.33,218.72,218.71,26.74,1.57,27.98,27.97,66.74,3.45,70.59,70.62,32.32,1.2,32.47,32.31,8.49,0,8.48,8.48,13.4,0.14,13.39,13.36,0,0,0,0,4.55,0.21,4.55,4.54,11.15,0.48,11.18,10.91,140.69,4.33,140.73,140.72,38.88,1.31,38.88,38.87,92.29,1.93,92.24,92.22,199.25,7.43,199.53,199.25
"01/05/16",5.82,0.09,5.84,5.81,131.46,5.69,131.46,131.35,90.54,4.07,90.54,90.51,117.63,3.76,117.63,117.57,4.55,0.15,4.55,4.55,24.25,1.25,24.25,24.25,0,0,0,0,1.89,0,1.89,1.88,94.41,0,94.48,94.41,41.94,1.9,41.93,41.86,221.65,13.33,221.17,221.16,27.08,1.57,27.09,27.08,69.77,3.45,69.78,69.77,32.12,1.2,32.16,32.13,8.4,0,8.36,8.36,13.55,0.14,13.55,13.52,0,0,0,0,4.62,0.21,4.62,4.61,11.15,0.48,11.18,10.82,143.62,4.33,143.67,143.65,38.9,1.31,38.9,38.89,92.64,1.93,92.66,92.64,194.6,7.43,194.7,194.63
"01/06/16",5.84,0.09,5.84,5.82,129.74,5.69,129.79,129.74,90.04,4.07,90.05,90.03,117.05,3.76,117.05,116.99,4.48,0.15,4.48,4.48,24.18,1.25,24.19,24.18,0,0,0,0,1.89,0,1.89,1.88,92.01,0,92.08,92.01,41.58,1.9,41.58,41.54,220.99,13.33,221,220.81,27.68,1.57,27.69,27.68,69.51,3.45,69.52,69.51,32.76,1.2,32.79,32.78,8.27,0,8.25,8.23,13.43,0.14,13.46,13.41,0,0,0,0,4.57,0.21,4.58,4.57,10.98,0.48,11.18,10.82,143.12,4.33,143.14,143.08,38.15,1.31,38.14,38.14,90.8,1.93,90.79,90.76,190.48,7.43,190.54,190.48
"01/07/16",5.78,0.09,5.81,5.77,127.54,5.69,127.83,127.54,87.9,4.07,87.98,87.89,115.3,3.76,115.38,115.3,4.37,0.15,4.37,4.37,23.65,1.25,23.65,23.64,0,0,0,0,1.77,0,1.77,1.76,91.93,0,91.93,91.85,42.02,1.9,42.02,41.86,210.62,13.33,210.38,208.32,26.33,1.57,25.05,25.04,63.9,3.45,66.94,67.06,31.01,1.2,30.81,30.73,7.93,0,7.9,7.89,13.19,0.14,13.25,13.16,0,0,0,0,4.45,0.21,4.48,4.45,10.87,0.48,11.18,10.82,149.61,4.33,149.54,149.5,37.34,1.31,37.35,37.35,90.35,1.93,90.38,90.36,192.14,7.43,192.24,192.14
"01/08/16",5.77,0.09,5.79,5.77,124.03,5.69,124.26,124.03,86.69,4.07,86.7,86.64,114.35,3.76,114.49,114.35,4.36,0.15,4.36,4.36,23.77,1.25,23.77,23.77,0,0,0,0,1.79,0,1.79,1.79,91,0,91.08,91,41.71,1.9,41.74,41.68,213.12,13.33,212.99,212.79,26.99,1.57,27,26.99,63.55,3.45,63.55,63.54,31.75,1.2,31.73,31.71,8.01,0,8.06,8.05,13.02,0.14,13,13,0,0,0,0,4.51,0.21,4.51,4.51,10.76,0.48,10.83,10.69,147,4.33,147,146.98,37.21,1.31,37.21,37.2,89.22,1.93,89.21,89.19,177.52,7.43,177.38,177.2
"01/11/16",5.71,0.09,5.73,5.69,126.51,5.69,126.56,126.51,87.62,4.07,87.62,87.61,114.41,3.76,114.41,114.37,4.41,0.15,4.42,4.41,23.71,1.25,23.72,23.71,0,0,0,0,1.8,0,1.8,1.79,89.61,0,89.69,89.61,40.86,1.9,41,40.9,208.16,13.33,208.28,208.15,25.07,1.57,25.08,25.07,61.66,3.45,62.06,61.66,30.92,1.2,30.98,30.92,7.86,0,7.84,7.84,12.79,0.14,12.76,12.75,0,0,0,0,4.44,0.21,4.44,4.44,10.4,0.48,11.18,10.4,147.05,4.33,147.07,147.05,37.56,1.31,37.56,37.55,88.47,1.93,88.47,88.46,171.31,7.43,171.31,171.25
"01/12/16",5.8,0.09,5.82,5.79,125.58,5.69,125.58,125.53,88.77,4.07,88.85,88.73,115.49,3.76,115.49,115.32,4.51,0.15,4.51,4.49,24.13,1.25,24.14,24.13,0,0,0,0,1.78,0,1.78,1.78,88.14,0,87.91,87.83,42.44,1.9,42.33,42.23,204.96,13.33,205.09,205.07,25.08,1.57,25.08,25.07,62.54,3.45,62.56,62.54,30.55,1.2,30.59,30.55,8.08,0,8.08,8.07,12.56,0.14,12.57,12.53,0,0,0,0,4.49,0.21,4.49,4.48,10.23,0.48,10.4,10.17,147.04,4.53,147.03,147,37.83,1.31,37.82,37.81,89.58,1.93,89.56,89.54,172.42,7.43,172.42,172.32
"01/13/16",5.85,0.09,5.86,5.85,126.1,5.69,126.16,126.1,88.97,4.07,88.99,88.76,115.95,3.76,116.07,115.84,4.58,0.15,4.58,4.57,24.32,1.25,24.33,24.32,0,0,0,0,1.78,0,1.78,1.77,86.36,0,86.36,86.28,42.67,1.9,42.67,42.58,208.07,13.33,208.2,208.09,25.11,1.57,25.12,25.11,61.31,3.45,61.32,61.31,30.08,1.2,30.09,30.08,7.98,0,7.98,7.96,12.42,0.14,12.4,12.39,0,0,0,0,4.45,0.21,4.45,4.45,10.2,0.48,10.22,9.8,144.13,4.53,144.12,144.1,36.6,1.31,36.6,36.6,87.59,1.93,87.6,87.59,167.27,7.43,167.27,167.25
"01/14/16",5.71,0.09,5.73,5.7,122.53,5.69,122.53,122.47,86.64,4.07,86.64,86.55,113.75,3.76,113.89,113.75,4.44,0.15,4.45,4.44,23.77,1.25,23.78,23.77,0,0,0,0,1.76,0,1.77,1.76,84.89,0,85.04,84.96,41.09,1.9,41.12,41.09,213.32,13.33,213.3,213.16,25.31,1.57,25.31,25.3,63.41,3.45,63.41,63.3,30.25,1.2,30.28,30.27,7.88,0,7.87,7.87,12.45,0.14,12.53,12.48,0,0,0,0,4.45,0.21,4.45,4.43,9.99,0.48,9.98,9.98,143.25,4.53,143.36,143.34,37.1,1.31,37.09,37.08,86.74,1.93,86.74,86.73,168.8,7.43,168.77,168.65
"01/15/16",5.67,0.09,5.68,5.66,122.82,5.69,122.82,122.7,86.21,4.07,86.22,86.2,111.96,3.76,111.99,111.95,4.38,0.15,4.39,4.38,23.52,1.25,23.52,23.52,0,0,0,0,1.75,0,1.75,1.74,82.26,0,82.26,82.18,40.07,1.9,40.11,40.01,207.26,13.33,207.26,207.25,24.58,1.57,24.59,24.58,62.07,3.45,62.07,61.97,29.17,1.2,29.19,29.17,7.64,0,7.64,7.64,12.28,0.14,12.33,12.28,0,0,0,0,4.38,0.21,4.39,4.38,10.21,0.48,10.22,10.09,142.75,4.53,142.77,142.75,36.8,1.31,36.79,36.78,86.03,1.93,86.06,86.05,164,7.43,164,163.99
"01/18/16",5.56,0.09,5.59,5.55,123.91,5.69,123.97,123.91,86.43,4.07,86.44,86.33,111.3,3.76,111.31,111.3,4.33,0.15,4.33,4.33,23.37,1.25,23.39,23.37,0,0,0,0,1.71,0,1.71,1.71,82.02,0,82.18,82.1,39.84,1.9,39.84,39.79,207.71,13.33,207.77,207.74,24.93,1.57,24.93,24.92,62.32,3.45,62.33,62.32,29.1,1.2,29.09,29.08,7.39,0,7.37,7.36,11.82,0.14,11.74,11.72,0,0,0,0,4.29,0.21,4.31,4.29,10.08,0.48,10.16,10.08,142.75,4.53,144,143.99,36.8,1.31,36.83,36.82,86.03,1.93,86.69,86.68,164,7.43,164.25,164.3
"01/19/16",5.59,0.09,5.6,5.56,126.68,5.69,126.74,126.68,87.45,4.07,87.5,87.45,113.86,3.76,113.87,113.73,4.43,0.15,4.43,4.43,24.01,1.25,24.02,24.01,0,0,0,0,1.74,0,1.75,1.74,82.95,0,82.88,82.8,40.46,1.9,40.49,40.42,218.97,13.33,218.93,218.87,25.94,1.57,25.94,25.93,63.97,3.45,64.03,63.97,29.89,1.2,29.91,29.89,7.79,0,7.83,7.81,11.99,0.14,12,11.99,0,0,0,0,4.43,0.21,4.43,4.43,10.04,0.48,10.09,9.95,145.62,4.53,145.68,145.67,37.05,1.31,37.06,37.05,87.2,1.93,87.21,87.2,166.16,7.43,166.08,166.07
"01/20/16",5.71,0.09,5.72,5.69,121.43,5.69,121.49,121.37,85.54,4.07,85.56,85.46,111.8,3.76,111.85,111.8,4.27,0.15,4.27,4.27,23.35,1.25,23.35,23.35,0,0,0,0,1.72,0,1.72,1.71,80.24,0,80.24,80.17,39.65,1.9,39.7,39.53,210.72,13.33,211.23,210.85,25.63,1.57,25.64,25.63,61.45,3.45,61.51,61.45,29.25,1.2,29.25,29.22,7.81,0,7.73,7.72,11.42,0.14,11.46,11.45,0,0,0,0,4.37,0.21,4.37,4.37,10.03,0.48,10.05,10,145.14,4.53,145.15,145.14,36.74,1.31,36.75,36.74,86.27,1.93,86.27,86.26,163.72,7.43,163.68,163.56
"01/21/16",5.78,0.09,5.78,5.75,123.97,5.69,124.03,123.97,87.56,4.07,87.56,87.42,115.61,3.76,115.61,115.55,4.36,0.15,4.36,4.35,24,1.25,24,23.99,0,0,0,0,1.47,0,1.47,1.47,82.02,0,82.02,81.95,40.41,1.9,40.55,40.41,208.57,13.33,208.51,208.42,25.04,1.57,25.04,25.03,60.88,3.45,60.88,60.87,28.9,1.2,28.91,28.89,7.63,0,7.7,7.7,11.24,0.14,11.39,11.38,0,0,0,0,4.31,0.21,4.32,4.31,10,0.48,10.02,10,143.45,4.53,143.45,143.43,36.24,1.31,36.26,36.24,86.57,1.93,86.57,86.56,163.95,7.43,163.88,163.76
"01/22/16",6.79,0.09,6.8,6.77,128.52,5.69,128.52,128.47,88.64,4.07,88.66,88.64,119.01,3.76,119.01,118.95,4.43,0.15,4.43,4.42,24.4,1.25,24.4,24.39,0,0,0,0,1.54,0,1.55,1.54,83.65,0,83.8,83.65,42.17,1.9,42.28,42.25,211.16,13.33,211.12,210.91,25.08,1.57,25.09,25.08,60.52,3.45,60.53,60.52,29.35,1.2,29.37,29.36,7.86,0,7.91,7.9,11.25,0.14,11.23,11.22,0,0,0,0,4.45,0.21,4.45,4.45,10.34,0.48,10.34,10.34,148.76,4.53,148.77,148.76,36.88,1.31,36.89,36.88,88.9,1.93,88.92,88.9,164.62,7.43,164.61,164.57
"01/25/16",6.44,0.09,6.47,6.44,129.79,5.69,129.85,129.79,89.43,4.07,89.43,89.34,118.43,3.76,118.43,118.38,4.48,0.15,4.49,4.48,24.19,1.25,24.19,24.19,0,0,0,0,1.45,0,1.45,1.44,84.04,0,83.88,83.8,42.14,1.9,42.11,42.02,211.19,13.33,211.23,211.13,25.45,1.57,25.45,25.44,62.43,3.45,62.44,62.43,29.37,1.2,29.38,29.37,7.7,0,7.72,7.71,11.18,0.14,11.19,11.16,0,0,0,0,4.45,0.21,4.42,4.4,10.36,0.48,10.37,10.36,148.25,4.53,148.26,148.25,36.86,1.31,36.88,36.87,87.6,1.93,87.62,87.6,163.55,7.43,163.63,163.57
"01/26/16",6.44,0.09,6.32,6.28,130.25,5.69,130.25,130.2,89.14,4.07,89.21,89.13,119.7,3.76,119.76,119.59,4.53,0.15,4.53,4.52,24.59,1.25,24.59,24.58,0,0,0,0,1.44,0,1.44,1.44,85.43,0,85.51,85.35,42.71,1.9,42.78,42.64,207.27,13.33,207.35,207.26,24.53,1.57,24.56,24.53,62.4,3.45,62.4,62.39,27.59,1.2,27.7,27.63,7.7,0,7.46,7.45,11.18,0.14,11.09,11.08,0,0,0,0,4.45,0.21,4.45,4.43,10.46,0.48,10.45,10.4,148.38,4.53,148.5,148.48,37.5,1.31,37.5,37.5,87.76,1.93,87.76,87.74,169.5,7.43,169.59,169.51
"01/27/16",6.53,0.09,6.55,6.52,131.46,5.69,131.46,131.18,90.41,4.07,90.41,90.4,119.93,3.76,119.99,119.88,4.56,0.15,4.56,4.55,24.52,1.25,24.52,24.5,0,0,0,0,1.44,0,1.44,1.43,85.89,0,85.74,85.66,42.62,1.9,42.68,42.56,208.23,13.33,208.3,208.09,23.9,1.57,23.91,23.9,60.93,3.45,60.98,60.93,27.69,1.2,27.74,27.72,7.38,0,7.33,7.32,11.03,0.14,11.03,11.03,0,0,0,0,4.71,0.21,4.71,4.7,10.61,0.48,10.63,10.39,146.11,4.53,146.12,146.11,37.1,1.31,37.12,37.11,87.75,1.93,87.78,87.77,171.87,7.43,171.87,171.76
"01/28/16",6.69,0.09,6.72,6.69,129.16,5.69,129.16,129.1,89.55,4.07,89.55,89.37,119.53,3.76,119.53,119.47,4.43,0.15,4.44,4.43,24.19,1.3,24.19,24.18,0,0,0,0,1.48,0,1.49,1.48,86.51,0,86.28,86.2,43.02,1.9,42.82,42.76,204.8,13.33,205.88,205.75,23.62,1.57,23.63,23.62,59.47,3.45,59.47,59.4,28.12,1.2,28.13,28.12,7.35,0,7.31,7.31,11.08,0.14,11.12,11.07,0,0,0,0,4.73,0.21,4.73,4.69,10.82,0.48,11.62,10.7,151.82,4.53,151.83,151.8,37.92,1.31,37.92,37.92,88.45,1.93,88.46,88.44,170.18,7.43,170.21,170.18
"01/29/16",6.63,0.09,6.66,6.59,133.6,5.69,133.6,133.43,92.28,4.07,92.28,92.19,124.49,3.76,124.49,124.43,4.65,0.15,4.65,4.65,24.75,1.3,24.77,24.75,0,0,0,0,1.45,0,1.45,1.45,89.45,0,89.07,88.99,44.57,1.9,44.57,44.49,208.98,13.33,208.72,208.55,24.64,1.57,24.64,24.63,61.25,3.45,61.31,61.25,28.63,1.2,28.65,28.64,7.1,0,7.13,7.13,11.02,0.14,11.11,11.02,0,0,0,0,4.93,0.21,4.93,4.92,11.23,0.48,11.33,11.12,152.48,4.53,152.41,152.4,39.14,1.31,39.11,39.1,90.48,1.93,90.47,90.46,179.25,7.43,179.22,179.16
"02/01/16",6.68,0.09,6.69,6.65,133.94,5.69,133.94,133.89,92.78,4.07,92.79,92.74,125.35,3.76,125.35,125.24,4.62,0.15,4.62,4.61,25.09,1.3,25.1,25.09,0,0,0,0,1.49,0,1.49,1.49,90.38,0,90.38,90.3,45.07,1.9,45.08,44.96,209.65,13.33,209.59,209.55,25.02,1.57,25.04,25.02,61.13,3.45,61.13,61.02,28.06,1.2,28.06,28.05,6.99,0,6.98,6.98,11.06,0.14,11.08,11.06,0,0,0,0,4.86,0.21,4.86,4.85,11.38,0.48,11.79,11.28,154.36,4.53,154.38,154.36,38.51,1.31,38.51,38.5,91.91,1.93,91.92,91.91,178.81,7.43,178.8,178.69
"02/02/16",6.64,0.09,6.66,6.61,133.48,5.69,133.54,133.48,92.21,4.07,92.22,92.12,123.45,3.76,123.51,123.33,4.61,0.15,4.61,4.61,25.03,1.3,25.03,25.03,0,0,0,0,1.48,0,1.48,1.48,89.38,0,89.45,89.38,44.9,1.9,44.87,44.8,213.04,13.33,213.04,212.99,25.2,1.57,25.24,25.2,62.07,3.45,62.08,62.07,28.38,1.2,28.39,28.38,7,0,7.01,7.01,11.49,0.14,11.57,11.56,0,0,0,0,4.75,0.21,4.75,4.75,10.81,0.47,10.82,10.78,152.51,4.53,152.55,152.53,38.32,1.31,38.32,38.31,91.55,1.93,91.56,91.55,174.9,7.43,175.04,174.91
"02/03/16",6.46,0.09,6.47,6.43,129.5,5.69,129.56,129.5,92.23,4.07,92.23,92.21,122.18,3.76,122.18,122.12,4.51,0.15,4.51,4.51,24.56,1.3,24.56,24.56,0,0,0,0,1.48,0,1.48,1.48,87.52,0,87.67,87.6,44.4,1.9,44.34,44.28,212.11,13.33,211.95,211.73,25.3,1.57,25.3,25.29,62.05,3.45,62.18,62.05,27.88,1.2,27.89,27.87,7.21,0,7.19,7.19,11.36,0.14,11.35,11.34,0,0,0,0,4.78,0.21,4.78,4.77,10.2,0.47,10.74,10.16,150.4,4.53,150.35,150.32,38.53,1.31,38.54,38.53,89.97,1.93,89.96,89.95,180.23,7.43,180.35,180.23
"02/04/16",6.62,0.09,6.63,6.59,126.74,5.69,126.91,126.68,88.8,4.07,88.81,88.8,119.82,3.76,119.88,119.7,4.31,0.15,4.31,4.31,24.01,1.3,24.01,24,0,0,0,0,1.43,0,1.43,1.43,88.21,0,88.14,87.98,43.74,1.9,43.61,43.58,213.5,13.33,213.5,213.31,25.33,1.57,25.33,25.32,62,3.45,62.01,62,28.17,1.2,28.16,28.14,7.06,0,7.03,7.01,11.57,0.14,11.58,11.56,0,0,0,0,4.85,0.21,4.87,4.85,10.36,0.47,10.44,10.27,146.95,4.53,146.81,146.8,38.5,1.31,38.51,38.5,87.63,1.93,87.63,87.61,178.31,7.43,178.42,178.34
"02/05/16",6.47,0.09,6.5,6.43,123.74,5.69,123.74,123.68,87.02,4.07,87.02,86.97,116.59,3.76,116.65,116.53,4.28,0.15,4.28,4.28,23.6,1.3,23.6,23.6,0,0,0,0,1.45,0,1.45,1.45,88.68,0,88.83,88.68,42.19,1.9,42.22,42.1,212.33,13.33,212.47,212.12,24.66,1.57,24.67,24.66,62.39,3.45,62.4,62.39,28.01,1.2,28.02,28,7.47,0,7.55,7.53,11.63,0.14,11.63,11.62,0,0,0,0,4.79,0.21,4.79,4.79,10.11,0.47,10.16,10.09,137.95,4.53,137.95,137.94,38.56,1.31,38.57,38.56,86.95,1.93,86.95,86.92,179.03,7.43,179.22,179.1
"02/08/16",6.41,0.09,6.42,6.39,118.72,5.69,118.84,118.72,86.26,4.07,86.34,86.25,115.67,3.76,115.67,115.55,4.08,0.15,4.08,4.08,23.41,1.3,23.41,23.4,0,0,0,0,1.45,0,1.46,1.46,84.89,0,84.96,84.81,39.96,1.9,39.99,39.93,212.33,13.33,210.05,209.67,24.66,1.57,23.18,23.17,62.39,3.45,62.3,62.26,28.01,1.2,27.65,27.63,7.43,0,7.45,7.45,11.61,0.14,11.62,11.61,0,0,0,0,4.79,0.21,4.74,4.75,10.01,0.47,10.16,10.02,134.95,4.53,134.99,134.97,37.73,1.31,37.72,37.72,83.9,1.93,83.94,83.89,184.66,7.43,184.82,184.72
