"","A:TWEX(FFNOSH)","B:ABI(FFNOSH)","H:HB(FFNOSH)","F:RCD(FFNOSH)","I:CPR(FFNOSH)","DGE(FFNOSH)","K:BBCA(FFNOSH)","K:CHRE(FFNOSH)","DK:CAB(FFNOSH)","DK:RBR(FFNOSH)","CN:KCM(FFNOSH)","CN:YWU(FFNOSH)","CN:JYB(FFNOSH)","CN:TTB(FFNOSH)","IN:MLC(FFNOSH)","IN:UBB(FFNOSH)","MX:BEC(FFNOSH)","BR:AVS(FFNOSH)","CL:CVZ(FFNOSH)","U:STZ(FFNOSH)","U:BF.B(FFNOSH)","U:TAP(FFNOSH)","U:SAM(FFNOSH)"
"07/06/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/07/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/08/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/09/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/12/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/13/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/14/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/15/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/16/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/19/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/20/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/21/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/22/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/23/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/26/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/27/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/28/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/29/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/30/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"08/02/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/03/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/04/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/05/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/06/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/09/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/10/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/11/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/12/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/13/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/16/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/17/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/18/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/19/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/20/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/23/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/24/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/25/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/26/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/27/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/30/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
"08/31/21","653170","899462","238276","194099","535805","2069074","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","485243","4402554","126114","167498","309716","179049","8155"
