"A.ASBX.PA.","D.RHM.PA.","I.LDO.PA.","F.CSF.PA.","BA..PA.","RR..PA.","TK.ASE.PA.","IS.ESLT.PA.","U.NOC.PA.","U.RTX.PA.","U.HII.PA.","U.LMT.PA.","X.AXON.PA.","X.MANT.PA.","U.BWXT.PA.","U.CW.PA.","X.SWBI.PA.","U.GD.PA.","U.RGR.PA.","X.POWW.PA.","U.CACI.PA.","X.HON.PA."
2.41,122.07,12.67,123.05,6.38,3.95,1.67,162.69,322.29,75.96,223,359.4,73.3,64.31,50.92,119.52,6.92,177.38,52.88,7.78,203.5,174.38
2.38,121.89,13.01,124.14,6.38,3.97,1.68,161,321.55,76.78,222.82,359.98,73.23,64.13,51.02,119.75,6.9,177.84,53.94,7.86,202.22,174.62
2.41,123.33,13.04,124.26,6.49,3.92,1.67,156.11,321.2,76.12,223.48,360.55,68.84,64.88,51.29,119.85,6.45,177.65,53.21,7.98,203.32,173.94
2.47,125.24,12.97,124.03,6.47,3.81,1.65,154.42,318.82,75.39,223.39,359.67,66.87,64.28,51.04,121.06,6.31,178.92,53.02,8.11,201,173.61
2.52,124.08,12.75,123.16,6.46,3.78,1.68,152.47,318.25,76.07,223.93,359.03,66.89,65.12,51.45,122.75,6.41,177.75,53.47,8.25,205.5,173.87
2.56,124.37,12.85,125.3,6.51,3.77,1.67,154.59,322.98,76.76,225.02,363.45,64.12,65.84,52.08,127.13,6.92,181.78,54.45,8.39,205.13,174.64
2.5,126.51,13.01,124.49,6.49,3.84,1.75,153.47,318.42,77.46,224.62,361.49,64.58,64.98,51.68,127.37,6.92,182.56,54.95,8.5,209.27,176.81
2.52,125.41,12.92,123.74,6.52,3.84,1.75,152.84,323.77,77.86,229.39,367.51,63.8,64.98,51.76,125.49,6.97,183.63,55.12,8.58,210,176.67
2.56,124.95,13.31,125.7,6.53,3.91,1.71,151.06,325.11,78.48,232.88,370.28,64.35,66.04,52.11,126.5,7.06,182.56,55.36,8.63,214.46,178.36
2.63,125.12,13.23,125.3,6.54,3.91,1.7,153.3,325.42,78.68,232.84,370.62,64.87,66.59,52.31,127.63,7.05,182.22,55.46,8.65,216.78,178.2
2.63,121.95,13.23,122.87,6.5,3.87,1.68,155.05,325.19,78.17,230.53,370,64.06,66.31,52.24,127.4,6.99,182.28,54.97,8.66,214.53,176.63
2.58,120.45,13.12,120.51,6.4,3.82,1.66,154.16,324.11,77.21,228.83,369.25,62.32,65.67,52,126.28,6.93,181.44,54.04,8.65,209.65,175.66
2.56,120.16,13.07,118.66,6.41,3.83,1.59,156.57,325.75,76.92,231.29,369.91,62.97,65.98,52.11,126.86,6.94,180.86,54.14,8.65,209.42,175.53
2.62,120.22,13.26,119.59,6.47,3.8,1.59,160.28,324.21,76.96,230.41,368.21,63.31,65.98,52.01,125.97,7.05,182.53,53.82,8.64,210.36,174.44
2.61,118.78,13.19,119.36,6.48,3.78,1.61,158.01,324.85,77.47,232.59,368.19,62.93,65.37,52.04,125.12,6.96,183.6,53.6,8.64,209.31,174.45
2.6,118.9,13.45,119.64,6.63,3.79,1.55,157.26,329.49,78.87,234.67,369.4,64.52,66.72,52.96,127.16,7.01,185.84,55.04,8.64,213.43,177.13
2.6,120.28,13.36,120.39,6.68,3.82,1.53,159.47,325.26,78.6,234.79,367.69,63.78,67.26,52.68,126.27,7.18,186.4,55.7,8.66,213.17,174.98
2.63,120.8,13.46,121.43,6.79,3.88,1.59,161.89,323.83,78.56,236.14,365.29,63.94,67.41,53.01,127.15,7.31,186.93,56.16,8.68,213.96,174.78
2.91,118.15,13.34,119.7,6.81,3.9,1.67,159.19,321.95,76.74,231.32,358.47,64.84,67.23,53.05,126.15,7.3,183.52,55.69,8.71,210.8,168.74
2.92,115.44,13.26,118.78,6.8,3.83,1.7,154.79,321.12,77.45,229.93,356.23,65.81,67.78,52.95,126.51,7.3,183.17,55.61,8.75,212.08,173.87
3.04,117.63,13.06,119.53,6.87,3.87,1.69,152.87,322.27,78.12,230.06,356.98,65.96,67.42,53,127.14,7.23,183.89,54.96,8.81,210.59,173.01
2.96,119.3,13.04,118.43,6.88,3.88,1.68,155.51,323.37,78.44,228.88,357.63,65.41,66.95,52.12,127.33,7.22,184.62,54.76,8.86,210.84,173.58
3.04,122.82,13.42,119.7,6.97,3.93,1.7,159.65,324.16,79.59,230.37,357.77,66.19,67.21,53.12,128.29,7.24,185.92,55,8.92,212.21,174.89
2.91,123.74,13.5,119.07,7,3.91,1.72,162.55,342.97,79.19,233.71,368.91,68.77,68.32,53.4,129.95,7.28,187.62,55.39,8.97,213.48,173.96
2.93,122.87,13.41,117.97,6.99,3.89,1.69,161.17,354.85,80.47,233.37,370.43,68.32,67.91,53.52,128.8,7.16,187.64,54.89,9,212.96,173.83
2.96,124.37,13.49,120.62,7.01,3.89,1.75,161.92,352.68,80,234.06,369.46,69.54,68.29,53.62,128.94,7.19,189.74,55.24,9.01,217.33,173.61
3.01,122.35,13.21,120.28,7.09,3.97,1.84,162.52,355.43,80.08,233.85,369.62,68.5,68.17,53.59,127.74,7.14,189.83,54.83,9,216.62,174.59
2.96,119.3,12.77,118.9,7.13,3.99,1.8,162.03,352.88,79.8,233.14,366.08,69.66,68.68,54.05,127.91,7.26,189.09,55.56,8.95,215.35,173.93
2.97,119.59,12.73,117.86,7.21,3.86,1.76,162.2,345.58,78.79,228.95,362.16,70.25,68.78,53.9,126.87,7.41,185.92,56.51,8.88,215.17,172.34
3,124.49,12.82,118.03,7.33,3.84,1.82,159.22,345.07,77.77,215.01,363.09,68.44,71.74,51.55,124.01,6.77,183.44,45.55,8.8,216.03,169.56
3,126.22,12.39,115.25,7.16,3.71,1.76,158.38,341.2,77.17,206.19,361.98,69.13,69.15,50.47,123.41,6.64,181.98,45.86,8.71,211.45,168.01
2.9,121.43,12.03,114.37,7.08,3.65,1.73,157.92,342.97,74.21,201.71,358.38,65.91,65.55,48.67,118.58,6.79,176.81,45.18,8.62,205.08,162.01
2.85,123.16,11.82,112.25,7.04,3.4,1.73,160.54,354.28,76,206.13,366.74,65.33,67.48,55.85,121.67,6.66,180.67,44.5,8.55,208.81,164.54
2.87,124.37,11.92,113.98,7.27,3.27,1.62,159.53,361.34,76.12,207.41,369.22,65.54,68.31,56.51,120.73,6.41,180.94,43.3,8.5,209.43,163.42
2.79,125.99,12.03,116.7,7.47,3.46,1.6,165.99,369.07,77.6,212.19,377.29,68.6,70.44,57.05,123.39,6.6,184.23,43.84,8.48,215.17,167.1
2.85,124.37,11.52,115.18,7.34,3.49,1.6,166.46,370.58,77.43,209.43,377.01,58.09,70.24,56.84,120.7,6.36,184.1,42.25,8.48,211.55,166.73
2.9,120.86,11.42,116.53,7.27,3.37,1.6,163.67,373.18,75.54,203.92,377.01,57.51,68.58,55.84,118.94,6.39,181.33,42.76,8.52,209.22,164.82
2.88,120.62,11.74,117.22,7.3,3.37,1.6,161.54,370.8,76.08,203.89,377.33,58.77,68.52,56.34,120.44,6.28,183.18,42.94,8.58,211.04,168.05
2.93,117.28,11.31,116.3,7.21,3.37,1.6,154.08,361.42,73.32,200.81,368.86,57.91,66.39,55.64,116.79,6.07,180.84,42.47,8.67,207.3,164.11
2.73,113.54,11.31,114.81,7.2,3.38,1.59,158.96,365.34,73.01,204.04,373.57,57.4,67.15,55.1,117.7,5.95,182.29,41.54,8.79,202.99,162.27
2.78,117.22,11.65,117.34,7.21,3.38,1.57,156.17,368.04,73.77,206.98,376.98,59.22,67.93,56.07,120.06,5.98,184.48,41.54,8.94,208.36,165.07
2.82,119.99,11.73,118.9,7.26,3.42,1.59,158.33,370.14,74.69,208.36,380.46,60.1,68.88,56.63,121.61,5.98,187.59,41.82,9.1,209.28,165.84
2.89,120.86,11.51,119.01,7.24,3.45,1.64,160.57,369.3,74.76,207.52,381.96,60.78,68.49,56.69,121.06,5.84,187.23,40.74,9.27,212.57,163.5
2.89,123.51,11.89,122.07,7.42,3.51,1.68,161.4,369.16,75.1,209.59,382.96,60.36,69.64,57.04,121.82,5.91,188.51,40.69,9.44,217.26,163.79
2.89,122.59,11.69,121.2,7.22,3.41,1.63,163.81,372.03,75.48,208.54,385.86,62.39,69.87,57.53,122.93,5.91,187.56,41.4,9.59,215.99,162.89
2.85,121.03,11.53,121.43,7.11,3.36,1.64,156.75,361.47,72.87,204.38,377.05,59.41,68.05,56.22,120.74,5.72,183.63,39.89,9.71,211.1,156.55
2.74,121.55,11.58,122.07,7.12,3.36,1.66,156.55,366.82,74,204.71,380.5,61.02,68.5,55.97,121.31,5.76,184.65,39.88,9.8,213.55,156.97
2.75,122.01,11.9,122.35,7.11,3.35,1.68,153.99,364.03,73.49,202.61,379.91,60.99,68.23,56.12,120.87,5.64,183.41,40.67,9.83,213.05,157.48
2.74,121.55,12.39,118.78,7.05,3.34,1.65,154.36,363.92,74.85,203.82,380.97,59.99,69.44,56.96,121.75,5.72,185.44,40.8,9.83,215.55,159.57
2.71,123.68,12.9,119.93,7.15,3.38,1.7,156.66,367.99,76.42,207.38,384.43,61.34,70.65,58.65,122.97,5.91,189.43,42.05,9.8,220.96,163.64
3.1,122.53,12.84,121.26,7.17,3.46,1.74,156.03,367.49,76.84,208.99,383.89,59.96,70.27,59.22,122.6,4.62,191.13,41.03,9.75,222.43,164.58
3.16,125.81,13.01,121.84,7.29,3.47,1.75,160.57,364.85,76.27,208.92,382.58,58.86,69.94,59.51,122.23,4.17,190.17,40.57,9.67,221.73,163.39
3.18,125.12,12.74,120.62,7.29,3.43,1.74,161.11,366.31,76.11,208.03,384.79,59.02,69.54,59.47,122.39,4.41,189.33,40.8,9.59,221.04,163.58
3.21,128.52,12.98,126.85,7.32,3.45,1.79,164.7,371.97,77.31,208.56,389.25,59.99,69.17,59.13,123.73,4.48,190.68,41.05,9.51,222.42,167.17
3.29,131.93,12.95,126.85,7.4,3.48,1.78,163.5,368.32,78.47,214.14,385.15,61.2,70.26,59.74,127.25,4.53,192.23,41.79,9.42,227.01,170.4
3.31,130.72,13.04,126.68,7.52,3.53,1.79,161.6,367.74,78.89,215.08,386.68,62.04,69.22,59.89,127.87,4.69,192.67,41.74,9.34,227.21,171.15
3.3,132.16,13.16,126.28,7.38,3.52,1.8,159.59,356.03,79.14,215.42,380.33,59.57,68.79,59.22,128.63,4.78,188.06,42.63,9.26,219.57,169.6
3.28,132.45,13.25,125.24,7.46,3.65,1.86,157.78,355.07,78.97,217.93,381.32,60.59,67.85,59.99,131.33,5.08,187.84,44.09,9.19,209.42,169.56
3.18,134.46,13.47,124.37,7.55,3.73,1.89,159.93,358.81,80.17,220.55,381.54,62.94,68.19,60.02,131.61,5.27,188.56,44.9,9.12,212.44,171.21
3.16,132.45,13.57,124.32,7.51,3.71,1.85,160.82,365.1,81.06,216.84,386.62,64.37,68.11,59.9,131.98,5.3,189.4,44.4,9.06,215.85,168.6
3.17,133.83,13.69,124.14,7.49,3.73,1.86,159.65,363.63,81.4,218.39,384.71,65.13,69.67,59.8,132.51,5.15,189.96,44.09,9,216.12,167.61
3.07,134.69,13.46,123.16,7.58,3.61,1.87,161.34,371.41,81.44,222.63,392.75,66.23,70.02,59.81,133.42,5.02,190.96,43.9,8.95,216.11,166.18
3.13,135.85,13.07,122.7,7.7,3.63,1.82,161.28,374.38,80.92,221.09,394.01,66.15,69.97,60.42,133.51,4.91,191.32,43.41,8.9,216.56,166.49
3.13,135.85,12.86,121.61,7.73,3.6,1.8,161.4,377.58,81.25,219.75,397.1,65.49,70.01,60.28,131.65,4.74,190.27,43.06,8.86,226.42,167.96
3.05,135.62,12.92,123.05,7.69,3.63,1.75,163.98,375.29,81.11,218.58,393.31,63.17,69.55,60.06,130.67,4.65,188.07,42.65,8.83,224.26,166.73
3.15,134.52,12.74,121.14,7.53,3.55,1.74,164.39,368.38,79.97,214.82,388.29,63.53,68.77,59.62,128.58,4.68,187.41,42.2,8.79,227.92,168.3
3.07,133.43,12.56,119.76,7.57,3.47,1.72,164.41,369.2,80.01,212.49,387.8,62.55,69.09,59.21,128.93,4.68,186.87,41.49,8.76,227.13,167.1
3.07,134,12.43,120.51,7.38,3.47,1.76,167.37,369.81,79.97,212.85,389.33,60.95,69.68,58.17,129.4,4.59,184.75,41.53,8.73,226.44,165.78
3.04,134.23,12.39,120.16,7.42,3.5,1.76,164.27,375,80.73,213.75,390.43,60.43,70.48,58.51,130.64,4.52,186.15,41.57,8.7,231.4,166.9
3.13,130.2,12.48,120.86,7.51,3.52,1.73,165.42,382.33,81.16,214.36,393,59.02,71,58.49,129.64,4.45,186.07,41.13,8.68,233.79,167.07
3.14,131.58,12.48,120.8,7.48,3.55,1.82,166.72,371.18,80.47,213.34,387.92,58.32,71.09,57.81,129.65,4.62,183.02,41.95,8.65,227.49,168.07
3.2,134.69,12.46,121.72,7.49,3.55,1.87,166.5,374.84,80.55,211.92,390.03,56.79,71.47,57.21,129.37,4.5,182.81,41.78,8.62,231.4,169.17
3.26,133.54,12.3,121.61,7.41,3.47,1.81,165.19,367.93,78.95,206.55,384.27,54.22,69,55.93,126.67,4.43,178.69,41.28,8.6,226.35,164.17
3.26,130.77,11.94,117.45,7.16,3.31,1.79,163.21,362.65,77.02,200.3,378.28,53.28,67.38,55.23,124.01,4.36,174.5,41.36,8.57,224.41,161.14
3.12,130.89,11.89,113.64,7.09,3.23,1.76,161.83,364.56,77.42,203.02,380.06,54.34,67.85,56.39,125.04,4.32,174.94,41.79,8.53,225.38,161.52
3.04,133.43,11.93,113.54,7.15,3.27,1.78,163.7,369.2,78.56,204.98,384.94,54.87,68.24,55.68,125.74,4.43,176.62,42.58,8.5,228.41,163.62
3.07,135.5,11.88,113.64,7.23,3.29,1.77,165.45,368.09,78.29,205.61,383.71,54.67,68.3,55.38,126.71,4.56,176.68,43.56,8.46,229.3,163.21
3.11,133.19,11.62,114.17,7.22,3.25,1.74,165.7,368.45,77.13,203.31,382.32,52.76,67.89,54.62,124.18,4.63,176.53,43.52,8.42,226.64,158.65
3.11,132.21,11.45,112.99,7.29,3.28,1.7,165.19,367.67,77.83,205.68,384.61,52.34,68.56,54.68,125.31,4.95,177.05,44.36,8.38,227.68,159.83
3.11,131.23,11.44,112.25,7.27,3.29,1.67,164.99,368.75,79.01,208.74,386.94,52.54,68.89,55.17,126.19,5.17,176.71,44.94,8.34,230.12,161.01
3.06,127.89,12.06,111.79,7.3,3.33,1.69,165.83,362.02,80.27,211.79,381.36,53.16,70.05,55.8,128.13,5.31,179.65,44.4,8.3,229.8,163.49
3.06,127.83,11.99,111.63,7.34,3.37,1.58,167.23,366.53,80.17,212.48,382.61,52.83,69.58,55.54,126.68,5.17,179.18,44.47,8.25,228,162.98
3.07,124.2,12.12,111.47,7.3,3.34,1.6,168.41,362,80.33,213.29,382.68,53.33,70.11,56.5,126.58,5.21,178.42,44.01,8.21,229.18,163.67
3.15,121.55,11.96,111.24,7.3,3.32,1.57,168.41,364.77,80.67,214.98,382.9,51.89,69.49,56.16,126.91,5.16,178.32,44.21,8.18,226.45,163.91
3.17,123.28,12.21,109.76,7.1,3.27,1.57,166.68,356.33,81.49,211.83,377.09,51.74,70.75,56.68,127.92,5.25,176.82,44.67,8.15,227.07,167.57
3.13,121.95,11.81,103.77,7.09,3.19,1.66,165.6,349.61,80.7,210.14,372.49,50.56,69.22,56.34,125.6,5.25,174.41,45.01,8.13,225.47,165.58
3.05,123.28,11.91,104.36,7.03,3.17,1.63,165.19,350.39,81.56,211.01,373.65,52.32,69.07,55.86,125.78,5.37,175.46,45.17,8.13,224.81,169.01
3.02,123.74,11.81,101.6,7.03,3.25,1.64,164.67,352.39,83.44,215.17,373.57,53.23,68.22,56.36,125.57,5.39,179.93,45.58,8.14,216.59,168.96
2.93,124.37,11.78,100.35,7.05,3.25,1.69,163.61,353.54,82.51,217.16,373.09,53.71,68.35,56.43,126.7,5.46,173.6,45.92,8.16,215.42,169.89
2.93,123.57,11.88,99.96,7.28,3.17,1.69,163.12,357.1,84.62,220.72,374.74,54.94,69.11,57.41,128.86,5.48,174.71,45.66,8.18,217.29,171.47
3.06,126.04,12.14,100.4,7.34,3.21,1.74,163.84,345,84.31,221.29,370.62,54.27,69.39,57.43,128.47,5.51,173.53,45.58,8.21,217.78,171.64
2.99,128.24,12.26,101.39,7.43,3.25,1.73,164.21,346.59,84.35,222.69,371.84,54.76,69.48,57.7,129.06,5.44,174.93,45.75,8.25,218.19,172.73
3.03,125.99,12.21,100.33,7.49,3.22,1.71,167.69,347.11,83.76,222.56,370.97,52.98,70.18,57.99,129.98,5.49,176.06,46.08,8.28,223.52,173.17
3.03,124.83,12.09,101.5,7.56,3.21,1.7,163.73,354.18,84.88,225.1,378.64,52.53,70.56,58.01,131.07,5.42,178.24,46.04,8.31,224.58,174.68
3.11,124.72,12.01,101.2,7.57,3.2,1.71,165.85,352.35,84.66,225.66,376.76,51.13,79.18,58.1,135.42,5.45,176.9,45.76,8.34,223.94,172.79
3.04,127.54,12.15,100.19,7.64,3.27,1.71,164.1,352.1,86.5,230.3,379.08,52.53,74.81,58.38,140,5.61,179.7,46.31,8.36,224.73,176.04
3.2,128.01,12.65,100.72,7.65,3.32,1.76,162.66,340.94,87.03,228.76,374.47,51.87,75.87,59,139.42,5.8,178.06,46.66,8.37,223.62,179.99
3.23,130.2,12.6,100.33,7.53,3.47,1.76,164.64,337.85,87.19,230.1,373.57,53.09,75.8,60.28,137.91,5.78,179.36,46.52,8.38,222.37,180.67
3.29,131.64,12.81,100.01,7.66,3.5,1.73,166.22,344,87.46,233.78,379.66,52.26,74.91,60.72,138.8,5.91,181.56,47.38,8.36,224.81,180.82
3.23,129.97,12.96,100.86,7.67,3.51,1.76,164.3,343.51,87.77,250.44,378.7,52.38,75.33,60.2,139.59,6.14,182.91,47.46,8.34,225.85,179.71
3.28,122.01,12.98,100.12,7.61,3.5,1.76,162.23,350.23,87.79,251.15,381.87,65.29,75.46,61.01,139.53,6.13,185.09,44.93,8.29,226,181.22
3.29,120.8,13.09,100.05,7.51,3.33,1.75,161.11,349.93,87.42,251.88,381.38,64.44,76.02,61.03,139.33,6.27,184.35,45.09,8.24,227.94,180.85
3.4,120.62,13.2,99.43,7.51,3.36,1.77,161.51,351.75,87.53,253.96,386.27,64.01,76.47,60.75,140.37,5.9,185.28,43.75,8.17,229.67,182.05
3.43,119.01,13.11,98.23,7.54,3.32,1.79,163.5,353.8,87.46,254.62,387.78,64.66,77.02,60.87,140.75,6.07,184.76,43.97,8.09,228.96,181.94
3.27,119.3,13.2,101.62,7.51,3.29,1.76,164.24,355.74,87.38,255.36,390.2,66.71,77.5,61.16,140.81,6.42,185.19,45.13,8.01,230.35,179.68
3.27,119.24,13.24,102.61,7.53,3.3,1.78,162.58,356.64,88.12,256.92,393.63,67.37,78.46,61.5,141.12,6.53,187.08,46.32,7.92,232.16,181.72
3.31,118.78,12.96,103.81,7.57,3.28,1.79,159.96,356.73,87.98,258.02,392.76,67.74,79.44,60.72,140.24,6.41,186.62,45.8,7.83,234.28,179.8
3.32,119.47,12.84,104.66,7.6,3.29,1.81,158.81,353.5,87.53,257.3,390.81,68.49,80.83,60.79,139.78,6.46,184.91,45.37,7.74,234.41,180.12
3.26,111.21,12.78,106.19,7.53,3.25,1.8,158.41,353.23,86.48,254.24,392.72,72,80.51,61.67,139.68,6.35,184.33,45.11,7.65,235.07,177.18
3.26,107.64,12.63,105.19,7.5,3.22,1.79,160.42,348.29,86.87,250.65,390.26,71.9,78.01,60.98,138.24,6.39,182.95,44.47,7.57,235.37,176.57
3.13,109.85,12.61,104.94,7.55,3.3,1.79,158.67,349.16,87.15,249.82,390.6,72.1,77.4,60.52,136.63,6.47,182.79,44.13,7.5,231.37,176.78
3.04,112.32,12.48,103.83,7.61,3.34,1.74,164.04,349.75,86.96,249.21,390.06,74.34,78.53,60.51,137.89,6.64,182.66,45.24,7.45,239.32,176.54
3.15,113.59,12.58,103.51,7.62,3.34,1.75,164.41,353.8,87.38,249.43,392.57,76.93,78.57,60.85,138.54,6.57,182.03,45.06,7.42,240.15,178.53
3.15,112.39,12.39,103.07,7.57,3.23,1.73,163.7,352.88,87.82,252.65,394.29,75.57,79.22,60.85,138.34,6.74,182.35,45.26,7.4,241.2,179.46
3.12,112.53,12.39,102.68,7.58,3.24,1.75,165.36,354.24,88.14,253.18,394.74,74.31,78.66,60.72,138.46,6.79,183,45.67,7.4,241.33,180.12
3.09,111.84,12.29,102.54,7.53,3.21,1.74,162.4,351.61,87.48,251.67,391.36,73.86,77.59,60.13,137.45,6.71,181.73,45.51,7.41,239.71,178.7
3.19,110.66,11.72,99.84,7.37,3.14,1.75,165.76,341.86,85.56,250.05,383.8,73.74,77.36,59.02,135.12,6.61,178.04,44.55,7.42,237.2,174.33
3,110.82,11.79,99.24,7.21,3.12,1.75,164.82,343.19,84.8,249.4,381.73,73.86,77.67,58.82,136.12,6.61,177.06,44.15,7.42,235.78,172.54
2.86,112.09,11.96,101.27,7.26,3.16,1.76,164.41,343.29,85.32,254.51,384.68,72.76,77.41,59.61,137.24,6.95,178.13,44.78,7.4,236.15,173.24
2.88,112.67,12.14,101.25,7.24,3.17,1.83,163.7,344.53,85.71,252.03,386.05,72.85,77.04,59.98,138.55,7.25,182.44,45.29,7.37,236.03,174.12
2.83,112.09,12.25,101.44,7.34,3.23,1.8,162.09,344.92,86.68,253.41,386.86,71.87,78.09,60.52,139.62,7.07,183.55,45.66,7.32,237.11,175.43
2.89,111.86,11.98,100.86,7.31,3.27,1.82,164.39,343.05,86.27,253.23,383.45,72.3,77.87,60.54,140.91,6.85,183.24,46.07,7.25,236.62,174.49
2.9,111.79,12.16,101.3,7.25,3.17,1.8,165.71,344.42,85.78,251.78,384.41,72.65,77.59,60.33,141.48,6.98,180.47,46.39,7.19,236.44,174.05
2.85,111.75,12.07,100.24,7.33,3.17,1.78,167.72,348.78,86.86,253.74,386.24,72.5,77.84,61.66,142.22,7.03,179.27,46.16,7.14,238.73,176.02
2.8,113.04,12.22,99.41,7.49,3.18,1.82,166.57,345.95,88.12,254.55,384.17,71.82,78.19,62.01,143.21,7.12,180.46,46.75,7.1,239.62,177.44
2.85,113.82,12.15,99.52,7.55,3.09,1.82,163.78,344.65,87.92,251.24,386.47,72.52,78.33,62.36,143.49,7.1,179.03,46.58,7.09,240.48,177
2.92,115.3,12.19,103.17,7.64,3.18,1.82,163.21,344.69,88.18,252.31,385.91,73.19,77.96,62.75,142.87,7.12,180.61,46.29,7.11,242.36,176.49
2.95,118.43,12.22,103.74,7.46,3.11,1.81,163.27,345.86,87.69,252.4,386.82,71.38,77.82,62.34,141.42,7.07,181.13,46.55,7.16,242.28,176.69
2.95,118.61,12.29,106.39,7.47,3.15,1.79,162.17,338.7,87.16,251.71,380.58,69.83,77.84,62.34,139.65,7.03,178.51,46.66,7.22,243.87,174.67
2.93,118.55,12.28,105.91,7.48,3.14,1.79,159.68,342.1,87.71,254.25,383.15,70.35,79.08,62.64,140.88,7.12,178.59,47.16,7.3,247.49,176.54
3,118.84,12.29,107.25,7.5,3.14,1.78,160.45,346,88.19,254.08,386.44,71.28,80.62,63.7,142.83,7.06,178.36,47.27,7.38,250.4,176.41
2.92,119.07,12.44,108.03,7.59,3.18,1.79,160.85,348.23,88.38,255.49,391.94,72.26,81.19,63.45,143.31,7.07,179.79,47.06,7.45,250.62,176.46
2.92,119.63,12.49,108.22,7.61,3.15,1.82,160.85,347.23,88.24,254.13,390.03,73.2,80.94,63.26,143.63,7.1,178.86,47.03,7.51,250.71,176.35
2.95,120.25,12.42,108.07,7.65,3.15,1.83,160.82,347.84,88.58,253.36,390.09,73.29,80.79,63.25,143.31,7.1,178.32,46.93,7.55,251.52,176.67
2.95,120.42,12.3,107.7,7.68,3.18,1.83,158.76,347.93,88.9,252.59,392.43,72.93,80.6,63.09,142.46,7.09,178.25,46.74,7.57,251.81,176.9
2.92,119.64,12.17,107.27,7.62,3.16,1.83,154.85,346.51,88.64,251.09,393.59,72.95,80.08,62.76,141.75,7.07,177.48,46.62,7.59,250.98,176.51
2.86,118.09,12.07,106.92,7.44,3.1,1.9,154.22,349.19,88.44,251.96,392.01,73.54,79.71,62.66,141.7,7.09,176.05,46.76,7.59,250.92,176.44
2.85,117.87,12.04,106.72,7.42,3.08,1.95,154.39,343.87,88.3,250.88,389.37,73.35,79.89,62.07,140.96,7.14,176.34,47.03,7.6,250.07,176.99
2.84,118.72,12.05,106.67,7.47,3.08,1.98,155.48,343.5,89.31,251.18,390.19,75.19,80.05,62.24,141.75,7.08,177.3,47.14,7.6,250.17,179.39
2.85,119.59,12.09,107.2,7.54,3.07,2.01,155.91,355.63,90.37,255.84,399.35,76.6,80.62,63.63,143.11,7.04,178.45,47.19,7.6,252.23,180.76
2.88,119.13,12.2,108.56,7.63,3.06,2.02,159.47,375.01,90.42,263.51,413.74,73.93,81.57,65.41,143.42,7.17,180.14,47.59,7.61,255.91,178.85
2.88,117.17,12.55,109.6,7.73,3.05,2.05,161.28,375.7,90.64,265,412.98,68.74,80.75,65.26,143.53,7.37,182.12,48.56,7.62,257.84,177.52
2.9,119.18,12.71,109.39,7.75,3.01,2.08,159.02,375.08,90.31,267.49,414.53,69.77,79.41,66.31,145.21,7.29,180.03,48.32,7.63,257.12,177.63
2.94,120.05,13.09,110.91,7.78,3,2.07,158.24,370.25,90.49,268.95,411.03,69.6,80.06,65.67,145.01,7.31,180.47,49.21,7.64,259.63,177.8
2.93,119.64,13.02,111.31,7.79,3.09,2.13,157.84,372.36,90.62,276.09,415,70.19,80.38,66,146.08,7.25,181.5,48.74,7.64,262.85,179.07
2.96,118.78,13.08,110.66,7.79,3.08,2.11,156.86,374.39,89.56,270.94,413.85,69.52,80.45,64.81,143.76,7.08,179.52,48.67,7.63,263.13,178.68
2.88,119.47,13.05,111.61,8.07,3.05,2.13,160.82,376.68,89.65,274.88,419.02,70.77,81.24,65.35,145.43,7.18,181.17,49.53,7.61,265.45,181.23
2.91,120.68,12.82,111.24,8.04,3.04,2.16,158.33,374.58,89.39,271.4,415.98,71.37,80.38,64.99,145.03,7.27,180.9,50.2,7.59,264.07,180.43
2.9,118.72,12.77,111.1,8.05,3.05,2.14,156.57,380.27,89.66,274.16,420.95,72.72,81.93,65.15,147.41,7.36,181.65,50.98,7.56,267.67,180.74
2.96,120.97,12.7,112.21,8.09,3.05,2.13,156,383.86,90.61,276.65,425.74,75.22,81.84,66.39,149.08,7.39,182.46,51.59,7.53,269.35,182.29
2.96,121.09,12.82,113.91,8.2,3.05,2.13,155.83,379.97,91.06,277.81,425.66,73.61,81.85,66.17,148.67,7.24,181.88,50.48,7.49,270.61,183.22
2.97,124.72,12.79,115.2,8.51,3,2.15,157.35,379.1,91.24,279.26,426.4,72.94,81.33,65.86,148.28,7.23,182.56,50.09,7.46,270.84,182.47
2.93,123.45,12.67,114.21,8.47,2.99,2.15,155.05,378.25,91.11,278.7,426.28,75.33,80.74,65.28,147.89,7.2,183.33,50.11,7.44,269.96,180.98
2.96,120.51,12.65,113.43,8.41,2.93,2.15,154.85,375.45,90.69,275.76,424.5,79.07,81.03,64.68,147.39,7.04,183.1,49.82,7.42,269.57,180.05
2.96,118.26,12.59,112.71,8.39,2.94,2.13,152.64,381.56,90.74,277.16,428.88,78.64,82.06,66.34,147.98,7.08,184.65,50.05,7.4,271.97,179.64
2.92,117.97,12.89,113.84,8.46,2.97,2.13,151.49,381.65,90.38,276.48,432.63,80.55,81.91,65.91,147.39,7.06,185.09,49.51,7.38,269.64,177.09
2.82,116.7,12.42,113.15,8.34,2.87,2.18,152.78,378.93,89.06,274.02,432.38,77.91,81.51,65.36,146.93,7.19,182.5,49.32,7.37,267.86,173.54
