"A.TWEX.PA.","B.ABI.PA.","H.HB.PA.","F.RCD.PA.","I.CPR.PA.","DGE.PA.","K.BBCA.PA.","K.CHRE.PA.","DK.CAB.PA.","DK.RBR.PA.","CN.KCM.PA.","CN.YWU.PA.","CN.JYB.PA.","CN.TTB.PA.","IN.MLC.PA.","IN.UBB.PA.","MX.BEC.PA.","BR.AVS.PA.","CL.CVZ.PA.","U.STZ.PA.","U.BF.B.PA.","U.TAP.PA.","U.SAM.PA."
7.54,128.41,95.45,110.51,4.97,24.78,0,2,96.03,44.8,267.56,31.59,71,31.91,7.67,11.27,0,4.99,10.67,162.93,39.16,99.53,152.08
7.46,127.83,95.22,109.92,4.94,24.68,0,2.05,98.66,45.05,266.56,31.35,72.07,31.72,7.63,11.39,0,5.07,10.69,161.9,39.37,99.75,155.45
7.46,128.58,95.12,110.58,4.95,24.88,0,2.02,97.58,45.41,261.73,31.12,70.91,31.44,7.66,10.94,0,4.97,10.67,161.42,39.07,98.77,150.09
7.45,127.72,95.29,110.97,4.93,24.82,0,2.02,96.92,45.42,262.25,31.07,71.18,31.58,7.54,10.73,0,4.97,10.48,162.51,39.22,99.8,151.38
7.64,126.45,94.56,109.52,4.83,24.38,0,2.02,97.27,45.02,260.53,30.58,70.43,30.94,7.51,10.62,0,4.9,10.47,158.14,38.7,98.21,146.56
7.42,126.04,94.85,109.2,4.84,24.21,0,2.02,96.88,44.25,254.63,30.41,70.5,30.57,7.24,10.55,0,4.86,10.65,154.61,38.12,96.71,146.52
7.37,124.83,93.49,108.23,4.72,23.88,0,2,95.72,43.74,256.19,30.27,69.79,30.38,6.97,10.56,0,4.91,10.67,156.09,38.12,97.5,147.83
7.54,126.04,94.67,109.37,4.86,24.14,0,2,97.27,44.12,261.93,30.66,70.52,30.53,6.98,10.44,0,4.91,10.81,154.06,38.19,96.71,150.62
7.58,125.3,93.96,109,4.79,24.11,0,2.01,97.35,44.23,264.85,31.25,70.82,30.43,7.04,10.22,0,4.87,11.27,154.31,38.15,97.25,153.34
7.64,128.81,95.85,111.23,4.95,24.41,0,1.97,98.12,44.88,262.46,30.72,69.73,30.09,7.05,10.14,0,4.94,11.14,157.63,38.45,99.18,157.58
7.7,131,96.06,112.34,5.02,24.47,0,1.97,99.2,45.5,262.34,30.13,69.52,30.36,7.11,10.22,0,5.03,11.06,156.82,38.61,99.41,160.64
7.64,131.46,96.86,113.75,5.01,24.54,0,2.01,100.05,46.4,263.27,30.08,69.27,29.82,7.09,10.26,0,5.1,11.06,157.9,38.75,99.36,157.52
7.64,131.41,96.73,113.34,5.02,24.73,0,2.02,100.36,47.16,264.02,30.06,69.6,29.94,7.09,10.31,0,5.1,11.11,157.85,39.34,100.2,159.79
7.75,132.04,96.86,114.42,5.04,24.71,0,2.01,100.44,47.45,266.82,30.01,69.48,29.55,7.08,10.19,0,5.06,11.09,155.34,39.48,99.15,158.18
7.75,131.35,96.35,112.93,5.01,24.58,0,2,99.98,47.64,276,31.29,71.17,30.87,6.99,10.6,0,5.05,10.92,153.2,39.24,99.2,155.39
7.54,131.93,96.45,112.83,5.04,24.49,0,2.03,99.9,47.45,274.7,31.16,72.95,30.72,7.01,10.55,0,5.11,11.03,153.71,38.96,102.17,156.33
7.67,132.04,96.49,112.82,5.04,24.34,0,2.06,100.29,47.61,278.92,31.55,72.87,30.69,7.12,10.54,0,5.09,11.01,154.11,38.82,101.93,156.1
7.54,130.66,96.44,113.03,5.05,24.46,0,2.1,99.36,47.45,295.89,32.64,76.03,31.14,7.11,10.34,0,5.15,11.11,153.4,38.9,102.47,154.23
7.64,131.98,96.85,113.6,5.03,24.65,0,2.11,99.28,47.28,287.64,32.42,76.54,31.02,7.04,10.3,0,5.13,11.6,155.09,39.28,102.95,155.21
7.46,133.25,96.94,113.46,5.06,24.67,0,2.09,99.28,47.61,289.49,32.62,77.49,31.22,7.03,10.52,0,5.04,11.61,151.14,38.94,101.71,156.44
7.5,132.56,96.12,112.66,5.02,24.6,0,2.07,99.05,46.35,285.56,31.97,75.94,30.94,6.96,10.44,0,5.09,11.69,154.09,40.34,103.61,161.96
7.5,131.81,95.14,111.63,4.94,24.29,0,2.06,98.2,46.26,280.23,31.43,74.33,30.96,7.03,10.59,0,5.07,11.67,154.12,39.56,103.4,160.68
7.5,129.1,93.28,109.47,4.82,23.8,0,2.02,95.41,45.73,277.58,32.47,73.75,31.14,6.92,10.52,0,4.95,11.35,153.45,39.3,103.7,159.93
7.43,126.56,91.53,107.71,4.75,23.34,0,1.97,94.95,44.79,278.78,31.23,74.33,30.92,6.99,10.59,0,5,11.32,152.89,38.92,101.56,157.79
7.36,125.35,90.79,106.15,4.74,22.96,0,1.96,93.94,44.03,284.02,31.67,76.03,30.36,6.92,10.51,0,4.91,11.09,157.11,39.2,100.55,159.21
7.35,127.95,90.8,106.88,4.75,23.24,0,1.95,94.41,43.86,287.99,32.65,77.54,30.72,6.92,10.89,0,4.88,11.09,156.28,39.15,100.2,157.61
7.32,128.18,90.46,106.68,4.76,23.43,0,1.95,93.17,43.27,285.54,32.46,77.52,30.35,6.94,10.58,0,4.94,11.51,156.76,39.06,100.84,159.83
7.24,126.85,90.34,105.64,4.76,23.27,0,1.94,92.55,43.43,290.01,34.07,79.37,30.4,7,10.72,0,4.92,11.07,154.06,38.68,100.3,159.39
7.32,130.08,93.14,109.07,4.92,23.8,0,2,95.18,44.09,287.77,33.49,77.27,30.29,6.97,10.73,0,4.91,11.09,154.4,39.14,101.07,159.76
7.32,131.46,93.5,110.23,4.93,23.96,0,2.01,95.33,43.95,285.22,33.1,76.01,29.96,6.94,10.62,0,4.91,11.06,154.84,39.1,102.07,161.95
7.29,131.98,93.14,110.26,4.88,24.22,0,1.99,96.11,44.48,290.06,33.31,76.14,30.1,6.91,10.58,0,4.84,11.01,153.67,38.69,101.5,160.48
7.13,131.64,93.78,111.45,4.99,24.08,0,1.98,96.8,44.56,287.99,33.29,75.18,29.99,6.91,10.49,0,4.91,10.95,155.99,39.17,101.95,161.11
7.01,127.6,91.91,110.04,4.79,24.67,0,1.97,93.48,43.04,285.17,32.52,74.19,29.43,6.7,10.2,0,4.88,10.73,152.62,37.56,98.07,161
6.91,126.39,91.21,108.93,4.78,25.14,0,1.97,92.24,42.9,299.98,33.59,76.56,30.16,6.87,10.3,0,4.94,10.75,153.11,37.63,96.17,163.86
6.85,127.2,91.97,109.72,4.97,25.42,0,1.97,92.7,43.58,300.27,33.61,76.18,30.14,6.94,10.46,0,4.95,10.91,157.7,37.72,96.64,163.46
6.73,131.93,93.78,113.24,5.03,26.21,0,1.97,94.02,45.1,300.27,33.53,75.3,30.3,7.05,10.76,0,5.03,11.03,159.39,38.39,98.44,162.8
6.85,135.62,95.47,115.49,5.12,27.41,0,2,98.35,46.1,304.11,33.89,74.92,30.32,7.1,10.76,0,5.03,11.26,165.43,39.91,101.14,171.12
6.84,136.42,96.63,116.53,5.11,27.67,0,1.97,99.98,46.91,298.39,33.72,74.55,30.13,7.33,10.86,0,5.08,11.33,163.58,39.56,100.71,166.64
7.07,135.73,96.33,115.67,5.1,27.62,0,1.96,100.21,46.18,306.13,33.83,75.2,30.52,7.45,11.04,0,5.04,11.31,164.11,39.37,99.99,165.3
7.07,133.71,96.29,114.99,5.09,28.1,0,1.99,97.96,45.87,313,34.37,75.79,30.84,7.63,11.26,0,5.1,11.2,165.96,39.3,100.47,167.86
7.06,132.73,94.63,112.77,4.92,28.17,0,1.91,96.65,44.57,331.19,36.88,80.19,31.31,7.58,11.33,0,5.07,11.03,165.37,38.8,101.27,168.81
6.95,133.31,94.9,113.95,4.98,28.39,0,1.97,97.81,45.28,329.64,36.27,78.01,31.02,7.48,11.28,0,5.05,10.92,166.02,38.84,99.86,168.53
6.9,133.77,95.69,114.36,5.04,28.17,0,1.96,98.2,45.53,322.84,37.19,78.43,30.93,7.5,11.23,0,5.13,11.11,165.97,39.31,102.57,171.12
7.02,133.66,96.05,115.01,5.11,28.39,0,2.02,100.05,45.62,328.58,38.89,80.7,31.57,7.31,11.26,0,5.13,11.23,164.19,39.43,101.65,170.74
6.85,133.71,95.84,114.72,5.11,28.03,0,2.04,99.9,45.73,338.71,39.65,80.94,31.83,7.24,11.15,0,5.1,11.02,163.71,39.38,101.41,169.57
6.75,133.02,95.7,114.73,5.02,27.89,0,2.07,100.44,45.24,330.45,38.97,79.3,31.78,7.13,11.16,0,5.05,10.78,163.52,39.18,101.2,169.67
7.1,131.46,95.78,114.87,5.06,27.54,0,2.05,99.9,45.52,330.44,38.67,78.38,31.58,7.15,11.31,0,5.05,10.73,162.87,39.38,98.73,167.56
7.05,130.83,95.7,115.1,5.01,27.57,0,2,99.36,44.9,330.98,38.68,78.63,31.52,6.94,11.13,0,5.01,10.84,163.08,39.46,98.53,169.5
7.15,130.66,95.61,114.77,5.09,27.67,0,2,99.51,45.04,329.38,38.57,77.29,31.19,7.07,11.33,0,5.04,10.75,163.13,39.25,99.1,166.71
7.11,130.89,95.32,114.35,5.09,27.54,0,1.99,99.67,45.02,320.99,36.94,75.51,31.04,6.9,11.25,0,5.06,10.84,164.04,39.29,98.01,164.83
7.28,130.25,95.74,115.72,5.14,27.72,0,2.01,100.52,45.33,321.43,36.73,75.41,31.06,6.82,11.18,0,5.05,10.73,166.34,39.52,100.81,166.13
7.32,131.23,95.72,115.84,5.12,27.68,0,2.02,101.14,45.27,327.74,37.12,75.98,31.33,6.78,11.08,0,5.07,10.85,165.37,39.39,100.13,164.78
7.27,131.98,97.03,116.76,5.19,28.09,0,2,101.22,45.44,320.81,36.36,73.86,30.9,6.85,11.12,0,5.12,10.92,167.66,39.94,101.69,190.15
7.35,132.39,97.02,117.05,5.28,28.02,0,2.03,101.45,45.93,324.2,36.09,74.26,31.01,7.05,11.13,0,5.13,10.99,166.31,39.46,101.12,181.65
7.22,133.48,97.36,118.03,5.28,28.38,0,2.01,102.14,46.99,332.76,37.09,75.96,31.35,7.01,11.2,0,5.11,10.99,165.39,39.26,98.11,183.42
7.32,130.43,96.7,116.59,5.3,28.09,0,1.97,101.6,47.16,326.51,36.55,73.58,30.96,7.32,11.68,0,5.1,10.99,163.04,38.66,93.12,180.29
7.24,127.26,96.86,117.57,5.29,28.8,0,1.89,102.45,47.28,329.43,37.29,74.17,31.81,7.22,11.72,0,5.14,11.14,163.57,39.2,97.76,180.23
7.1,132.96,97.38,117.86,5.32,28.39,0,1.93,101.99,47.34,326.2,37.68,74.49,31.45,6.98,11.62,0,4.97,10.93,164.66,39.26,102.15,183.01
7.06,130.54,93.84,117.4,5.33,28.31,0,2.01,102.69,47.25,319.74,36.3,72.91,30.45,6.8,11.39,0,5.02,10.91,164.01,39.08,100.85,182.19
6.95,128.18,92.94,116.36,5.59,28.18,0,1.97,101.6,46.75,319.01,36.09,73.19,30.5,6.81,11.22,0,4.98,10.6,162.63,38.76,100.79,180
6.95,127.89,92.42,115.84,5.56,27.96,0,1.94,101.68,46.6,319.65,36.39,73.04,30.51,6.59,11.09,0,4.93,10.53,162.66,38.74,99.62,178.38
6.95,128.7,92.37,117.17,5.55,28.51,0,2.02,101.6,46.55,319.21,36.36,73.07,30.67,6.36,11.15,0,4.95,10.73,163.65,38.74,99.92,179.52
6.88,129.16,92.92,118.9,5.56,28.63,0,2,101.45,46.61,318.72,35.85,73.08,30.91,6.42,11.38,0,5.05,10.94,163.06,38.99,99.07,179.56
6.88,127.95,92.56,117.86,5.45,28.51,0,2,100.05,46.68,320.85,35.9,74.33,30.95,6.39,11.69,0,5.09,11.07,162.64,38.83,98.99,179.72
6.75,127.95,92.46,119.59,5.51,28.66,0,2.05,101.91,47.3,328.81,36.84,74.98,31.07,6.28,11.98,0,5.09,11.12,164.65,38.93,99.41,180.2
6.75,127.54,92.98,119.64,5.48,28.78,0,2.05,100.05,46.66,326.89,36.42,74.79,30.9,6.15,11.83,0,5.06,11.16,166.14,39.37,99.59,181.69
6.82,128.81,93.31,122.41,5.73,28.71,0,2.07,101.37,47.36,329.95,37,75.37,30.72,6.49,11.75,0,5.15,11.25,165.17,39.2,99.6,184.13
6.88,130.02,92.89,122.35,5.74,28.65,0,2.02,103.46,47.71,330.21,37.15,75.59,31.03,6.46,11.21,0,5.21,11.18,165.48,39.18,99.79,182.92
7.06,130.31,93.59,122.64,5.7,28.74,0,2.04,105.01,48.44,332.12,38.13,76.7,31.61,6.4,11.18,0,5.27,11.14,164.96,39.25,98.99,186.7
7.02,128.64,92.2,122.07,5.66,28.53,0,2.02,105.32,47.87,322.45,37.71,74.99,31.47,6.34,11.41,0,5.28,11.22,164.48,39.8,98.92,191.5
7.05,128.64,91.93,121.09,5.62,28.61,0,2,99.51,47.45,321.09,38.08,74.91,31.62,6.25,11.41,0,5.3,11.3,165.28,39.9,99.15,186.78
7.81,128.87,91.03,120.62,5.61,28.49,0,2.01,98.12,46.29,319.17,37.45,74.85,31.45,6.42,11.45,0,5.26,11.12,165.3,39.87,99.04,189.11
7.72,128.81,91.4,121.49,5.6,28.61,0,2.01,97.11,47.22,319.27,37.1,74.35,31.19,6.45,11.45,0,5.26,11.16,165.5,40.33,99.36,188.79
8.08,127.95,91.69,121.09,5.66,28.24,0,2.07,97.42,48.36,320.09,37.3,74.18,30.95,6.35,11.42,0,5.18,11.05,165.8,40.26,99.76,189.2
8.23,129.45,91.26,120.51,5.65,28.3,0,2.14,97.58,49.32,319.74,36.82,74.67,31.06,6.55,11.36,0,5.17,10.81,166.38,40.25,100.12,190.35
8.24,129.1,90.87,118.66,5.62,28.1,0,2.14,96.73,48.6,317.97,36.48,74.26,30.95,6.6,11.45,0,5.18,10.87,166.64,40.66,100.69,191.99
8.27,129.1,91.13,118.61,5.62,28.23,0,2.19,96.88,48.64,315.7,36.24,73.79,30.92,6.55,11.43,0,5.11,10.65,166.67,40.84,101.06,191.11
8.26,129.85,91.32,118.78,5.68,28.27,0,2.2,96.73,49.46,314.1,36,73.47,30.87,6.6,11.71,0,5.07,10.64,165.68,40.43,101.91,192.05
8.27,129.91,91.71,118.55,5.65,28.13,0,2.21,96.96,49.66,320.44,35.95,72.8,30.95,6.55,11.66,0,5.09,10.67,166.82,40.85,103.32,190.27
8.27,130.02,93.12,119.41,5.72,27.95,0,2.23,97.58,50.79,318.69,36.18,72.96,30.95,6.59,11.8,0,5.09,10.64,166.18,40.28,103.14,185.1
8.24,128.06,92.44,118.72,5.63,27.7,0,2.3,96.8,50.95,323.13,36.37,73.21,30.88,6.6,11.66,0,5.07,10.48,164.17,38.83,102.32,182.66
8.35,128.18,91.1,121.49,5.6,27.37,0,2.24,97.27,51.21,321.55,35.73,72.79,30.86,6.65,11.69,0,5.2,10.38,164.85,38.34,102.48,182.2
8.38,130.95,93.69,123.39,5.78,28.19,0,2.27,99.28,50.99,318.39,35.26,71.75,30.68,6.67,11.68,0,5.24,10.59,167.02,38.48,104.24,185.98
8.23,130.95,93.52,123.33,5.75,27.94,0,2.29,99.74,51.74,321.4,35.42,71.57,31.11,6.72,11.68,0,5.25,10.74,167.7,38.56,105.97,186.14
8.25,130.89,93.06,123.28,5.75,27.67,0,2.31,98.12,51.38,322.86,35.77,71.34,32.05,6.75,11.71,0,5.28,10.57,166.96,38.21,106.64,184.12
8.32,131.29,93.1,123.68,5.79,27.8,0,2.29,97.81,50.81,319.43,35.22,70.41,32.04,6.73,11.76,0,5.31,10.03,166.09,37.55,105.97,183.09
8.08,129.74,92.63,122.18,5.66,27.62,0,2.28,96.65,50.36,318.58,34.98,70.2,32.21,6.73,11.81,0,5.28,9.92,165.54,37.44,104.28,179.89
8.16,128.06,90.77,120.16,5.52,27.33,0,2.26,94.79,49.28,317.27,34.79,69.92,32.03,6.61,11.69,0,5.22,9.71,162.39,36.47,101.36,174.24
8.03,127.54,90.48,119.99,5.5,27.14,0,2.22,94.71,49.35,310.73,33.45,67.71,31.7,6.53,11.62,0,5.22,9.7,164.82,37.15,103.73,174.7
7.97,125.99,90.03,118.72,5.41,27.27,0,2.22,94.79,49.6,312.69,33.81,68.06,32.54,6.58,11.71,0,5.13,9.77,161.35,36.43,101.56,168.28
8.16,125.76,90.26,117.8,5.45,27.25,0,2.2,94.87,49.68,311.93,33.46,68.17,32.31,6.63,11.77,0,5.19,9.83,162.67,36.26,102.32,165.3
8.03,127.89,89.96,119.01,5.54,27.83,0,2.17,95.1,49.68,312.66,33.92,68.19,32.17,6.61,11.68,0,5.21,9.85,166.45,36.51,103.68,164.61
8.05,127.95,89.41,117.86,5.53,27.86,0,2.17,93.63,49.83,314.13,33.88,68.24,32.51,6.66,11.79,0,5.13,9.78,164.65,36.89,102.81,162.28
8.05,129.39,90.11,119.59,5.56,28.35,0,2.16,94.95,50.03,312.61,33.89,68.07,33.17,6.61,12.48,0,5.14,9.66,162.71,37.14,102.57,158.21
8.04,130.37,90.04,120.22,5.54,28.65,0,2.15,96.65,50.22,307.31,33.89,67.67,33.79,6.58,12.63,0,5.15,9.6,162.86,37.26,102.19,153.41
7.97,130.6,89.94,120.8,5.52,28.69,0,2.16,97.19,50.17,306.36,34.04,68.04,33.64,6.59,12.72,0,5.14,9.68,165.76,37.5,105.16,151.07
7.98,134,91.78,122.7,5.79,29.01,0,2.13,98.97,50.14,309.31,34.87,69.47,33.48,6.58,12.53,0,5.2,9.93,166.08,38.05,106.78,151.33
8.04,134.06,91.37,122.7,5.74,29.23,0,2.12,98.12,49.76,310.06,34.67,69.45,33.22,6.53,12.75,0,5.22,9.94,166.65,37.92,105.98,152.31
8.04,134.23,89.86,122.07,5.74,29.04,0,2.12,97.5,49.79,300.75,33.62,68.26,33.16,6.52,12.87,0,5.18,9.91,165.67,37.6,104.26,149.86
8.05,135.39,90.87,121.84,5.74,29.1,0,2.15,96.73,49.73,303.28,33.87,68.94,32.85,6.52,13.05,0,5.21,9.83,165.96,37.73,107.56,150.35
8.03,137.06,91.07,121.55,5.84,29.19,0,2.11,98.04,50.25,300.37,33.67,68.67,33.43,6.59,12.86,0,5.24,9.86,165.29,37.75,109.62,150.79
8.11,134.52,89.72,121.26,5.79,29.21,0,2.12,98.58,50.55,303.09,34.04,69.2,33.07,6.66,12.6,0,5.21,9.79,163.71,37.68,108.45,151.71
8.11,134.64,90.4,121.49,5.79,29.03,0,2.11,97.96,50.55,310.48,34.76,69.87,33.15,7.04,12.89,0,5.24,9.67,166.49,37.96,109.81,155.25
8.23,133.08,92.69,122.82,5.77,29.49,0,2.17,97.96,50.38,314.35,35.62,70.39,33.33,6.95,13,0,5.22,9.71,165.5,37.75,108.67,154.75
8.25,133.89,93.05,124.26,5.72,29.8,0,2.2,97.81,50.87,314.43,35.47,70.77,33.4,7.25,13.73,0,5.16,9.69,165.7,37.46,107.83,153.42
8.25,133.14,91.2,122.12,5.64,29.17,0,2.2,97.04,50.16,312.66,35.22,71.04,33.41,7.29,13.57,0,5.18,9.69,168.6,37.26,107.8,155.09
8.41,131.7,90.56,121.61,5.63,29.18,0,2.23,96.65,49.54,310.96,34.93,71.21,33.4,7.18,13.57,0,5.19,9.6,171.03,37.34,107.76,155.54
8.35,130.6,89.06,119.3,5.51,29.32,0,2.22,94.71,49.46,311.29,34.92,71.3,33.42,7.04,13.43,0,5.19,9.66,168.81,37.12,107.68,157.44
8.26,132.68,89.88,121.37,5.52,29.4,0,2.19,96.49,49.62,315.58,35.08,71.32,33.52,7.04,13.57,0,5.2,9.7,171.28,37.42,109.84,157
8.26,133.6,90.9,121.32,5.55,29.28,0,2.2,95.49,49.74,321.72,34.87,71.24,33.62,7.1,13.59,0,5.14,9.72,169.74,37.11,109.89,158.31
8.27,132.68,89.4,119.76,5.54,28.92,0,2.25,94.71,49.38,318.57,34.89,70.97,33.6,7.12,13.5,0,5.09,9.82,170.01,36.74,110.25,162.96
8.41,132.04,89.1,119.18,5.47,28.88,0,2.23,94.25,49.63,316.6,34.43,70.98,34.01,7.06,13.5,0,5.1,10.06,169.01,36.73,110.66,163.32
8.41,135.16,90.48,120.51,5.59,28.77,0,2.21,95.02,49.85,318.27,34.52,71,33.79,6.89,13.57,0,5.16,10.03,169.51,36.28,111.26,155.64
8.35,134.41,90.01,120.62,5.46,28.56,0,2.18,94.79,49.2,315.06,34.69,71.06,32.96,6.82,13.22,0,5.17,10.03,167.13,35.98,110.39,155.1
8.41,134.29,90.88,122.7,5.53,28.54,0,2.2,95.26,50.27,320.06,35.3,71.7,33.22,6.96,13.26,0,5.19,10.16,167.19,36.3,110.11,158.1
8.48,135.39,90.85,125.12,5.56,28.65,0,2.17,97.35,50.5,319.12,35.2,71.66,33.55,6.9,13.26,0,5.2,10.2,167.31,36.1,109.1,160.65
8.34,134.81,91.31,126.62,5.52,28.77,0,2.18,97.35,50.56,318.17,35.05,71.54,33.14,6.84,13.05,0,5.19,10.21,166.95,35.74,108.52,156.15
8.4,134.92,91.96,127.14,5.49,28.61,0,2.19,97.81,50.44,316.77,34.96,71.05,32.91,6.81,13.05,0,5.23,10.17,167.45,36.02,108.63,162.95
8.38,132.45,91.39,125.99,5.37,28.61,0,2.19,96.88,49.83,319.66,35.11,71.3,33.03,6.74,12.64,0,5.21,10.19,169.54,36.3,108.31,165.3
8.41,131.23,91.13,124.26,5.39,28.94,0,2.21,96.11,49.83,326,35.77,72.7,33,6.77,12.65,0,5.16,10.39,168.19,36.38,108.12,163.25
8.23,128.58,87.84,124.08,5.34,28.77,0,2.22,94.41,49.06,326.79,36.38,72.67,33.04,6.63,12.49,0,5.17,10.28,166.52,36.39,106.13,159.45
7.97,129.27,88.12,125.24,5.33,28.75,0,2.2,94.79,48.7,330,36.1,72.28,32.5,6.51,12.37,0,5.15,10.27,165.67,36.38,104.86,156
7.81,123.8,87.63,125.12,5.3,28.73,0,2.17,94.48,49.32,330.21,36.81,72.7,32.39,6.4,12.39,0,5.05,10.19,166.05,36.82,104.52,157.65
7.9,120.74,86.55,125.01,5.29,28.63,0,2.12,94.71,49.18,331.1,36.43,72.55,32.41,6.46,12.49,0,4.98,10.08,167.09,36.94,103.83,155.4
7.9,120.62,86.12,124.37,5.25,28.36,0,2.17,93.48,48.38,329.85,36.66,73.04,32.83,6.34,12.59,0,4.85,10.02,163.45,36.62,105.28,155.75
7.86,119.24,85.83,122.82,5.2,28.02,0,2.15,93.71,47.7,328.23,36.08,71.96,32.69,6.24,12.41,0,4.78,10.06,163.68,36.89,103.62,155.65
7.86,117.17,84.44,121.43,5.11,27.2,0,2.12,93.09,47.71,328.98,36.23,72.06,32.94,6.1,12.49,0,4.74,10.13,160.05,36.76,103.03,155.7
7.68,117.28,84.06,120.68,5.04,27.05,0,2.09,92.47,47.08,327.73,35.71,71.02,32.97,5.81,12.49,0,4.68,10.04,159.61,36.82,102.82,156.85
7.94,117.51,84.05,121.55,5.22,27.22,0,2.1,93.55,47.48,328.56,35.98,70.44,32.88,5.73,12.72,0,4.76,10.08,165.96,37.56,105,160.05
7.76,119.41,84.97,122.35,5.18,27.46,0,2.09,95.1,47.71,333.28,36.38,71.21,32.81,5.85,12.97,0,4.77,10.12,166.68,37.63,105.91,162.6
7.68,118.49,83.23,121.2,5.11,27.15,0,2.06,93.48,47.82,330.01,36.14,70.01,32.79,5.76,12.65,0,4.74,10.02,153.83,36.5,103.08,164.3
8.11,113.69,82.12,116.53,4.86,26.17,0,2.1,91.77,46.03,332.4,36.46,70.66,32.89,5.76,12.93,0,4.77,9.73,152.88,36.23,99.67,168.4
8.01,114.21,81.85,115.9,4.86,26.04,0,2.09,90.61,45.38,328.22,36.23,70.82,32.55,5.63,12.39,0,4.61,9.84,152.45,36.29,99.05,173.45
7.83,112.09,79.87,115.84,4.96,25.88,0,2.12,89.38,45.01,323.95,35.78,70.51,32.53,5.48,12.12,0,4.58,9.74,147.97,36.2,96.82,175.35
7.75,110.3,81.23,117.28,5.08,26.11,0,2.15,89.84,45.36,327.22,36.27,71.2,32.39,5.35,12.07,0,4.66,9.92,152.46,36.44,97.71,171.85
7.83,111.58,81.72,117.91,4.94,26.3,0,2.16,90.15,45.42,326.3,35.97,70.9,32.4,5.31,11.95,0,4.71,9.93,153.35,36.41,97.49,167.4
7.72,111.96,81.76,118.55,5.08,26.62,0,2.16,90.69,45.35,323.96,36.06,70.93,32.08,5.42,12.22,0,4.66,9.98,154.79,36.72,97.92,165.2
7.79,110.19,82,118.49,5.1,26.65,0,2.12,91.31,45.33,322.87,35.89,70.39,32.15,5.33,12.24,0,4.58,9.95,155.11,36.67,96.85,165.8
7.72,111.12,81.7,117.4,5.12,26.34,0,2.13,91.7,45.35,322.35,35.89,70.53,32.29,5.11,12.13,0,4.61,9.82,157.41,37.32,98.56,169.35
7.79,111.33,81.85,116.93,5.13,26.32,0,2.18,91.77,45.38,321.8,35.86,70.58,32.2,5.4,12.18,0,4.54,9.98,156.53,37.26,99.99,172.3
8.05,111.81,81.51,115.49,5.18,26.16,0,2.17,90.85,46.18,325.98,36.52,72.02,32.46,5.42,12.17,0,4.66,9.98,154.56,36.66,98.93,174.05
7.86,111.46,81.87,113.01,5.15,26.22,0,2.14,90.54,42.47,330.17,36.62,72.02,32.38,5.28,12.39,0,4.6,10,155.07,36.85,99.02,174.16
8.05,113.36,82.98,114.03,5.22,26.47,0,2.12,91.85,43.69,330.11,36.63,72.26,32.39,5.32,12.15,0,4.56,9.94,156.31,37.27,99.74,174.9
8.12,113.91,82.43,112.96,5.17,26.41,0,2.14,91.77,43.38,332.76,36.94,72.77,32.59,5.45,12.42,0,4.64,9.87,156.35,37.35,99.84,177.75
8.05,114.05,82.06,113.19,5.19,26.43,0,2.13,92.08,42.82,337.45,38.25,74.52,32.61,5.42,12.38,0,4.51,9.91,155.84,37.55,100.05,178.05
8.06,113.06,81.61,114.19,5.25,26.34,0,2.11,92.39,43.15,332.35,37.43,73.45,32.16,5.49,12.49,0,4.54,9.82,150.98,36.29,98.1,173.1
8.11,108.2,78.65,111.4,5.15,25.83,0,2.13,89.76,39.14,334.4,37.67,73.42,32.67,5.42,12.38,0,4.39,9.78,145.28,35.69,94.66,170.65
8,109.07,78.48,112.11,5.12,25.71,0,2.06,89.84,39.23,335.13,37.23,72.48,32.33,5.44,12.27,0,4.41,9.76,146.07,36.03,95.63,173.05
7.72,110.94,78.49,112.29,5.2,25.77,0,2.07,90.15,38.44,329.12,37.02,72.44,32.35,5.53,12.23,0,4.35,9.75,148.88,36.06,95.53,175.1
7.73,111.71,79.1,112.58,5.28,25.7,0,2.07,90.85,39.45,340.05,37.68,74.3,32.43,5.48,12.19,0,4.43,9.78,148.02,35.98,95.48,174.45
7.8,112,79.27,112.92,5.22,26.28,0,2.07,89.53,39.33,341.12,37.7,74.26,32.18,5.52,12.1,0,4.41,9.7,149.84,35.49,97.13,175.85
7.54,111.85,79.41,113.51,5.31,26.65,0,2.07,89.38,39.23,351.72,38.33,74.8,31.93,5.55,12.15,0,4.35,9.8,151.08,36.51,98.12,175
7.61,112.82,80.79,116.47,5.37,26.83,0,2.01,90.61,39.51,351.85,38.19,75.17,31.84,5.47,12,0,4.4,9.93,152.85,36.7,99.04,173.55
7.63,112.37,80.79,117.22,5.33,26.77,0,1.98,91.7,39.93,340.55,37.06,73.11,30.98,5.48,11.86,0,4.26,9.92,153.44,36.34,99.41,172.1
7.67,114.26,81.74,117.17,5.38,27.29,0,2,93.48,40.76,346.9,37.77,75.74,31.26,5.53,11.9,0,4.3,10,155.24,36.46,99.89,171.8
7.64,113.22,81.76,116.88,5.28,27.02,0,2.06,93.09,41.07,346.29,36.95,75.51,31.04,5.52,11.81,0,4.28,9.92,155.63,35.82,98.8,169.3
7.67,112.77,81.14,116.88,5.26,27,0,2.02,92.24,41.89,341.74,36.82,73.06,30.97,5.48,11.64,0,4.29,10.01,156.27,36.12,97.49,169.3
