"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)","U:NOC(P)","U:NOC(EPS)","U:NOC(PA)","U:NOC(PB)","U:RTX(P)","U:RTX(EPS)","U:RTX(PA)","U:RTX(PB)","U:HII(P)","U:HII(EPS)","U:HII(PA)","U:HII(PB)","U:LMT(P)","U:LMT(EPS)","U:LMT(PA)","U:LMT(PB)","@AXON(P)","@AXON(EPS)","@AXON(PA)","@AXON(PB)","@MANT(P)","@MANT(EPS)","@MANT(PA)","@MANT(PB)","U:BWXT(P)","U:BWXT(EPS)","U:BWXT(PA)","U:BWXT(PB)","U:CW(P)","U:CW(EPS)","U:CW(PA)","U:CW(PB)","@SWBI(P)","@SWBI(EPS)","@SWBI(PA)","@SWBI(PB)","U:GD(P)","U:GD(EPS)","U:GD(PA)","U:GD(PB)","U:RGR(P)","U:RGR(EPS)","U:RGR(PA)","U:RGR(PB)","@POWW(P)","@POWW(EPS)","@POWW(PA)","@POWW(PB)","U:CACI(P)","U:CACI(EPS)","U:CACI(PA)","U:CACI(PB)","@HON(P)","@HON(EPS)","@HON(PA)","@HON(PB)"
"07/25/17",1.28,0,1.29,1.27,98.98,5.69,99.47,98.9,17.89,1.05,17.9,17.87,108.03,5.18,108.03,107.97,793.34,52.93,793.34,792.68,581.61,7.39,582.39,581.61,403.42,13.12,403.64,403.42,2.22,0.09,2.22,2.22,264.05,12.79,264.21,264.13,71.03,3.78,71.03,71.01,203.62,11.82,203.63,203.52,289.83,17.1,290.11,289.77,25.41,0.3,25.42,25.41,39.45,1.51,39.48,39.46,52.83,1.85,52.85,52.8,97.22,4.16,97.25,97.22,15.73,1.73,15.73,15.72,203.56,9.71,203.77,203.11,56.85,4.58,56.9,56.85,2.6,0,6.23,6.21,127.65,6.54,127.7,127.65,131.41,6.25,131.44,131.4
"07/26/17",1.29,0,1.29,1.28,99.84,5.69,100.23,99.65,17.69,1.05,17.69,17.67,110.83,4.9,110.83,110.75,791.37,52.93,792.02,791.37,587.91,7.39,587.91,587.39,401.69,13.12,402.33,401.69,2.24,0.09,2.24,2.24,263.86,12.79,264.14,263.62,70.51,3.78,70.5,70.48,203.49,11.82,203.49,203.27,289.85,17.1,289.95,289.31,25.22,0.3,25.22,25.21,38.96,1.51,38.96,38.95,52.7,1.85,52.72,52.69,96.05,4.16,96.16,96.05,15.94,1.73,15.94,15.94,194.66,9.71,194.68,194.79,56.8,4.58,56.85,56.8,2.6,0,6.11,6.09,126.05,6.54,126.2,126,132.6,6.25,132.63,132.57
"07/27/17",1.3,0,1.31,1.28,98.89,5.69,99.09,98.52,17.75,0.98,17.75,17.74,111.27,4.9,111.27,110.59,799.91,52.93,800.56,799.91,583.05,7.39,583.05,582.39,406.26,13.12,406.48,406.26,2.26,0.09,2.26,2.26,260.76,12.79,260,260.7,70.01,3.87,70.01,69.98,202.84,11.82,202.87,202.86,288.13,17.1,291.2,287.92,24.99,0.3,24.99,24.98,38.8,1.51,38.8,38.77,52.83,1.85,52.86,52.81,97.22,4.16,97.21,97.1,15.78,1.73,15.78,15.77,193.84,9.71,193.42,193.61,56.7,4.58,56.7,56.6,2.6,0,6.04,6.03,126.3,6.54,126.3,126,131.15,6.25,131.19,131.15
"07/28/17",1.31,0,1.32,1.3,97.78,5.69,98.46,97.88,17.32,0.98,17.32,17.31,108.98,4.9,108.99,108.98,794.65,52.93,794.65,794,590.28,7.39,590.54,590.41,405.17,13.12,405.39,405.17,2.26,0.09,2.26,2.26,264.1,13.09,261.28,262.93,70.11,3.87,70.08,70.07,205.65,11.82,205.8,205.66,290.41,17.1,290.43,290.43,24.72,0.3,24.73,24.72,39.38,1.51,39.39,39.38,52.97,1.85,52.99,52.95,98.26,4.4,98.29,98.28,15.71,1.73,15.71,15.7,197.94,9.72,197.88,197.83,56.9,4.58,56.9,56.85,2.6,0,6.04,6.03,126.65,6.54,126.7,126.9,130.97,6.25,130.94,130.91
"07/31/17",1.32,0,1.32,1.29,97.32,5.69,97.16,96.75,16.99,0.98,16.99,16.98,107.93,4.9,107.93,107.85,790.05,52.93,790.71,790.05,591.33,7.39,591.33,589.22,387.29,13.12,387.95,387.29,2.24,0.09,2.24,2.24,263.13,13.09,263.41,263.14,69.93,3.87,69.98,69.94,206.11,11.82,206.17,206.1,292.13,17.1,292.26,250,24.59,0.3,24.6,24.59,39.72,1.51,39.72,39.69,52.68,1.85,52.69,52.66,96.42,4.4,96.43,96.41,15.88,1.73,15.88,15.88,196.33,9.72,196.67,196.66,57.6,4.58,57.55,57.6,2.6,0,6.09,6.08,125.1,6.54,125.05,125.25,130.33,6.25,130.36,130.32
"08/01/17",1.3,0,1.31,1.29,97.51,5.69,99.29,98.84,17.02,0.98,17.02,17,108.61,4.9,108.61,108.4,797.28,52.93,797.28,796.62,591.33,7.39,589.27,587.41,426.97,16.2,426.97,426.76,2.23,0.09,2.23,2.23,264.64,13.09,263.46,264.41,70.12,3.87,70.12,70.12,206.59,11.82,206.74,206.56,292.65,17.1,292.52,292.42,24.87,0.3,24.88,24.87,40.63,1.51,40.65,40.63,52.75,1.85,52.8,52.72,96.45,4.4,96.44,96.42,16.14,1.73,16.14,16.13,196.53,9.72,196.37,196.5,57.65,4.58,57.7,57.65,2.6,0,6.18,6.16,128.4,6.54,128.5,128.8,131.18,6.25,131.19,131.18
"08/02/17",1.31,0,1.31,1.29,97.99,5.69,98.49,98.02,16.79,0.98,16.8,16.79,108.04,4.9,108.05,108.04,775.61,56.09,776.26,775.61,588.96,7.39,589.62,588.96,411.27,16.2,411.5,411.27,2.24,0.09,2.24,2.24,266.83,13.09,266.71,266.69,70.98,3.87,70.97,70.97,208.21,11.82,208.37,208.28,294.7,17.1,294.55,294.52,24.86,0.34,24.87,24.86,39.93,1.51,39.97,39.93,53.03,1.85,53.05,53.03,96.18,4.4,96.18,96.17,16.16,1.73,16.16,16.15,198.04,9.72,198,197.97,57.7,4.58,57.85,57.8,2.6,0,6.28,6.25,126.55,6.54,126.6,126.55,132.82,6.25,132.74,132.73
"08/03/17",1.31,0,1.31,1.29,98.24,5.77,100.01,99.43,16.72,0.98,16.73,16.7,108.54,4.9,108.67,108.47,774.29,56.09,774.95,774.29,595.14,7.39,595.14,594.22,416.52,16.2,416.52,416.29,2.24,0.09,2.24,2.24,268.78,13.09,268.78,268.73,71.43,3.87,71.43,71.42,213.93,11.82,214.05,213.95,295.82,17.1,295.8,295.76,25,0.34,25.02,25.01,40.04,1.51,40.04,40.02,52.98,1.85,53,52.98,96.8,4.4,96.82,96.81,15.28,1.73,15.29,15.28,199.33,9.72,199.33,199.32,52.85,4.58,52.85,52.8,2.6,0,6.38,6.35,128.4,6.54,128.4,128.3,133.62,6.25,133.57,133.56
"08/04/17",1.28,0,1.29,1.28,100.53,5.77,99.92,99.65,16.96,0.98,16.96,16.93,109.63,4.9,109.7,109.63,770.35,56.09,770.35,769.7,605.38,7.39,605.38,604.2,419.56,16.2,419.56,419.34,2.28,0.09,2.28,2.28,269.24,13.09,269.13,269.09,71.66,3.87,71.63,71.63,213.95,11.82,213.98,213.95,297,17.1,296.96,296.9,25.39,0.34,25.4,25.38,41.7,1.51,41.71,41.69,53.06,1.85,53.05,53.04,97,4.4,97,96.99,15.12,1.73,15.13,15.12,200.07,9.72,199.85,199.84,52.9,3.94,52.9,52.85,2.6,0,6.46,6.42,128.75,6.54,128.75,128.7,134.08,6.25,133.96,133.95
"08/07/17",1.25,0,1.26,1.24,100.52,5.77,100.83,100.26,16.84,0.98,16.85,16.79,109.55,4.9,109.55,109.46,765.1,56.09,765.1,764.44,614.71,7.39,614.71,614.05,417.38,16.2,417.61,417.38,2.4,0.09,2.4,2.4,269.58,13.09,269.57,269.52,69.9,3.87,69.9,69.89,213.54,12.23,213.54,213.53,297.15,17.1,297.09,297.08,25.72,0.34,25.72,25.71,41.38,1.52,41.4,41.38,52.99,1.85,52.99,52.97,97.88,4.4,97.9,97.88,15.05,1.73,15.05,15.04,201.14,9.72,201.14,201.1,51,3.94,51.05,51,2.6,0,6.49,6.45,129.65,6.54,129.7,129.65,133.05,6.25,133.04,133.03
"08/08/17",1.25,0,1.25,1.24,101.6,5.77,101.89,101.32,16.72,0.98,16.73,16.7,109.54,4.9,109.54,109.44,755.9,56.09,755.9,755.25,626,7.39,626.4,626,414.34,16.2,414.34,413.89,2.41,0.09,2.41,2.41,269.82,13.09,269.81,269.76,69.71,3.87,69.73,69.72,214,12.23,213.99,213.95,300.1,17.1,300.07,300,25.31,0.34,25.33,25.31,40.42,1.52,40.43,40.42,53.87,1.85,53.87,53.85,96.66,4.4,96.67,96.66,14.81,1.73,14.81,14.8,198.8,9.72,198.79,198.78,50.55,3.94,50.55,50.45,2.6,0,6.48,6.44,130.25,6.54,130.35,130.25,132.77,6.25,132.78,132.77
"08/09/17",1.25,0,1.26,1.24,101.26,5.77,101.68,101.1,16.8,0.98,16.83,16.8,109.5,4.9,109.5,109.45,765.1,56.09,765.76,765.1,616.02,7.39,616.02,614.97,410.18,16.2,410.18,409.97,2.43,0.09,2.44,2.43,273.1,13.09,273.07,272.94,69.13,3.87,69.1,69.09,214.76,12.23,215.01,214.92,305.22,17.1,305.17,305.11,23.02,0.34,23.02,23.01,40.07,1.52,40.08,40.07,53.99,1.92,54,53.99,97.46,4.4,97.46,97.45,14.82,1.73,14.82,14.82,201,9.72,200.99,200.95,50.2,3.94,50.25,50.2,2.6,0,6.44,6.4,129.15,6.54,129.2,129.15,133.09,6.25,133.09,133.08
"08/10/17",1.27,0,1.27,1.24,100.9,5.77,100.9,100.36,16.66,0.98,16.68,16.65,108.65,4.9,108.68,108.65,766.41,56.09,767.07,766.41,594.35,7.39,594.48,594.35,400.81,16.2,401.24,400.81,2.48,0.09,2.48,2.48,270.55,13.09,270.6,270.56,68.87,3.87,68.88,68.88,213.08,12.23,213.15,213.09,303.25,17.1,303.37,303.25,22.46,0.34,22.46,22.45,39.71,1.52,39.71,39.7,53.95,1.92,53.96,53.95,96.23,4.4,96.25,96.24,14.72,1.73,14.73,14.72,198.28,9.72,198.31,198.3,50.65,3.94,50.7,50.65,2.6,0,6.38,6.35,128.85,6.54,128.9,128.85,131.4,6.25,131.37,131.34
"08/11/17",1.28,0,1.29,1.24,99.81,5.77,100.18,99.61,16.41,0.98,16.44,16.41,108.49,4.9,108.49,108.46,764.44,56.09,764.44,763.79,605.91,7.39,606.04,605.51,396.88,16.2,397.1,396.88,2.45,0.09,2.45,2.45,269.28,13.09,269.33,269.29,68.94,3.87,68.95,68.94,213.16,12.23,213.25,213.2,303.75,17.1,303.88,303.85,22.36,0.32,22.37,22.36,39.02,1.52,39,38.99,53.75,1.92,53.79,53.77,95.28,4.4,95.28,95.26,14.75,1.73,14.75,14.75,197.89,9.72,197.99,197.95,50,3.94,50.05,50,2.6,0,6.34,6.3,128.55,6.54,128.55,128.45,130.78,6.25,130.81,130.79
"08/14/17",1.27,0,1.29,1.27,100.52,5.77,101.17,100.59,16.72,0.98,16.72,16.71,109.4,4.9,109.48,109.35,762.47,56.09,763.13,762.47,622.46,7.82,622.46,622.06,394.06,16.2,394.27,394.06,2.53,0.09,2.53,2.53,271.4,13.09,271.31,271.29,69.1,3.87,69.07,69.07,215.01,12.23,214.96,214.92,307.58,17.1,307.48,307.4,22.18,0.32,22.18,22.17,39.81,1.52,39.81,39.8,53.94,1.92,53.96,53.95,97.02,4.4,97.02,97.01,14.69,1.73,14.7,14.69,200.3,9.72,200.27,200.23,49.5,3.94,49.5,49.4,2.6,0,6.31,6.27,128.1,6.54,128.15,128.1,132.39,6.25,132.42,132.4
"08/15/17",1.28,0,1.29,1.27,102.21,5.77,102.58,102,16.72,0.98,16.92,16.89,109.45,4.9,109.62,109.45,780.2,56.09,780.86,780.2,618.65,7.82,618.65,618.51,396.88,16.2,396.88,396.67,2.5,0.09,2.51,2.5,271.14,13.09,271.1,271.02,68.39,3.87,68.42,68.41,214.33,12.23,214.34,214.33,306.2,17.1,306.15,306,21.63,0.32,21.64,21.63,39.23,1.52,39.23,39.2,53.87,1.92,53.87,53.86,95.65,4.4,95.66,95.65,14.16,1.73,14.16,14.16,199.49,9.72,199.49,199.48,49,3.94,49,48.95,2.75,0,6.32,6.28,127.55,6.54,127.5,127.4,131.57,6.25,131.57,131.57
"08/16/17",1.29,0,1.29,1.27,101.9,5.77,102.31,101.73,16.88,0.98,16.89,16.85,110.14,4.9,110.33,110.14,784.8,56.09,784.8,784.14,624.56,7.82,625.35,624.56,398.19,16.2,398.42,398.19,2.48,0.09,2.48,2.48,269.99,13.09,270.02,270,69.6,3.87,69.61,69.6,210.82,12.23,210.89,210.83,305.8,17.1,305.85,305.81,21.66,0.32,21.67,21.66,39.27,1.52,39.27,39.26,54.01,1.92,54.02,54.01,96.15,4.4,96.14,96.13,14.13,1.73,14.13,14.12,200.61,9.72,200.76,200.75,48.25,3.94,48.3,48.25,2.75,0,6.37,6.34,128.8,6.54,128.8,128.65,132.21,6.25,132.24,132.23
"08/17/17",1.33,0,1.33,1.27,102.83,5.77,102.13,101.55,16.7,0.98,16.71,16.7,109.54,4.9,109.55,109.46,776.92,56.09,777.58,776.92,638.61,7.82,638.61,637.69,397.54,16.2,397.76,397.54,2.45,0.09,2.45,2.45,268.13,13.09,268.18,268.13,68.48,3.87,68.5,68.5,208.44,12.23,208.46,208.42,301.42,17.1,301.45,301.42,21.48,0.32,21.49,21.48,38.05,1.52,38.03,38.02,53.64,1.92,53.64,53.63,94.26,4.4,94.26,94.24,14.26,1.73,14.27,14.26,197.99,9.72,198.01,198,48.7,3.94,48.75,48.7,2.75,0,6.47,6.44,125.3,6.54,125.2,125.05,130.07,6.25,130.15,130.14
"08/18/17",1.32,0,1.32,1.27,102.27,5.77,102.07,101.49,16.53,0.98,16.53,16.49,107.65,4.9,107.7,107.62,766.41,56.09,767.07,766.41,639.66,7.82,640.98,639.66,392.97,16.2,393.18,392.97,2.46,0.09,2.47,2.46,267.61,13.09,267.61,267.6,68.11,3.87,68.07,68.06,205.22,12.23,205.2,205.12,299.2,17.1,299.15,299.14,22.07,0.32,22.08,22.07,37.69,1.52,37.69,37.68,53.29,1.92,53.32,53.31,93.57,4.4,93.56,93.54,14.42,1.73,14.43,14.42,198.73,9.72,198.74,198.73,49.25,3.94,49.3,49.25,2.75,0,6.58,6.55,123,6.53,123,122.95,129.21,6.25,129.17,129.16
"08/21/17",1.29,0,1.32,1.27,101.55,5.77,101.54,100.96,16.5,0.98,16.51,16.49,107.95,4.9,107.97,107.87,769.7,56.09,770.35,769.7,641.37,7.82,642.55,641.63,393.4,16.2,393.4,393.18,2.47,0.1,2.47,2.47,267.7,13.09,267.72,267.7,67.99,3.87,68.02,68.01,203.92,12.23,203.99,203.92,301.88,17.1,301.89,301.88,22.08,0.32,22.08,22.07,37.63,1.52,37.63,37.62,53.31,1.92,53.31,53.29,94.64,4.4,94.65,94.64,14.42,1.73,14.43,14.42,198.73,9.72,198.8,198.78,50.7,3.94,50.75,50.7,2.75,0,6.69,6.66,123.85,6.53,123.85,123.8,129.8,6.25,129.8,129.79
"08/22/17",1.31,0,1.31,1.3,102,5.77,102.59,102.01,16.53,0.98,16.55,16.51,108.45,4.9,108.54,108.41,782.17,56.09,782.83,782.17,647.67,7.82,647.67,647.54,399.94,16.2,399.94,399.72,2.44,0.1,2.44,2.44,272.82,13.09,272.82,272.76,68.24,3.87,68.21,68.21,207.73,12.23,207.73,207.64,304.8,17.1,304.92,304.9,21.77,0.32,21.78,21.77,38.62,1.52,38.63,38.62,53.44,1.92,53.47,53.46,94.65,4.4,94.68,94.66,13.86,1.73,13.86,13.86,201.23,9.72,201.23,201.2,49.3,3.94,49.3,49.25,2.13,0,6.77,6.73,126.25,6.53,126.25,126.2,131.08,6.25,131.1,131.08
"08/23/17",1.28,0,1.28,1.27,101.86,5.77,101.77,101.2,16.63,0.98,16.64,16.63,107.93,4.9,107.99,107.88,777.58,56.09,777.58,776.26,642.29,7.82,642.29,642.03,399.94,16.2,399.94,399.72,2.49,0.1,2.49,2.49,270.77,13.09,270.79,270.77,69.03,3.87,69.01,69,206.84,12.23,206.88,206.84,302.84,17.1,302.82,302.72,21.64,0.32,21.66,21.65,38.32,1.52,38.33,38.32,53.19,1.92,53.19,53.17,94.76,4.4,94.79,94.78,13.7,1.73,13.71,13.7,199.75,9.72,199.73,199.66,48.5,3.94,48.55,48.5,2.13,0,6.8,6.77,125.45,6.53,125.45,125.35,130.61,6.25,130.64,130.61
"08/24/17",1.31,0,1.32,1.29,100.06,5.77,100.36,99.78,16.65,0.98,16.66,16.65,107.7,4.9,107.79,107.67,790.71,56.09,790.71,790.05,637.95,7.82,638.22,637.95,396.88,16.2,397.33,396.88,2.49,0.1,2.49,2.49,268.54,13.09,268.56,268.54,68.01,3.87,67.99,67.99,209.37,12.23,209.37,209.34,302.6,17.1,302.51,302.44,21.85,0.32,21.85,21.84,38.58,1.52,38.59,38.58,53.47,1.92,53.46,53.44,95.34,4.4,95.34,95.32,13.64,1.73,13.64,13.63,199.47,9.72,199.49,199.47,48.6,3.94,48.6,48.55,2.13,0,6.76,6.73,125.05,6.53,125.1,125.05,130.73,6.25,130.78,130.77
"08/25/17",1.29,0,1.32,1.29,100.68,5.77,100.51,99.93,16.55,0.98,16.58,16.55,107.49,4.9,107.5,107.42,786.77,56.09,787.43,786.77,637.69,7.82,637.95,637.69,395.36,16.2,395.58,395.36,2.47,0.1,2.47,2.47,269.33,13.09,269.42,269.35,67.87,3.87,67.92,67.91,208.94,12.23,208.96,208.95,302.8,17.1,302.96,302.91,21.58,0.32,21.6,21.59,38.8,1.52,38.81,38.8,53.34,1.92,53.34,53.32,95.89,4.4,95.89,95.88,13.89,1.73,13.89,13.88,199.05,9.72,199.11,199.08,48.85,3.94,48.9,48.85,2.4,0,6.65,6.63,124.85,6.53,124.85,124.8,131,6.25,131.02,131.01
"08/28/17",1.25,0.03,1.31,1.25,98.95,5.77,98.96,98.39,16.47,0.98,16.47,16.4,106.69,4.9,106.77,106.69,786.77,56.09,775.99,775.28,640.19,7.82,640.58,640.19,395.36,16.2,391.8,391.64,2.46,0.1,2.47,2.46,267.9,13.09,267.89,267.84,68.02,3.87,68.03,68.02,206.12,12.23,206.18,206.12,303.61,17.1,303.61,303.6,21.88,0.32,21.9,21.89,38.71,1.52,38.72,38.71,53.5,1.92,53.5,53.48,95.49,4.4,95.51,95.49,13.66,1.73,13.66,13.66,197.87,9.72,197.87,197.86,48,3.94,48.05,48,2.3,0,6.49,6.47,125.3,6.53,125.35,125.3,131.05,6.25,131,130.99
"08/29/17",1.21,0.03,1.21,1.19,97.94,5.77,98,97.42,16.23,0.98,16.23,16.19,106.38,4.9,106.43,106.38,774.95,56.09,775.61,774.95,637.56,7.82,637.56,637.17,391.22,16.2,391.22,390.99,2.48,0.1,2.48,2.48,270.72,13.09,270.71,270.7,70.01,3.87,70.02,70.01,208.8,12.23,208.85,208.75,308.14,17.1,308.08,308.06,21.62,0.32,21.62,21.61,39.17,1.52,39.16,39.15,53.8,1.92,53.8,53.78,96.45,4.4,96.45,96.43,13.04,1.73,13.04,13.03,200.95,9.72,200.92,200.91,46.85,3.94,46.85,46.8,2.45,0,6.31,6.29,126,6.53,126.05,126,131.78,6.25,131.79,131.78
"08/30/17",1.26,0.03,1.27,1.22,98.04,5.77,98.34,97.76,16.26,0.98,16.26,16.2,107.31,4.9,107.35,107.2,792.02,56.09,792.02,791.37,644.92,7.82,644.92,642.68,396.67,16.2,396.88,396.67,2.48,0.1,2.5,2.5,271.01,13.09,270.99,270.97,70.54,3.87,70.55,70.54,210.55,12.23,210.55,210.5,306.3,17.1,306.15,306.14,21.59,0.32,21.61,21.59,39.4,1.52,39.43,39.4,54.13,1.92,54.12,54.11,96.75,4.4,96.73,96.72,12.68,1.73,12.68,12.67,201.22,9.72,201.17,201.16,46.3,3.94,46.3,46.25,2.45,0,6.13,6.11,125.9,6.53,125.95,125.85,132.17,6.25,132.19,132.18
"08/31/17",1.25,0.03,1.29,1.23,99.3,5.77,99.52,98.94,16.39,0.98,16.42,16.39,107.25,4.9,107.29,107.25,797.94,56.09,798.59,797.94,648.2,7.82,648.33,648.2,398.63,16.2,398.85,398.63,2.51,0.1,2.51,2.51,272.21,13.09,272.05,272.01,70.61,3.87,70.6,70.59,213.96,12.23,214.02,213.96,305.39,17.1,305.48,305.41,21.71,0.32,21.72,21.71,40.22,1.52,40.23,40.22,54.72,1.92,54.72,54.71,96.82,4.4,96.83,96.81,12.53,1.73,12.54,12.53,201.35,9.72,201.39,201.35,45.8,3.94,45.85,45.8,2.4,0,5.97,5.96,129.8,6.53,129.8,129.7,132.39,6.25,132.33,132.31
"09/01/17",1.24,0.03,1.24,1.23,99.63,5.77,100.78,100.21,16.49,0.98,16.5,16.48,107.16,4.9,107.18,107.12,801.88,56.09,801.88,801.22,641.37,7.82,644.26,643.6,401.24,16.2,401.24,401.03,2.51,0.1,2.5,2.5,268.83,13.09,269.08,269.02,69.55,3.87,69.56,69.55,215.03,12.23,215.03,214.99,302.19,17.1,302.28,302.27,21.73,0.32,21.73,21.72,40.6,1.52,40.64,40.6,54.59,1.92,54.6,54.59,96.86,4.4,96.87,96.86,12.69,1.73,12.69,12.68,200,9.72,200.06,200,46.25,3.94,46.25,46.2,2.4,0,5.88,5.87,131.65,6.53,131.75,131.65,131.78,6.25,131.8,131.8
"09/04/17",1.22,0.03,1.24,1.22,99.43,5.77,99.44,98.87,17.13,0.98,17.16,17.13,107.82,4.9,107.82,107.77,794.65,56.09,795.31,794.65,638.48,7.82,638.48,637.69,397.54,16.2,397.76,397.54,2.51,0.1,2.48,2.48,268.83,13.09,268.47,268.42,69.55,3.87,67.56,67.56,215.03,12.23,214.56,214.54,302.19,17.1,301.7,301.7,21.73,0.32,21.89,21.88,40.6,1.52,40.62,40.59,54.59,1.92,54.62,54.61,96.86,4.4,96.23,96.22,12.69,1.73,12.57,12.56,200,9.72,199.54,199.5,46.25,3.94,45.97,45.92,2.4,0,5.86,5.85,131.65,6.53,131.88,131.82,131.78,6.25,131.15,131.14
"09/05/17",1.23,0.03,1.24,1.22,100.52,5.77,100.39,99.81,17.13,0.98,17.14,17.13,108.27,4.9,108.34,108.12,801.88,56.09,801.88,801.22,648.46,7.82,648.46,647.54,392.74,16.2,392.97,392.74,2.48,0.1,2.48,2.48,268.07,13.09,268.1,268.07,65.59,3.87,65.6,65.59,213.34,12.23,213.37,213.35,302.2,17.1,302.24,302.22,21.98,0.32,21.98,21.97,40.5,1.52,40.51,40.5,54.41,1.92,54.42,54.41,95.8,4.4,95.78,95.77,12.53,1.73,12.53,12.52,198.73,9.72,198.74,198.73,45.75,3.94,45.8,45.75,2.4,0,5.92,5.91,131.5,6.53,131.55,131.5,130.7,6.25,130.75,130.73
"09/06/17",1.22,0.03,1.25,1.22,101.22,5.77,101.48,100.98,17.01,0.98,17.01,16.98,107.26,4.9,107.26,107.22,780.2,56.09,780.2,779.55,652.53,7.82,652.53,652.27,389.04,16.2,389.04,388.81,2.5,0.1,2.5,2.5,265.27,13.09,265.34,265.31,64.65,3.87,64.67,64.66,211.6,12.23,211.6,211.56,301.45,17.1,301.5,301.49,21.73,0.32,21.75,21.74,40.52,1.52,40.52,40.51,53.78,1.92,53.78,53.77,96.18,4.4,96.18,96.17,13.01,1.73,13.02,13.01,196.74,9.72,196.8,196.78,46.8,3.94,46.85,46.8,2.4,0,6.03,6.02,131.1,6.53,131.2,131.1,130.74,6.25,130.81,130.8
"09/07/17",1.22,0.03,1.25,1.22,103.44,5.77,103.64,102.61,16.8,0.98,16.81,16.8,106.69,4.9,106.69,106.64,782.17,56.09,782.83,782.17,646.36,7.82,647.02,646.36,385.54,16.2,385.54,385.32,2.5,0.1,2.5,2.5,265.87,13.09,265.87,265.8,64.87,3.87,64.87,64.86,209.93,12.23,210.03,209.99,302.35,17.1,302.46,302.43,21.5,0.32,21.49,21.48,40.37,1.52,40.37,40.35,53.98,1.92,53.98,53.97,96.2,4.4,96.21,96.2,13.01,1.73,13.03,13.03,197.04,9.72,197.05,197.04,47.7,3.94,47.75,47.7,2.4,0,6.17,6.16,129.25,6.53,129.35,129.3,131.25,6.25,131.24,131.21
"09/08/17",1.23,0.03,1.25,1.23,103.48,5.77,103.78,103.2,16.98,0.98,16.99,16.98,107.18,4.9,107.27,107.14,787.43,56.09,787.43,786.77,652.67,7.82,652.14,651.48,389.04,16.2,389.04,388.59,2.49,0.1,2.49,2.49,267.45,13.09,267.44,267.41,64.61,3.87,64.62,64.61,210.43,12.23,210.38,210.32,302.9,17.1,303.19,303.07,21.64,0.32,21.64,21.63,39.91,1.52,39.91,39.9,53.8,1.92,53.75,53.74,96.83,4.4,96.83,96.82,10.69,1.73,10.69,10.68,197.87,9.72,197.94,197.87,46.25,3.94,46.25,46.2,2.4,0,6.31,6.31,127.55,6.53,127.55,127.5,131.72,6.25,131.75,131.73
"09/11/17",1.23,0.03,1.25,1.22,107.53,5.77,107.59,107.01,16.96,0.98,16.96,16.94,107.76,4.9,107.76,107.73,784.8,56.09,785.46,784.8,663.17,7.82,663.17,662.78,393.4,16.2,393.61,393.4,2.52,0.1,2.52,2.52,269.3,13.09,269.3,269.29,64.67,3.87,64.63,64.62,211.78,12.23,211.77,211.74,304.48,17.1,304.38,304.37,21.86,0.32,21.86,21.85,40.47,1.52,40.48,40.45,54.63,1.92,54.63,54.62,97.98,4.4,97.98,97.97,10.22,1.24,10.22,10.22,200.33,9.72,200.39,200.37,46.2,3.94,46.2,46.15,2.4,0,6.44,6.43,130.2,6.53,130.25,130.2,133.09,6.25,133.08,133.05
"09/12/17",1.21,0.03,1.24,1.21,107.31,5.77,107.49,106.92,17.14,0.98,17.14,17.13,108.74,4.9,108.74,108.71,781.52,56.09,781.52,780.86,651.61,7.82,652.8,651.61,392.52,16.2,392.52,392.31,2.52,0.1,2.53,2.52,268.96,13.09,268.96,268.95,64.8,3.87,64.79,64.79,213.56,12.23,213.58,213.56,303.73,17.1,303.76,303.75,22.35,0.32,22.35,22.34,40.6,1.52,40.59,40.58,54.31,1.92,54.32,54.31,98.3,4.4,98.32,98.3,10.76,1.24,10.77,10.76,199,9.72,199.04,198.99,46.85,3.94,46.9,46.85,2.46,0,6.53,6.52,131.95,6.53,131.95,131.9,132.78,6.25,132.77,132.75
"09/13/17",1.24,0.03,1.26,1.22,105.67,5.77,106.22,105.64,17.07,0.98,17.07,17.02,107.26,4.9,107.55,107.26,778.89,56.09,778.89,778.23,639.79,7.82,640.06,639.92,393.83,16.2,394.06,393.83,2.55,0.1,2.56,2.55,266.7,13.09,266.79,266.73,65.04,3.87,65.03,65.03,210.43,12.23,210.46,210.43,300.2,17.1,300.24,300.2,22.4,0.32,22.41,22.4,40.56,1.52,40.59,40.56,53.84,1.92,53.85,53.84,98.61,4.4,98.63,98.62,11.02,1.24,11.03,11.02,196.85,9.72,196.88,196.84,47.25,3.94,47.35,47.3,2.46,0,6.56,6.55,131.6,6.53,131.7,131.6,132.03,6.25,131.97,131.96
