"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)"
"1141",2.38,0.16,2.45,2.27,79.22,8.97,81.69,79.41,8.52,1.43,8.53,8.52,92.6,6.09,92.6,92.58,707.96,60.16,708.23,707.96,610.77,5.5,612.47,610.9,242.32,7.17,242.32,242.23,2.43,0.27,2.43,2.43
"1142",2.1,0.16,2.27,2.08,75.7,8.97,75.63,73.34,6.63,1.65,6.65,6.63,85.41,6.09,85.45,85.41,661.2,60.16,661.2,660.94,578.32,5.5,578.06,576.48,203.38,7.17,203.79,203.38,2.26,0.27,2.27,2.26
"1143",2.11,0.16,2.14,2.04,74.47,8.97,74.36,73.67,7.01,1.65,7.02,7.01,84.14,6.09,84.14,84.11,686.68,60.16,686.68,686.16,607.22,5.5,609.19,607.74,216.36,7.17,216.39,216.36,2.37,0.27,2.37,2.37
"1144",1.89,0.16,1.98,1.86,67.46,8.97,66.22,64.16,6.16,1.65,6.17,6.16,75.9,6.09,75.95,75.9,652.8,60.16,653.45,652.8,607.22,5.5,607.61,607.22,193.82,7.17,193.82,193.72,2.13,0.27,2.13,2.13
"1145",2.05,0.16,2.19,1.96,59.92,8.97,61.12,59.51,6.02,1.65,6.02,6.01,71.68,6.09,71.68,71.66,634.28,60.16,634.28,634.01,610.77,5.5,610.77,610.37,175.11,7.17,175.11,175.02,2.04,0.27,2.05,2.04
"1146",2.03,0.16,2.06,2.01,53.05,8.97,53.64,51.91,5.44,1.65,5.45,5.44,63.61,6.09,63.63,63.59,626.92,60.16,626.92,626.53,577.93,5.5,575.7,573.99,156.13,7.17,156.13,156.09,2.02,0.27,2.02,2.02
"1147",1.95,0.16,2.05,1.92,53.62,8.97,54.2,52.47,5.5,1.65,5.5,5.5,67.14,6.09,67.16,66.52,652.27,60.16,652.4,652.27,577.27,5.5,577.93,577.27,164.66,7.17,164.66,164.25,1.96,0.27,1.96,1.96
"1148",1.95,0.16,2.15,1.92,60.08,8.97,61.6,59.39,5.42,1.65,5.43,5.42,74.57,6.09,74.59,74.57,617.33,60.16,617.33,616.54,575.3,5.5,575.3,571.62,161.99,7.17,161.99,161.95,1.99,0.27,1.99,1.99
"1149",1.69,0.16,1.7,1.66,68.02,8.97,68.04,68.02,5.29,1.65,5.29,5.29,73.23,6.09,73.23,73.21,576.48,60.16,577.67,576.48,571.36,5.5,575.04,571.36,151.5,7.17,151.59,151.5,1.93,0.27,1.93,1.93
"1150",1.87,0.16,1.89,1.82,67.65,8.97,68.85,67.12,6.05,1.65,6.05,6.02,77.01,6.09,77.01,76.69,637.17,60.16,637.17,636.51,577.01,5.5,577.01,576.48,157.8,7.17,158.67,157.8,2.12,0.27,2.12,2.12
"1151",1.94,0.16,2,1.89,73.27,8.97,73.27,72.56,6.74,1.65,6.74,6.73,79.02,6.09,79.02,78.74,687.73,60.16,688,687.73,564.79,7.03,565.19,564.79,178.95,7.17,178.99,178.95,2.18,0.27,2.18,2.18
"1152",2.08,0.16,2.11,1.98,73.23,8.97,73.23,72.08,7.15,1.65,7.15,7.15,85.31,6.09,85.34,84.88,706.12,60.16,706.12,703.23,577.67,7.03,577.67,577.4,182.64,7.17,182.73,182.64,2.26,0.27,2.26,2.25
"1153",2,0.16,2.17,1.98,73.11,8.97,73.67,72.65,6.97,1.65,6.97,6.96,83.61,6.09,83.68,83.61,678.02,60.16,678.28,678.02,583.84,7.03,583.18,577.93,164.38,7.17,164.43,164.38,2.15,0.27,2.15,2.15
"1154",2.07,0.16,2.11,1.94,73.18,8.97,73.14,72.44,6.88,1.65,6.88,6.87,84.18,6.09,84.25,84.18,667.77,60.16,668.03,667.77,598.94,7.03,598.94,596.05,144.82,7.17,144.82,144.78,2.16,0.27,2.16,2.16
"1155",2.13,0.16,2.38,2.08,73.6,8.97,74.04,73.34,7,1.65,7,7,88.08,6.09,88.13,88.08,685.37,60.16,685.37,685.11,607.35,7.03,610.9,607.48,153.52,7.17,153.7,153.52,2.19,0.27,2.19,2.19
"1156",2.21,0.16,2.26,2.17,68.87,8.97,68.64,67.37,6.76,1.65,6.79,6.75,84.64,6.09,84.83,84.62,640.45,60.16,640.58,640.45,585.28,7.03,585.28,584.5,137.48,7.17,137.52,137.48,2.13,0.27,2.13,2.13
"1157",2.06,0.16,2.11,2.05,69.08,8.97,69.08,68.45,7.01,1.65,7.01,6.98,85.41,6.09,85.43,85.41,654.24,60.16,654.24,654.11,576.88,7.03,577.01,576.88,125.44,7.17,125.44,125.36,2.15,0.27,2.15,2.15
"1158",2.08,0.16,2.1,2.05,70.11,8.97,70.07,69.4,7.28,1.65,7.29,7.28,83.42,6.09,83.47,83.42,656.74,60.16,657,656.74,556.78,7.03,556.78,556.65,113.41,7.17,113.5,113.41,2.16,0.27,2.16,2.16
"1159",2.14,0.16,2.17,2.13,72.88,8.97,73.87,73.16,7.83,1.65,7.83,7.82,86.07,6.09,86.07,86.05,678.54,60.16,678.8,678.54,576.88,7.03,576.88,576.35,134.18,7.17,134.18,134.09,2.2,0.27,2.21,2.2
"1160",2.16,0.16,2.18,2.12,72.77,8.97,71.5,71.08,8.03,1.65,8.04,8.03,85.59,6.09,85.64,85.57,694.04,60.16,694.04,692.2,573.99,7.03,573.33,573.2,151.31,7.17,151.31,151.22,2.27,0.27,2.27,2.27
"1161",2.28,0.16,2.32,2.24,70.71,8.97,71.08,70.41,8.11,1.65,8.12,8.11,83.81,6.09,83.84,83.79,695.09,60.16,695.35,695.09,573.99,7.03,573.96,572.8,147.03,7.17,147.12,147.03,2.32,0.27,2.33,2.32
"1162",2.28,0.16,2.33,2.28,73.57,8.97,73.8,73.18,8.25,1.65,8.25,8.25,85.87,6.09,85.87,85.71,707.17,60.16,707.44,707.17,573.99,7.03,581.34,578.35,157.85,7.17,157.95,157.85,2.34,0.27,2.34,2.34
"1163",2.28,0.16,2.37,2.31,73.57,8.97,75.8,75.21,8.25,1.65,8.4,8.4,85.87,6.09,87.6,87.37,707.17,60.16,712.64,712.38,577.93,7.03,581.87,577.93,157.85,7.17,164.51,164.41,2.33,0.27,2.34,2.33
"1164",2.28,0.16,2.42,2.34,73.57,8.97,75.74,75.09,8.25,1.65,8.43,8.42,85.87,6.09,87.1,86.89,707.17,60.16,707.21,707.21,564.93,7.03,568.08,564.93,157.85,7.17,161.31,161.19,2.32,0.27,2.32,2.32
"1165",2.36,0.16,2.41,2.34,72.95,8.97,73.11,72.42,8.17,1.65,8.18,8.17,83.61,6.09,83.65,83.56,694.57,60.16,694.57,694.3,564.93,7.03,554.21,551.83,151.22,7.17,151.31,151.22,2.54,0.27,2.54,2.54
"1166",2.3,0.16,2.32,2.3,67.88,8.97,68.48,67.81,7.7,1.65,7.7,7.69,78.63,6.09,78.63,78.6,681.17,60.16,681.17,680.12,564.93,7.03,549.39,547.58,139.73,7.17,139.73,139.69,2.46,0.27,2.46,2.46
"1167",2.26,0.16,2.3,2.22,66.4,8.97,66.4,65.78,7.64,1.65,7.67,7.64,79.2,6.09,79.2,78.95,691.15,60.16,691.15,690.62,558.88,7.03,559.93,558.88,139.32,7.17,139.32,139.28,2.48,0.27,2.48,2.48
"1168",2.27,0.16,2.32,2.27,68.04,8.97,68.55,68.04,7.68,1.65,7.69,7.68,83.26,6.09,83.26,83.21,733.44,60.16,733.71,733.44,578.06,7.03,578.32,578.06,150.77,7.17,150.77,150.68,2.52,0.27,2.52,2.52
"1169",2.28,0.16,2.31,2.28,67.55,8.97,67.88,67.23,7.58,1.65,7.59,7.58,82.92,6.09,83.03,82.89,719.78,60.16,719.78,719.52,571.36,7.03,572.28,571.36,147.57,7.17,147.62,147.57,2.55,0.27,2.55,2.55
"1170",2.25,0.16,2.27,2.23,65.32,8.97,66.15,65.52,7.15,1.65,7.15,7.15,82.13,6.09,82.18,82.13,702.18,60.16,702.45,702.18,581.21,7.03,582.53,581.21,138.56,7.17,138.6,138.56,2.51,0.27,2.51,2.51
"1171",2.16,0.16,2.19,2.16,67.12,8.97,67.28,66.66,6.87,1.65,6.87,6.87,80.72,6.09,80.72,80.7,670.4,60.16,670.66,670.4,575.3,7.03,575.43,575.3,140.9,7.17,140.95,140.9,2.49,0.27,2.49,2.49
"1172",2.19,0.16,2.21,2.16,69.24,8.97,69.03,68.5,7.2,1.65,7.2,7.19,79.73,6.09,79.73,79.66,674.6,60.16,674.6,674.34,598.55,7.03,598.55,597.63,143.16,7.17,143.16,143.12,2.49,0.27,2.47,2.46
"1173",2.14,0.16,2.21,2.14,67.23,8.97,67.88,67.23,7.07,1.65,7.07,7.06,78.63,6.09,78.63,78.6,663.3,60.16,663.3,663.04,618.65,7.03,617.86,617.33,139.82,7.17,139.82,139.73,2.48,0.27,2.48,2.48
"1174",2.23,0.16,2.24,2.21,68.27,8.97,68.98,68.32,7.09,1.65,7.09,7.09,80.72,6.09,80.72,80.63,675.13,60.16,675.39,675.13,616.41,7.03,616.94,616.68,138.74,7.17,138.83,138.74,2.55,0.27,2.55,2.55
"1175",2.19,0.16,2.27,2.18,69.42,8.97,69.77,69.1,7.05,1.65,7.06,7.05,81.35,6.09,81.35,81.3,673.29,60.16,673.55,673.29,616.41,7.03,621.01,620.14,144.01,7.17,144.01,143.92,2.54,0.27,2.55,2.54
"1176",2.25,0.16,2.26,2.2,72.63,8.97,72.54,72.05,7.43,1.65,7.44,7.43,83.65,6.09,83.65,83.63,704.28,60.16,704.55,704.28,616.41,7.03,627.57,625.99,161.19,7.17,161.19,160.24,2.55,0.27,2.55,2.55
"1177",2.46,0.16,2.47,2.49,70.92,8.97,71.13,70.44,7.26,1.65,7.27,7.26,79.73,6.09,79.8,79.73,667.77,60.16,668.82,667.77,623.24,7.03,624.56,623.24,148.75,7.17,148.83,148.75,2.52,0.27,2.53,2.52
"1178",1.97,0.16,1.99,1.96,70.92,8.97,69.11,68.36,7.26,1.65,7.07,7.06,79.73,6.09,75.73,75.61,660.68,60.16,660.68,660.41,609.32,7.03,609.45,609.32,141.13,7.17,141.13,141.08,2.52,0.27,2.47,2.46
"1179",2.04,0.16,2.05,2.02,68.34,8.97,68.87,68.2,6.92,1.65,6.92,6.92,74.5,6.09,74.61,74.5,645.57,60.16,645.57,645.44,610.11,7.03,610.37,610.11,131.35,7.17,131.35,131.29,2.45,0.27,2.45,2.45
"1180",2.1,0.16,2.11,2.09,70.65,8.97,70.65,69.98,6.79,1.65,6.79,6.79,76.53,6.09,76.55,76.53,651.61,60.16,651.61,651.48,626.4,7.03,626.4,626.26,135.22,7.17,135.26,135.22,2.52,0.27,2.52,2.52
"1181",2.08,0.16,2.11,2.08,72.61,8.97,72.61,71.89,6.92,1.65,6.92,6.92,78.58,6.09,78.58,78.53,644.26,60.16,644.26,644,623.24,7.03,627.18,623.24,132.39,7.17,133.15,132.39,2.5,0.27,2.5,2.5
"1182",2.06,0.16,2.06,2.06,76.69,8.97,76.43,75.88,6.91,1.37,6.93,6.91,80.72,6.09,80.72,80.19,672.76,60.16,673.02,672.76,627.84,7.03,627.84,627.32,129.4,7.17,129.46,129.4,2.49,0.27,2.5,2.49
"1183",2.11,0.16,2.12,2.1,77.36,8.45,77.01,76.34,7.03,1.37,7.03,7.03,80.63,6.09,80.68,80.63,672.76,60.16,669.16,668.88,635.2,7.03,635.33,635.2,129.4,7.17,127.61,127.74,2.46,0.27,2.47,2.46
"1184",2.16,0.16,2.17,2.12,75.95,8.45,75.83,75.12,6.82,1.37,6.82,6.82,80.15,6.09,80.17,80.15,660.68,60.16,660.68,660.41,626.66,7.03,628.76,626.66,127.38,7.17,127.38,127.29,2.5,0.27,2.5,2.5
"1185",2.15,0.16,2.16,2.12,72.17,8.45,73.14,72.1,6.8,1.37,6.81,6.8,77.5,6.09,77.5,77.4,679.33,60.16,679.59,679.33,621.27,7.03,621.27,621.14,125.75,7.17,125.8,125.75,2.55,0.27,2.55,2.55
"1186",2.19,0.16,2.2,2.19,70.32,8.45,71.01,70.35,6.57,1.37,6.57,6.57,73.41,6.09,73.48,73.39,663.3,60.16,663.3,662.78,625.35,7.03,625.35,624.03,116.24,7.17,116.43,116.24,2.66,0.27,2.67,2.66
"1187",2.12,0.16,2.13,2.09,69.86,8.45,71.13,70.44,6.31,1.37,6.31,6.3,71.45,6.09,71.45,71.41,647.15,60.16,647.28,647.15,610.9,7.03,610.9,610.24,111.33,7.17,111.33,111.29,2.72,0.27,2.72,2.72
"1188",2.22,0.16,2.22,2.19,74.34,8.45,74.47,73.76,6.17,1.37,6.18,6.17,73.23,6.09,73.23,73.14,652.14,60.16,652.14,651.35,621.8,7.03,622.85,622.59,112.55,7.17,112.55,112.5,2.68,0.27,2.69,2.68
"1189",2.13,0.16,2.17,2.12,79.82,8.45,79.99,79.22,6.44,1.37,6.44,6.44,77.26,6.09,77.26,77.24,658.05,60.16,658.31,658.05,627.18,7.03,627.18,626.79,122.69,7.17,122.78,122.69,2.71,0.27,2.72,2.71
"1190",2.06,0.16,2.07,2.06,80.59,8.45,80.01,79.25,6.22,1.37,6.22,6.22,73.23,6.09,73.25,73.23,653.19,60.16,653.19,653.06,629.15,7.03,629.15,629.02,120.62,7.17,120.8,120.62,2.71,0.27,2.74,2.74
"1191",2.14,0.16,2.17,2.13,77.56,8.45,78.12,77.61,6.27,1.37,6.27,6.27,72.72,6.09,72.72,72.7,654.37,60.16,654.5,654.37,634.41,7.03,634.41,633.88,123.37,7.17,123.41,123.37,2.75,0.27,2.75,2.75
"1192",2.07,0.16,2.08,2.06,78.97,8.45,79.25,78.49,6.05,1.37,6.05,6.05,73.37,6.09,73.37,73.34,648.86,60.16,648.86,648.72,636.12,7.03,636.12,635.06,127.7,7.17,127.7,127.6,2.75,0.27,2.75,2.75
"1193",2.03,0.16,2.06,2.03,77.93,8.45,78.53,77.86,5.98,1.37,5.98,5.97,71.5,6.09,71.52,71.5,648.46,60.16,648.72,648.46,644.26,7.03,644.26,642.68,126.47,7.17,126.47,126.34,2.72,0.27,2.72,2.72
"1194",2.12,0.16,2.12,2.08,82.08,8.45,82.11,81.3,6.33,1.37,6.33,6.33,76.36,6.09,76.36,76.32,648.46,60.16,666.64,666.43,640.71,7.03,640.71,640.45,126.47,7.17,129.83,129.86,2.72,0.27,2.73,2.73
"1195",2.18,0.16,2.19,2.14,83.86,8.45,83.81,83.01,6.76,1.37,6.76,6.75,77.86,6.09,77.86,77.84,674.34,60.16,674.6,674.34,631.78,7.17,631.78,631.39,141.89,7.17,141.93,141.89,2.72,0.27,2.77,2.77
"1196",2.13,0.16,2.15,2.13,86.03,8.45,86.97,86.14,6.59,1.37,6.59,6.58,79.29,6.09,79.29,79.25,659.89,60.16,660.41,659.89,640.98,7.17,642.03,640.98,156,7.17,156,155.59,2.8,0.27,2.8,2.8
"1197",2.22,0.16,2.23,2.25,85.08,8.45,84.83,84,6.72,1.37,6.73,6.72,81.88,6.09,81.88,81.65,671.19,60.16,671.45,671.19,640.98,7.17,641.85,640.52,143.79,7.17,143.83,143.79,2.79,0.27,2.8,2.79
"1198",2.44,0.16,2.47,2.44,83.65,8.45,83.31,82.98,6.46,1.37,6.46,6.45,79.32,6.09,79.32,79.29,651.75,60.16,651.75,651.61,643.34,7.17,643.34,642.16,122.42,7.17,122.47,122.42,2.81,0.27,2.81,2.81
"1199",2.67,0.16,2.69,2.66,83.65,8.45,84.05,83.72,6.82,1.37,6.82,6.82,80.19,6.09,80.24,80.19,654.5,60.16,654.64,654.5,661.33,7.17,661.33,660.55,129.14,7.17,129.14,128.96,2.97,0.27,2.97,2.97
"1200",2.58,0.16,2.6,2.58,87.37,8.45,87.69,86.86,7.12,1.37,7.12,7.12,82.15,6.09,82.18,82.15,652.8,60.16,653.45,652.8,671.45,7.17,671.32,670.92,135.41,7.17,135.41,135.35,3.03,0.3,3.03,3.03
"1201",2.55,0.16,2.56,2.54,91.1,8.45,92.26,91.1,7.72,1.37,7.72,7.72,87.41,6.09,87.41,87.39,674.34,60.16,674.34,674.07,676.83,7.17,676.83,676.7,147.94,7.17,147.98,147.94,2.95,0.3,2.95,2.95
"1202",2.48,0.16,2.5,2.47,90.8,8.45,90.46,89.58,7.7,1.37,7.7,7.69,86.97,6.09,87,86.97,671.45,60.16,671.71,671.45,680.38,7.17,680.38,680.12,146.05,7.17,146.14,146.05,2.95,0.3,2.95,2.95
"1203",2.48,0.16,2.48,2.47,91.68,8.45,92.3,90.57,8.16,1.37,8.17,8.16,89.97,6.09,90.02,89.97,675.65,60.16,675.91,675.65,680.38,7.17,676.66,676.36,160.41,7.17,160.41,160.38,2.96,0.3,2.97,2.96
"1204",2.48,0.16,2.49,2.47,93.8,8.45,93.99,93.41,8.24,1.37,8.24,8.23,91.24,6.09,91.24,91.15,688,60.16,688.26,688,673.42,7.17,673.16,672.5,179.58,7.17,179.62,179.58,2.95,0.3,2.95,2.95
"1205",2.5,0.16,2.52,2.49,92.19,8.45,92.14,91.13,7.89,1.37,7.91,7.89,88.01,6.09,88.01,87.99,696.93,60.16,697.19,696.93,676.18,7.17,674.99,673.81,166.77,7.17,166.77,166.68,2.94,0.3,2.94,2.94
"1206",2.5,0.16,2.51,2.49,87.39,8.45,88.68,86.84,7.69,1.37,7.69,7.69,85.27,6.09,85.27,85.24,694.83,60.16,695.09,694.83,667.64,7.17,667.9,667.64,159.25,7.17,159.25,159.21,2.99,0.3,3,2.99
"1207",2.38,0.16,2.41,2.36,81.19,8.45,82.04,81.37,7.18,1.37,7.19,7.18,79.62,6.09,79.69,79.62,678.54,60.16,678.54,678.28,656.74,7.17,656.74,655.95,144.95,7.17,145.01,144.95,3,0.3,3,3
"1208",2.38,0.16,2.45,2.36,83.61,8.45,83.7,82.89,7.15,1.37,7.15,7.14,81.39,6.09,81.44,81.39,663.04,60.16,663.57,663.04,656.08,7.17,656.08,655.95,147.62,7.17,147.66,147.62,2.99,0.3,3,2.99
"1209",2.28,0.16,2.34,2.27,82.59,8.45,85.52,84.71,7.17,1.37,7.17,7.17,80.82,6.09,80.82,80.79,654.11,60.16,654.11,653.98,646.62,7.17,647.81,646.62,145.95,7.17,145.99,145.95,2.97,0.3,2.98,2.97
"1210",2.34,0.16,2.37,2.33,88.04,8.45,87.74,86.88,7.55,1.37,7.55,7.54,85.54,6.09,85.57,85.54,668.56,60.16,668.82,668.56,663.3,7.17,663.3,662.78,151.54,7.17,151.63,151.54,3.02,0.3,3.03,3.02
"1211",2.37,0.16,2.38,2.34,87.21,8.45,87.69,86.84,7.59,1.37,7.59,7.59,84.94,6.09,84.94,84.92,665.41,60.16,666.19,665.41,662.65,7.17,662.65,661.47,149.7,7.17,149.7,149.64,2.96,0.3,2.96,2.96
"1212",2.46,0.16,2.47,2.46,89.77,8.45,90.53,89.7,7.54,1.37,7.54,7.54,85.04,6.09,85.06,85.04,658.05,60.16,658.05,657.79,650.43,7.17,650.17,649.91,151.22,7.17,151.22,150.87,3.03,0.3,3.03,3.03
"1213",2.46,0.16,2.46,2.93,88.8,8.45,88.61,87.76,7.42,1.37,7.45,7.42,84.46,6.09,84.51,84.44,664.62,60.16,664.88,664.62,636.38,7.17,637.03,636.38,150.64,7.17,150.77,150.64,3.04,0.3,3.04,3.04
"1214",2.69,0.16,2.71,2.68,89.37,8.45,90.2,89.33,7.19,1.37,7.19,7.19,83.12,6.09,83.19,83.12,665.93,60.16,665.93,665.67,667.24,7.17,667.24,665.93,143.92,7.17,143.97,143.92,3,0.3,3,3
"1215",2.52,0.16,2.52,2.5,89.79,8.45,90.23,89.35,7.29,1.37,7.29,7.29,84.51,6.09,84.51,84.44,668.56,60.16,668.82,668.56,657.53,7.17,658.05,657.53,143.25,7.17,143.51,143.25,2.99,0.3,2.99,2.99
"1216",2.48,0.16,2.49,2.47,87.8,8.45,88.22,88.01,6.95,1.37,6.95,6.95,80.26,6.09,80.26,80.24,629.94,60.16,630.07,629.94,627.32,7.17,627.84,627.32,135.31,7.17,135.85,135.31,2.93,0.3,2.93,2.93
"1217",2.34,0.16,2.36,2.33,88.31,8.45,89.37,88.52,6.87,1.37,6.87,6.87,80.36,6.09,80.38,80.36,638.09,60.16,638.09,637.56,623.37,7.17,623.37,621.27,133.15,7.17,133.2,133.15,2.92,0.3,2.92,2.92
"1218",2.36,0.16,2.37,2.35,88.61,8.45,88.61,87.76,6.75,1.37,6.76,6.75,81.3,6.09,81.35,81.3,637.3,60.16,638.74,637.3,604.2,7.17,605.64,604.2,128.46,7.17,128.46,128.42,2.92,0.3,2.92,2.92
"1219",2.3,0.16,2.34,2.28,89.28,8.45,90.23,89.35,6.9,1.37,6.91,6.9,82.87,6.09,82.89,82.85,651.09,60.16,651.22,651.09,602.23,7.17,602.88,602.23,130.53,7.17,130.53,130.49,2.98,0.3,2.98,2.98
"1220",2.36,0.16,2.41,2.35,88.73,8.45,89.53,88.68,6.8,1.37,6.81,6.8,82.89,6.09,82.92,82.89,634.93,60.16,635.2,634.93,622.59,7.17,622.59,621.93,128.64,7.17,128.77,128.64,3.02,0.3,3.02,3.02
"1221",2.37,0.16,2.38,2.36,88.47,8.45,89.21,88.45,6.73,1.37,6.73,6.73,81.44,6.09,81.44,81.42,634.8,60.16,634.8,634.67,631.52,7.17,631.52,630.6,128.73,7.17,128.83,128.73,3.05,0.3,3.05,3.05
"1222",2.35,0.16,2.36,2.35,90.9,8.45,91.47,90.6,6.89,1.37,6.89,6.88,84.6,6.09,84.62,84.6,635.06,60.16,635.06,634.41,637.03,7.17,637.03,634.54,131.85,7.17,131.85,131.66,3.05,0.3,3.06,3.05
"1223",2.44,0.16,2.44,2.42,89.14,8.45,89.93,89.07,6.74,1.37,6.75,6.74,85.31,6.09,85.36,85.31,633.36,60.16,633.36,632.83,618.65,7.17,618.78,618.65,118.63,7.17,118.69,118.63,3,0.3,3,3
"1224",2.44,0.16,2.45,2.42,92.83,8.45,93.04,92.14,6.91,1.37,6.91,6.91,86.93,6.09,86.95,86.93,646.49,60.16,646.89,646.49,608.93,7.17,608.4,608.14,126.62,7.17,126.66,126.62,3.02,0.3,3.02,3.02
"1225",2.39,0.16,2.41,2.37,91.15,8.45,92.42,92.14,6.82,1.37,6.82,6.82,85.27,6.09,85.29,85.27,642.55,60.16,642.55,642.42,603.54,7.17,603.54,603.02,125.08,7.17,125.12,125.08,3.03,0.3,3.03,3.03
"1226",2.29,0.16,2.3,2.28,90.94,8.45,91.33,90.46,6.76,1.37,6.76,6.76,84.99,6.09,85.01,84.99,630.34,60.16,630.34,630.2,603.28,7.17,603.67,603.28,129.72,7.17,129.72,129.68,3,0.3,3,3
"1227",2.38,0.16,2.4,2.36,89.95,8.45,90.92,90.04,6.47,1.37,6.47,6.47,81.58,6.09,81.58,81.53,627.71,60.16,627.71,627.58,600.26,7.17,600.39,600.26,115.52,7.17,115.66,115.52,2.96,0.3,2.96,2.96
"1228",2.4,0.16,2.42,2.4,91.52,8.45,91.93,91.03,6.48,1.37,6.49,6.48,82.22,6.09,82.22,82.2,623.24,60.16,623.37,623.24,593.69,7.17,593.69,592.77,120.21,7.17,120.26,120.21,2.95,0.3,2.95,2.95
"1229",2.36,0.16,2.38,2.35,93.18,8.45,93.62,92.72,6.93,1.37,6.94,6.93,82.94,6.09,83.01,82.94,625.74,60.16,625.74,625.61,580.56,7.17,581.34,580.56,120.71,7.17,120.75,120.71,3.01,0.3,3.01,3.01
"1230",2.37,0.16,2.38,2.33,91.4,8.45,92.3,91.47,6.95,1.37,6.96,6.95,80.72,6.09,80.72,80.7,615.23,60.16,615.23,614.97,579.11,7.17,579.11,578.32,116.39,7.17,116.39,116.24,2.98,0.3,2.98,2.98
"1231",2.41,0.16,2.43,2.41,92.6,8.45,93.41,92.51,7.4,1.37,7.4,7.4,82.27,6.09,82.27,82.25,642.81,60.16,642.81,642.55,588.44,7.17,588.44,588.3,122.69,7.17,122.69,122.65,2.98,0.3,3.04,3.04
"1232",2.44,0.16,2.44,2.43,93.41,8.45,93.71,92.81,7.33,1.37,7.34,7.33,81.35,6.09,81.35,81.3,626.92,60.16,627.45,626.92,596.84,7.17,596.84,596.58,120.67,7.17,120.67,120.62,3.08,0.3,3.08,3.08
"1233",2.38,0.16,2.38,2.38,94.29,8.45,94.75,93.85,7.38,1.37,7.38,7.38,79.8,6.09,79.82,79.8,638.61,60.16,638.87,638.61,604.59,7.17,604.59,604.2,119.17,7.17,119.36,119.17,3.03,0.3,3.03,3.03
"1234",2.38,0.16,2.39,2.36,95.39,8.45,96.13,95.21,7.44,1.37,7.44,7.44,81.3,6.09,81.32,81.3,643.47,60.16,643.73,643.47,598.55,7.17,598.55,598.29,119.36,7.17,119.36,119.32,3.08,0.3,3.08,3.08
"1235",2.37,0.16,2.38,2.37,96.25,8.45,96.29,95.6,7.27,1.37,7.27,7.27,83.4,6.09,83.4,83.38,650.7,60.16,651.09,650.7,609.85,7.17,609.85,609.45,128.73,7.17,128.73,128.42,3.01,0.3,3.01,3.01
"1236",2.36,0.16,2.36,2.35,93.99,8.45,94.93,94.03,7.18,1.37,7.18,7.17,80.79,6.09,80.89,80.79,638.48,60.16,638.48,638.35,615.63,7.17,616.02,615.63,126.88,7.17,126.93,126.88,3.14,0.3,3.14,3.14
"1237",2.41,0.16,2.41,2.41,93.76,8.45,94.06,93.27,7.13,1.37,7.15,7.13,82.18,6.09,82.2,82.18,648.2,60.16,648.2,648.07,617.33,7.17,616.68,615.76,122.42,7.17,122.56,122.42,3.27,0.3,3.27,3.27
"1238",2.44,0.16,2.46,2.41,92.46,8.45,93.36,92.81,7.09,1.37,7.09,7.09,77.03,3.41,77.13,77.03,627.71,60.16,627.84,627.71,608.14,7.17,608.14,607.22,120.84,7.17,120.84,120.8,3.26,0.3,3.26,3.26
"1239",2.43,0.16,2.44,2.4,96.22,0,96.96,96.36,6.84,1.37,6.84,6.84,74.91,3.41,74.96,74.91,628.37,60.16,628.5,628.37,614.84,7.17,614.84,613.39,117.19,7.17,117.24,117.19,3.5,0.3,3.5,3.5
"1240",2.44,0.16,2.48,2.44,98.76,0,99.5,98.55,6.79,1.37,6.79,6.79,74.73,3.41,74.73,74.66,636.25,60.16,636.25,636.12,614.05,7.17,614.71,614.18,118.37,7.17,118.41,118.37,3.39,0.3,3.4,3.39
"1241",2.41,0.16,2.43,2.4,97.75,0,97.7,97.15,6.73,1.37,6.78,6.73,73.99,3.41,74.01,73.97,626.4,60.16,626.66,626.4,627.84,7.17,627.97,627.84,114.09,7.17,114.13,114.09,3.28,0.3,3.28,3.28
"1242",2.49,0.16,2.49,2.49,93.94,0,95.25,94.84,6.58,1.06,6.58,6.58,73.8,3.41,73.8,73.78,663.3,55.95,663.57,663.3,627.84,7.17,636.17,636.28,110.57,7.17,110.57,110.48,3.28,0.3,3.28,3.28
"1243",2.41,0.16,2.44,2.4,92.26,0,92.83,91.91,6.24,1.06,6.25,6.24,70.76,3.41,70.76,70.74,643.86,55.95,643.86,643.6,631.78,7.17,631.78,631.26,104.39,7.17,104.62,104.39,3.28,0.3,3.26,3.26
"1244",2.38,0.16,2.41,2.37,95.07,0,95.49,94.59,6.39,1.06,6.39,6.38,71.8,3.41,71.82,71.8,646.36,55.95,646.49,646.36,621.01,7.17,621.01,619.17,103.86,7.17,103.9,103.86,3.28,0.3,3.23,3.22
